locus_tag	common gene name	strand	start	end	Anaerobic growth	Aerobic shock
SL1344_1176	icdA	+	1281238	1282488	125	478
STnc150		-	1282677	1282521	69	52
SL1344_1177		+	1282936	1284060	22	150
SL1344_1179	envF	-	1285042	1285830	1	8
IsrC		+	1285998	1286285	9	17
SL1344_1180	msgA	-	1286319	1286558	87	221
SL1344_1181	envE	-	1286749	1287270	21	108
SL1344_1182	cspH	-	1287685	1287897	12	34
SL1344_1183	pagD	-	1288029	1288292	4	8
SL1344_1184	pagC	+	1289191	1289661	63	208
STnc3420		-	1289799	1289667	27	15
STnc520		-	1290674	1290590	3214	5230
SL1344_1185	pliC	-	1290898	1291242	305	385
SL1344_1186		+	1291945	1292217	19	21
SL1344_1187		+	1292369	1292836	126	201
STnc1760		-	1292935	1292835	99	67
STnc1210		+	1292956	1293014	312	304
SL1344_1188		+	1293175	1294218	14	20
SL1344_1189		-	1294301	1294831	53	68
STnc1990		+	1294841	1294974	125	177
SL1344_1190		-	1294980	1295294	14	23
STnc3430		-	1295057	1294946	99	102
SL1344_1191		+	1295976	1297610	8	7
SL1344_1192		+	1297610	1298584	3	3
SL1344_1193		+	1298574	1299386	5	5
SL1344_1194		+	1299380	1300177	4	4
SL1344_1195		+	1300171	1300761	5	3
SL1344_1196		-	1300843	1301976	9	29
SL1344_1197		+	1302170	1302496	16	76
IsrD		-	1302641	1302591	5	0
SL1344_1198		+	1302693	1303340	6	19
STnc3440		+	1303294	1303380	65	108
SL1344_1199	aadA	+	1303449	1304237	16	21
SL1344_1200		+	1304382	1304975	9	23
SL1344_1201		+	1305044	1305892	21	44
SL1344_1202		-	1306147	1306395	317	2320
SL1344_1203		-	1306474	1306623	4	10
SL1344_1204	aroQ	+	1306706	1307251	24	98
SL1344_1205	yeaS	+	1307448	1308086	93	111
SL1344_1206	yeaR	+	1308259	1308620	22	15
SL1344_1207	yoaG	+	1308623	1308805	40	24
SL1344_1208		+	1309035	1309676	6	7
SL1344_1209		+	1309798	1309983	214	214
RyhB-2		-	1309937	1309727	24	46
SL1344_1210	yeaQ	+	1309991	1310239	270	291
SL1344_1211	yaoF	+	1310672	1310923	91	70
SL1344_1212		+	1310992	1311303	123	86
SL1344_1213	yeaO	-	1311289	1311636	32	42
SL1344_1214	yeaN	-	1311755	1312939	1	4
SL1344_1215	yeaM	+	1313040	1313834	6	16
SL1344_1216	yeaL	-	1313814	1314260	36	15
SL1344_1217	yeaK	-	1314570	1315088	21	19
SL1344_1218	yeaJ	-	1315138	1316631	26	27
STnc1480		+	1316874	1317268	77	56
SL1344_1219	yeaH	-	1317272	1318558	68	70
SL1344_1220	yeaG	-	1318681	1320465	41	78
SL1344_1221	mipA	+	1321042	1321788	379	595
SL1344_1222		+	1322078	1323274	4	6
SL1344_1223		+	1323371	1324228	22	20
SL1344_1224	yeaD	-	1324327	1325211	19	12
SL1344_1224A		-	1325211	1325465	34	28
SL1344_1225	gapA	-	1325546	1326541	397	418
SL1344_1226	yeaA	+	1326853	1327296	77	235
SL1344_1227	yeaC	+	1327338	1327616	99	211
SL1344_1228	nam	-	1327968	1328624	15	33
SL1344_1229	ansA	-	1328651	1329667	17	31
SL1344_1230	sppA	-	1329763	1331619	16	29
SL1344_1231	ydjA	+	1331793	1332344	32	55
SL1344_1232	selD	+	1332462	1333505	50	93
SL1344_1233	topB	+	1333510	1335459	47	73
SL1344_1234	gdhA	-	1335489	1336832	26	21
SL1344_1235		+	1337071	1337346	303	224
SL1344_1236		-	1337306	1337722	5	9
SL1344_1237	xthA	-	1337795	1338601	22	47
SL1344_1238	argDa	+	1339047	1340273	1	18
SL1344_1239	astA	+	1340264	1341298	1	21
SL1344_1240	astD	+	1341295	1342773	2	17
SL1344_1241	astB	+	1342770	1344113	3	19
SL1344_1242	astE	+	1344106	1345074	1	14
SL1344_1243		+	1345410	1345895	15	29
STnc1640		+	1345883	1345970	739	485
SL1344_1244		-	1345970	1346851	15	24
SL1344_1245	nadE	-	1346972	1347799	66	61
SL1344_1246	osmE	+	1348018	1348359	619	788
SL1344_1247	celA	+	1348660	1348980	87	18
SL1344_1248	celB	+	1349063	1350421	30	9
SL1344_1249	celC	+	1350472	1350819	20	16
SL1344_1250	celD	+	1350908	1351672	14	13
SL1344_1251	celF	+	1351797	1353152	8	11
SL1344_1252	celG	+	1353165	1353923	19	25
STnc2010		+	1353832	1353959	97	54
SL1344_1253	katE	-	1353967	1356219	53	72
SL1344_1254	cedA	+	1356584	1356826	27	48
SL1344_1255	ydjN	-	1356928	1358319	12	12
SL1344_1256	ydjM	-	1358456	1359055	4	5
STnc3570		-	1359183	1359017	357	179
SL1344_1257	yniC	-	1359193	1359861	20	27
SL1344_1258	yniB	+	1360010	1360546	30	52
SL1344_1259		-	1360589	1361449	51	33
SL1344_1260	ydiZ	-	1361556	1361846	42	45
SL1344_1261	pfkB	-	1361943	1362875	66	76
SL1344_1262	ydiY	+	1363164	1363922	10	39
STnc3460		+	1363846	1363967	85	84
SL1344_1263		-	1363971	1364930	123	603
STnc4210		-	1363997	1363925	1472	2239
SL1344_1264		+	1365073	1365387	50	95
SL1344_1265		+	1365483	1366238	52	83
SL1344_1330A		+	1366411	1366617	14	10
SL1344_1266		-	1366940	1368163	63	52
SL1344_1267		+	1369055	1370983	284	268
SL1344_1268		+	1370987	1371529	1827	4203
SL1344_1269		+	1371625	1371822	1500	4450
SL1344_1270		+	1371873	1372229	1312	3262
SL1344_1271		+	1372531	1373514	21	84
SL1344_1272		+	1373530	1375917	108	262
SL1344_1273		+	1375910	1376221	960	1482
STnc540		+	1376271	1376364	656	529
SL1344_1274		+	1376424	1377404	11	21
SL1344_1275		+	1377496	1378047	18	50
SL1344_1276		+	1378047	1378796	8	28
SL1344_1277		+	1378873	1379337	14	43
SL1344_1278		+	1379651	1380364	14	37
SL1344_1279		+	1380426	1381868	11	35
SL1344_1280	ydiE	-	1381903	1382094	6	44
SL1344_1281	aroH	-	1382251	1383297	36	45
SL1344_1282	ydiA	-	1383453	1384286	21	31
SL1344_1283	pps	+	1384581	1387001	159	433
SL1344_1284	ydiD	-	1387043	1388683	4	4
SL1344_1285	ydiT	-	1388773	1389066	1	2
SL1344_1286	ydiS	-	1389063	1390349	2	2
SL1344_1287	ydiR	-	1390406	1391341	2	12
SL1344_1288	ydiQ	-	1391363	1392127	0	1
SL1344_1289	ydiP	+	1392590	1393480	2	2
SL1344_1290	ydiO	-	1393556	1394707	8	16
SL1344_1291	ydiF	-	1394721	1396316	1	2
SL1344_1292	aroD	-	1396470	1397228	12	15
SL1344_1293	aroE	-	1397273	1398139	7	8
SL1344_1294	ydiN	-	1398221	1399440	0	0
SL1344_1296	ydiM	-	1399804	1401015	2	2
SL1344_1297	ydiL	-	1401156	1401515	2	1
RprA		-	1401790	1401682	1638	2428
SL1344_1298	ydiK	-	1401973	1403091	17	24
SL1344_1299	ydiJ	+	1403356	1406412	30	42
SL1344_1300		+	1406409	1406819	38	40
SL1344_1301	ydiH	+	1406918	1407106	641	217
RydB		+	1407278	1407371	763	255
SL1344_1302		-	1407394	1408740	3	6
SL1344_1303	sufA	+	1409167	1409535	5	19
SL1344_1304	sufB	+	1409544	1411031	8	19
SL1344_1305	sufC	+	1411048	1411794	7	19
SL1344_1306	sufD	+	1411769	1413040	12	18
SL1344_1307	sufS	+	1413037	1414257	6	15
SL1344_1308	ynhA	+	1414270	1414686	7	15
SL1344_1309	ynhG	+	1414841	1415842	24	30
SL1344_1310	lppB	-	1415909	1416148	125	39
SL1344_1311	lpp	-	1416231	1416467	28413	20389
SL1344_1312	pykF	-	1416778	1418136	76	68
SL1344_1313	orf48	-	1418592	1419935	2	4
SL1344_1314	orf32	-	1419957	1420850	1	2
SL1344_1315	orf245	-	1420909	1421646	3	2
SL1344_1316	orf408	-	1421658	1422884	1	1
SL1344_1317	ttrA	-	1423207	1426269	2	2
SL1344_1318	ttrC	-	1426262	1427284	2	0
SL1344_1319	ttrB	-	1427285	1428037	1	0
SL1344_1320	ttrS	+	1428201	1429979	34	19
SL1344_1321	ttrR	+	1429936	1430574	25	16
SL1344_1322	orf70	+	1430672	1430884	51	56
SL1344_1323	orf319	-	1430980	1431939	45	80
SL1344_1324	orf242	-	1432112	1432840	21	26
SL1344_1325	ssrB	-	1433019	1433657	10	33
SL1344_1326	spiR	-	1433688	1436450	6	19
SL1344_1327	ssaB	+	1436851	1437252	1	2
SL1344_1328	ssaC	+	1437254	1438747	1	4
SL1344_1329	ssaD	+	1438728	1439939	2	5
SL1344_1330	ssaE	+	1439947	1440189	15	13
SL1344_1331	sseA	+	1440510	1440779	12	15
SL1344_1332	sseBa	+	1440786	1441376	6	16
SL1344_1333	sscA	+	1441373	1441846	3	14
SL1344_1334	sseC	+	1441849	1443303	6	13
SL1344_1335	sseD	+	1443319	1443906	3	6
SL1344_1336	sseE	+	1443909	1444325	2	8
SL1344_1337	sscB	+	1444377	1444811	5	9
SL1344_1338	sseF	+	1444827	1445609	2	5
SL1344_1339	sseG	+	1445606	1446295	9	7
SL1344_1340	ssaG	+	1446389	1446604	12	10
SL1344_1341	ssaH	+	1446645	1446872	6	11
SL1344_1342	ssaI	+	1446884	1447132	4	3
SL1344_1343	ssaJ	+	1447129	1447878	3	4
SL1344_1344		+	1447896	1448444	3	9
SL1344_1345	ssaK	+	1448441	1449115	2	4
STnc1220		-	1448790	1448718	14	13
SL1344_1346	ssaL	+	1449081	1450097	10	13
SL1344_1347	ssaM	+	1450155	1450523	1	5
SL1344_1348	ssaV	+	1450508	1452553	2	4
SL1344_1349	ssaN	+	1452543	1453844	4	9
SL1344_1350	ssaO	+	1453847	1454224	3	15
SL1344_1351	ssaP	+	1454205	1454579	5	17
SL1344_1352	ssaQ	+	1454560	1455528	11	15
SL1344_1353	ssaR	+	1455596	1456243	4	8
SL1344_1354	ssaS	+	1456240	1456506	2	2
SL1344_1355	ssaT	+	1456507	1457286	1	5
SL1344_1356	ssaU	+	1457283	1458341	3	6
SL1344_1357	norM	-	1458814	1460187	20	49
SL1344_1358	ribE	+	1460404	1461045	53	67
SL1344_1359	cfa	-	1461087	1462235	153	168
SL1344_1360	ydhC	-	1462525	1463730	5	6
SL1344_1361	ydhB	+	1463843	1464775	6	9
SL1344_1362	purR	-	1464772	1465797	11	56
STnc4220		-	1464870	1464776	250	615
SL1344_1362A	ynhF	+	1466093	1466182	1845	1848
SL1344_1363	sodB	-	1466265	1466846	854	685
SL1344_1364	ydhO	-	1466973	1467827	40	55
SL1344_1365	ydhD	+	1468129	1468476	213	505
SL1344_1366	rnt	-	1468554	1469201	32	78
SL1344_1367	gloA	-	1469302	1469709	114	134
SL1344_1368	nemA	-	1469778	1470875	28	18
SL1344_1369	ydhM	-	1470934	1471533	37	32
SL1344_1370	ydhL	+	1471636	1471875	47	59
SL1344_1371	ydhF	+	1471926	1472822	24	29
SL1344_1372	sodCb	+	1472902	1473423	56	56
SL1344_1373		-	1473399	1475438	5	7
SL1344_1374	ydhJ	-	1475438	1476334	8	13
SL1344_1375	ydhI	-	1476301	1476537	11	18
SL1344_1376	slyA	+	1476732	1477172	585	574
SL1344_1377	slyB	-	1477220	1477687	265	423
SL1344_1378	anmK	+	1477959	1479080	14	17
SL1344_1379	mliC	+	1479168	1479497	57	61
SL1344_1380	pdxH	+	1479556	1480212	92	66
SL1344_1381	tyrS	+	1480339	1481613	104	153
SL1344_1382	pdxY	+	1481673	1482533	44	47
SL1344_1383	gst	-	1482592	1483197	88	56
SL1344_1384	tppB	-	1483302	1484807	21	70
SL1344_1385	nth	-	1485409	1486044	26	49
SL1344_1386	rnfE	-	1486044	1486736	14	43
SL1344_1387	rnfG	-	1486739	1487359	9	33
SL1344_1388	rnfD	-	1487363	1488421	6	26
SL1344_1389	rnfC	-	1488422	1490629	8	37
SL1344_1390	rnfB	-	1490622	1491200	14	66
SL1344_1391	rnfA	-	1491200	1491781	11	60
SL1344_1392	ydgK	-	1491858	1492298	43	85
SL1344_1393	ydgT	-	1492387	1492617	42	109
SL1344_1393A	blr	-	1492900	1493025	114	279
SL1344_1394	ydgJ	+	1493233	1494273	35	42
SL1344_1395	add	-	1494348	1495349	19	39
STnc3500		+	1495398	1495512	46	20
SL1344_1396	ydgA	-	1496053	1497561	34	73
SL1344_1397	manA	-	1497664	1498839	33	38
SL1344_1398	fumA	+	1499039	1500685	37	81
SL1344_1400	fumC	+	1500853	1502256	34	48
SL1344_1401	tus	-	1502253	1503182	6	20
SL1344_1402	rstB	-	1503258	1504559	3	8
SL1344_1403		-	1504670	1506376	1	1
SL1344_1404	ompN	-	1506529	1507662	2	3
STnc3510		-	1506596	1506482	74	94
SL1344_1405	rstA	-	1508142	1508873	142	192
SL1344_1406	ydgC	+	1509000	1509335	18	22
SL1344_1407	ydgI	-	1509397	1510779	4	11
SL1344_1408	ydgH	-	1511078	1512022	81	105
SL1344_1409	pntA	+	1512549	1514078	69	80
SL1344_1410	pntB	+	1514089	1515477	71	78
SL1344_1411	tqsA	-	1515652	1516686	11	14
SL1344_1412	ydgF	+	1517104	1517466	36	102
SL1344_1413	ydgE	+	1517453	1517782	18	52
SL1344_1414		-	1517822	1518643	25	42
SL1344_1414A	ydgU	-	1518743	1518826	0	0
SL1344_1415	asr	-	1518912	1519196	6	5
STnc3480		+	1519287	1519547	23	37
SL1344_1416	ynfM	-	1519555	1520808	27	12
SL1344_1417	ynfL	+	1520928	1521827	7	10
SL1344_1418	mlc	+	1521955	1523175	43	16
SL1344_1419	bioDb	+	1523301	1523996	183	11
SL1344_1420	clcB	-	1523952	1525241	7	7
SL1344_1421		-	1525377	1526525	7	31
SL1344_1422		-	1526525	1527172	5	21
SL1344_1423		-	1527182	1528084	2	20
SL1344_1424		-	1528113	1528823	2	28
SL1344_1425	ynfI	-	1529128	1529742	51	30
SL1344_1426		-	1529785	1530642	35	19
SL1344_1427		-	1530644	1531261	16	1
SL1344_1428	dmsA2	-	1531272	1533707	22	2
SL1344_1429	dmsA1	-	1533806	1536247	26	3
SL1344_1430	ynfD	-	1536401	1536709	34	63
SL1344_1431	ynfC	+	1536804	1537523	32	36
SL1344_1432	speG	-	1537564	1538124	141	136
SL1344_1433	ynfB	-	1538160	1538501	102	117
SL1344_1434	ynfA	+	1538654	1538980	6	8
SL1344_1435	rspA	+	1539102	1540316	1	1
SL1344_1436	rspB	+	1540327	1541346	1	2
SL1344_1437	ydfJ	+	1541400	1542779	3	3
SL1344_1438	ydfI	+	1542923	1544389	9	8
SL1344_1439	ydfZ	-	1544456	1544659	348	59
SL1344_1440	ydfH	-	1544840	1545526	38	37
SL1344_1441	ydfG	-	1545656	1546402	127	113
SL1344_1442	dcp	+	1546541	1548583	17	17
SL1344_1443		+	1548928	1549110	27	53
SL1344_1444	ydeJ	-	1549230	1549757	11	21
SL1344_1445	ydeI	+	1550184	1550576	25	47
MgrR		+	1550746	1550844	6877	4263
SL1344_1446	ydeE	-	1551267	1552454	9	10
SL1344_1447	ydeD	+	1552682	1553584	8	16
SL1344_1448	marB	-	1553703	1553918	6	8
STnc2170		-	1553737	1553669	78	44
SL1344_1449	marA	-	1553947	1554336	6	6
SL1344_1450	marR	-	1554350	1554784	10	10
SL1344_1451	marC	+	1555043	1555708	34	44
SL1344_1452	sotB	-	1555755	1556945	11	17
SL1344_1453	yneJ	-	1557061	1557933	4	9
SL1344_1454	yneI	+	1558036	1559424	6	7
SL1344_1455	yneH	+	1559497	1560423	8	17
SL1344_1456	yneG	+	1560423	1560782	15	18
SL1344_1457		+	1561039	1561953	18	48
SL1344_1458		-	1562009	1562551	6	6
SL1344_1459		+	1563370	1564386	6	6
STnc3530		+	1564332	1564503	11	71
SL1344_1460	hypA	-	1564527	1564868	6	10
SL1344_1461		-	1564881	1565768	6	14
SL1344_1462	hyaF2	-	1565756	1566817	10	28
SL1344_1463	hyaE2	-	1566835	1567245	10	23
SL1344_1464		-	1567242	1567541	12	23
SL1344_1465	hyaD2	-	1567541	1568149	15	44
SL1344_1466	hyaC2	-	1568155	1568898	16	34
SL1344_1467	hyaB2	-	1568849	1570651	9	19
SL1344_1468	hyaA2	-	1570654	1571757	6	23
SL1344_1469		+	1572186	1573277	11	12
SL1344_1470		+	1573443	1574114	74	48
SL1344_1471		-	1574173	1575198	3	4
SL1344_1472		-	1575173	1576459	1	3
SL1344_1473	pqaA	-	1576636	1578192	3	4
SL1344_1474		-	1578262	1579503	3	4
SL1344_1475		-	1579493	1581001	1	3
SL1344_1476		+	1581046	1581534	22	30
SL1344_1477		+	1581727	1582806	26	17
SL1344_1478		-	1582858	1583247	13	26
SL1344_1479		-	1583418	1583702	24	41
SL1344_1480		-	1583692	1583940	49	67
SL1344_1481		+	1584297	1584629	11	7
SL1344_1482		+	1584772	1585680	12	13
SL1344_1483		-	1585908	1586495	0	1
IsrF		-	1587013	1586724	28	22
SL1344_1484		-	1587258	1588724	37	35
SL1344_1485		+	1588983	1589990	5	8
SL1344_1486		+	1590134	1591585	3	3
SL1344_1487		+	1591598	1592800	3	6
SL1344_1488		-	1592913	1594988	10	33
SL1344_1489		-	1595045	1597573	7	24
SL1344_1490		-	1597570	1599354	5	29
SL1344_1491		-	1599483	1600268	10	16
SL1344_1492	hdeB	-	1600411	1600740	3484	221
SL1344_1493	osmC	-	1601090	1601521	84	91
SL1344_1494	yddX	+	1602034	1602249	65	98
SL1344_1495	rpsV	+	1602344	1602487	784	701
SL1344_1496	sfcA	+	1602664	1604361	39	58
SL1344_1497	adhP	+	1604728	1605657	22	35
SL1344_1498	fdnI	-	1605748	1606389	23	10
STnc3540		-	1605912	1605727	176	158
SL1344_1499	fdnH	-	1606397	1607281	27	12
SL1344_1500	fdnG	-	1607295	1610342	31	12
SL1344_1502	yddG	+	1610677	1611501	6	3
SL1344_1503	ompD	+	1611987	1613114	1311	302
SL1344_1504		+	1613198	1613638	25	9
SL1344_1505	smvA	-	1613663	1615150	6	19
SL1344_1506		+	1615267	1615845	58	87
SL1344_1507	narU	+	1616060	1617448	1	4
SL1344_1508	narZ	+	1617540	1621280	1	6
SL1344_1509	narY	+	1621277	1622821	1	6
SL1344_1510	narW	+	1622821	1623516	2	4
SL1344_1511	narV	+	1623513	1624193	4	8
SL1344_1512	yddE	+	1624299	1625192	10	14
SL1344_1513	nhoA	-	1625228	1626073	14	23
SL1344_1514	steA	-	1626357	1626989	323	143
SL1344_1515	ansP	+	1627502	1628995	5	10
SL1344_1516		-	1629072	1629293	8	8
SL1344_1517		-	1629438	1630499	9	24
SL1344_1518	yncD	+	1630763	1632883	8	32
SL1344_1519	yncC	-	1632950	1633615	15	62
SL1344_1520	yncB	-	1633949	1634986	48	80
SL1344_1521	yncA	+	1635198	1635713	22	26
SL1344_1522	ydcZ	+	1635713	1636162	31	23
SL1344_1523	ydcY	-	1636167	1636400	45	37
SL1344_1524	srfA	+	1636624	1637943	29	95
SL1344_1525	srfB	+	1637948	1640929	18	59
SL1344_1526	srfC	+	1640926	1643070	21	48
SL1344_1527	ydcX	-	1643115	1643378	33	23
STnc1110		+	1643465	1643658	419	510
SL1344_1528	ydcW	-	1643687	1645132	11	18
SL1344_1529	ydcR	-	1645247	1646671	11	27
SL1344_1530	pdgL	-	1646807	1647577	9	21
SL1344_1530A		-	1647836	1648066	19	45
SL1344_1531	ugtL	-	1648099	1648497	30	76
SL1344_1532	sifB	+	1649034	1649984	2	4
SL1344_1533	yncJ	+	1650258	1650488	9	8
SL1344_1534	ydcP	-	1650489	1652453	15	29
SL1344_1535	ydcN	-	1652532	1653068	32	20
SL1344_1536		+	1653159	1654337	30	17
SL1344_1537		-	1654391	1655059	68	78
SL1344_1538	tehB	-	1655215	1655811	42	53
SL1344_1539	tehA	-	1655798	1656811	20	24
SL1344_1540	ydcK	+	1656918	1657898	7	12
SL1344_1541	rimL	-	1657895	1658434	12	12
SL1344_1542		+	1658651	1659769	2	0
SL1344_1543		+	1659766	1660047	1	0
SL1344_1544		+	1660058	1661371	2	2
SL1344_1545		+	1661385	1662191	2	2
RyjB		-	1662282	1662190	1089	918
SL1344_1546		+	1662323	1662760	2	4
SL1344_1547		+	1662772	1663404	3	4
SL1344_1548		+	1663420	1664211	8	9
SL1344_1549	aac	+	1664211	1664648	17	10
SL1344_1550		-	1664695	1665897	1	3
SL1344_1551		-	1665909	1666484	1	5
SL1344_1552	ydcG	-	1666680	1668335	21	48
SL1344_1553		-	1668555	1670063	15	20
SL1344_1554		-	1670112	1671455	15	14
SL1344_1555	ydcI	+	1671748	1672671	4	114
SL1344_1556	trg	-	1672732	1674357	45	25
SL1344_1557	adhC	-	1674526	1675644	12	29
SL1344_1558		-	1675676	1675951	16	47
SL1344_1559	steB	+	1676474	1676875	29	41
SL1344_1560		-	1677004	1677720	2	2
SL1344_1561	sseJ	+	1678146	1679372	1	1
SL1344_1562		-	1679493	1679837	3	3
SL1344_1563		+	1680744	1681505	3	14
SL1344_1564		+	1681512	1682159	3	8
SL1344_1565		+	1682184	1682915	0	2
SL1344_1566		+	1682912	1683592	1	2
SL1344_1567		+	1683729	1685279	4	6
SL1344_1568		+	1685743	1686405	12	70
RydC		+	1686526	1686591	3902	2976
SL1344_1569	cybB	-	1686676	1687206	29	45
SL1344_1570	ydcF	-	1687323	1688123	25	31
SL1344_1571	hrpA	-	1688187	1692089	25	39
SL1344_1572	acpD	+	1692290	1692895	9	9
SL1344_1573		-	1692892	1693341	24	37
SL1344_1574	ydbL	-	1693484	1693807	14	20
SL1344_1575	ynbE	-	1693815	1694006	12	19
SL1344_1576	ydbH	-	1694006	1696642	15	17
SL1344_1577	ldhA	+	1696882	1697871	29	69
SL1344_1578	hslJ	+	1697982	1698392	19	40
SL1344_1579		-	1698436	1698591	54	70
SL1344_1580		+	1698618	1698917	19	34
SL1344_1581	nifJ	+	1698978	1702502	10	31
MicC		-	1702639	1702531	145	292
SL1344_1582	ynaF	+	1702984	1703418	645	74
SL1344_1583		-	1703468	1703806	124	108
SL1344_1584		+	1703907	1704110	20	41
SL1344_1585	ydaO	+	1704162	1705097	12	25
SL1344_1586	dbpA	-	1705141	1706514	12	25
FnrS		-	1706905	1706784	17017	123
SL1344_1587	zntB	-	1707001	1707984	24	29
SL1344_1588		-	1708130	1709284	8	20
SL1344_1589	ydaL	-	1709695	1710258	21	26
SL1344_1590	ogt	+	1710516	1711031	108	69
SL1344_1591	fnr	+	1711227	1711979	128	261
SL1344_1592	ydaA	+	1712130	1713077	224	121
SL1344_1593	ynaJ	-	1713132	1713386	198	292
SL1344_1594	ynaI	+	1713625	1714656	22	14
SL1344_1595		-	1714742	1715344	33	24
SL1344_1596		+	1715388	1716074	24	7
SL1344_1597		-	1716546	1717103	1	2
SL1344_1598		-	1717202	1718032	1	3
SL1344_1599		-	1718053	1720035	1	1
SL1344_1600		-	1720110	1720955	2	2
SL1344_1601		+	1721249	1722107	1	4
SL1344_1602		+	1722495	1723607	46	81
SL1344_1603		-	1723821	1724075	19	22
SL1344_1604		-	1724186	1724776	4	9
SL1344_1605		+	1724854	1725567	5	10
SL1344_1606		-	1725658	1726527	26	36
SL1344_1607		-	1726801	1727706	6	9
SL1344_1608		+	1727825	1728754	1	1
SL1344_1609	mppA	-	1728851	1730464	43	41
SL1344_1610	ycjI	+	1730654	1731382	19	22
SL1344_1611	ycjG	-	1731357	1732322	16	20
SL1344_1612	tpx	+	1732438	1732944	135	472
SL1344_1613	tyrR	-	1733034	1734575	42	31
SL1344_1614	ycjF	-	1734723	1735784	13	23
SL1344_1615	ycjX	-	1735781	1737184	12	22
SL1344_1616	pspE	-	1737327	1737641	222	70
SL1344_1617	pspD	-	1737717	1737935	16	34
SL1344_1618	pspC	-	1737958	1738317	10	34
SL1344_1619	pspB	-	1738317	1738541	9	37
SL1344_1620	pspA	-	1738601	1739269	20	100
SL1344_1621	pspF	+	1739440	1740420	6	11
SL1344_1622	sapA	+	1740532	1742181	24	34
SL1344_1623	sapB	+	1742349	1743143	20	23
SL1344_1624	sapC	+	1743130	1744020	22	23
SL1344_1625	sapD	+	1744020	1745012	20	34
SL1344_1626	sapF	+	1745014	1745820	15	19
SL1344_1627		-	1745836	1746543	13	11
SL1344_1628	steC	-	1747010	1748383	5	3
SL1344_1629		+	1748418	1748597	3	2
SL1344_1630	ycjE	+	1748572	1748871	21	31
SL1344_1631	fabI	+	1748989	1749777	145	267
SL1344_1632	yciW	+	1749977	1751110	17	16
SL1344_1633	rnb	+	1751199	1753133	33	75
SL1344_1634	yciR	+	1753395	1755377	13	15
SL1344_1635		+	1755466	1755678	59	67
SL1344_1636	yciT	+	1755765	1756517	37	47
SL1344_1637	osmB	+	1756776	1756994	117	204
SL1344_1638	yciH	-	1757114	1757440	9	24
SL1344_1639	pyrF	-	1757440	1758177	11	24
SL1344_1640	yciM	-	1758368	1759483	63	76
SL1344_1641	yciS	-	1759544	1759852	103	141
SL1344_1642	pgpB	-	1760002	1760766	30	32
SL1344_1643	ribA	+	1760962	1761552	47	59
SL1344_1644	acnA	-	1761608	1764283	15	95
SL1344_1644A	ymiA	-	1764839	1764967	82	63
SL1344_1645	cysB	-	1765260	1766234	47	63
SL1344_1646	topA	-	1766645	1769242	29	100
SL1344_1647	yciN	+	1769645	1769896	308	279
SL1344_1648	sohB	-	1769938	1770984	38	44
SL1344_1649	yciK	+	1771222	1771983	10	36
SL1344_1650	btuR	+	1771980	1772570	27	50
SL1344_1651	yciL	-	1772657	1773532	25	59
SL1344_1652	yciO	-	1773633	1774253	41	52
SL1344_1653	trpH	-	1774261	1775142	41	43
SL1344_1654	trpE	+	1775403	1776965	1	2
SL1344_1655	trpD	+	1776965	1778560	2	4
SL1344_1656	trpC	+	1778564	1779922	6	11
SL1344_1657	trpB	+	1779932	1781125	7	10
SL1344_1658	trpA	+	1781125	1781931	8	9
SL1344_1659	yciG	+	1782411	1782593	46	86
SL1344_1660	yciF	+	1782683	1783186	4	35
SL1344_1661	yciE	+	1783260	1783766	2	25
SL1344_1662	katN	+	1783786	1784664	11	26
STnc2030		+	1784673	1784725	12	10
SL1344_1663	ompW	-	1784746	1785384	115	33
SL1344_1664		+	1785722	1786126	27	39
SL1344_1665	yciC	+	1786152	1786895	55	73
SL1344_1666	ispZ	+	1786952	1787491	57	72
SL1344_1667	yciA	+	1787652	1788053	28	75
SL1344_1668	tonB	-	1788113	1788841	17	36
SL1344_1669	yciI	+	1789065	1789361	104	70
STnc1270		-	1789691	1789368	703	424
SL1344_1670	cls	+	1789721	1791181	17	21
SL1344_1671	yciU	+	1791215	1791544	73	150
SL1344_1672		-	1791592	1792374	17	14
SL1344_1673	oppF	-	1792476	1793480	50	55
SL1344_1674	oppD	-	1793477	1794484	22	23
SL1344_1675	oppC	-	1794496	1795404	20	24
SL1344_1676	oppB	-	1795419	1796339	24	20
SL1344_1677	oppA	-	1796461	1798092	51	47
SL1344_1678		+	1798160	1798474	2	3
STnc3580		+	1798747	1798826	148	54
SL1344_1679	ychE	-	1798857	1799504	8	12
SL1344_1680	adh	+	1799981	1802659	161	55
SL1344_1681	tdk	-	1802856	1803473	32	41
SL1344_1682	hns	+	1804136	1804549	2475	2458
SL1344_1683	galU	-	1804681	1805589	94	130
SL1344_1684	hnr	-	1805792	1806805	34	69
SL1344_1685	ychK	-	1806896	1807801	42	90
SL1344_1686	ychJ	+	1807912	1808370	37	58
SL1344_1687	purU	+	1808421	1809263	28	54
SL1344_1688		-	1810579	1812054	15	16
STnc3600		+	1812121	1812328	18	18
SL1344_1689	narI	-	1812350	1813027	7	3
SL1344_1690	narJ	-	1813027	1813737	5	1
SL1344_1691	narH	-	1813734	1815269	5	2
SL1344_1692	narG	-	1815266	1819009	4	1
SL1344_1693	narK	-	1819397	1820794	5	2
STnc2040		-	1819414	1819352	125	58
