Sequence name	locus tag	Name	Start	End	Strand	L Arabinose logFC	D Maltose monohydrate logFC	Mucin from porcine stomach logFC	N Acetyl D Glucosamine logFC	D Xylose logFC	28°C logFC	42°C logFC	Aerobic shaking logFC	bile salts logFC	deoxycholic acid logFC	Gentamicin logFC	peroxide logFC	pH 6 logFC	Starvation logFC
NC_004663.1	BT_0947	BT_0947	1156037	1156624	-	0.961377549	-0.7585503408	1.152710864	1.203368326	0.9343982053	-1.358397339	1.460351246	0.5739299883	0.3956043608	-0.6937790845	-0.5953110593	0.481437617	1.077338	1.849342145
NC_004663.1	BT_0948	BT_0948	1156970	1157986	-	1.103922142	0.01180750214	1.333223642	1.205908871	0.9229446909	-0.8176372644	0.7325031935	0.4866055378	-1.775648006	-1.848110664	-0.1753848666	0.427552217	0.3706692919	1.380741184
NC_004663.1	BT_0950	BT_0950	1158701	1160494	-	-0.3992552474	-0.1659176169	-0.9423670567	-0.05525519904	-0.1991162524	-0.816551982	0.09772695775	0.05832013076	-1.506018222	-1.445743211	-0.7769247063	-0.2060654987	-0.07810016044	0.1963130816
NC_004663.1	BT_0951	BT_0951	1160570	1161049	-	-0.2721442097	-0.01411348438	-0.8941489973	0.08661277973	-0.2950699724	-1.076186144	0.4833817603	-0.5276010598	-0.2126046459	-0.794225393	-0.3120446916	-0.465921387	0.04342797407	0.5827340738
NC_004663.1	BT_0952	BT_0952	1161223	1162047	-	-0.1498007846	0.2142118035	0.2291898676	0.3083056597	-0.03492892992	-0.4048145331	0.5296283854	0.5598641842	0.184134855	0.22494513	0.2762823602	-0.03548113624	0.6326765717	0.662906352
NC_004663.1	BT_0953	BT_0953	1162125	1163114	-	0.09722638077	-0.5206702303	-0.1546313606	-0.4097429167	-0.07703139376	-0.603700568	0.4990264219	-0.2150513639	0.6354673518	-0.326128325	-0.4227853419	0.08947399356	0.1755861719	0.6161660151
NC_004663.1	BT_0954	BT_0954	1164277	1165689	+	1.002053938	-0.1573635553	2.245012205	2.159017155	1.434104902	-3.288714144	-0.2865251456	-0.4688058267	-3.121283812	-3.899779419	-3.267341613	0.1264208945	-0.4604022755	1.576035538
NC_004663.1	BT_0955	BT_0955	1165696	1166685	+	0.9559590954	-0.2526508607	2.23781816	2.16550943	1.338067701	-3.731937987	-0.4830574271	-0.6883052937	-3.184216377	-3.887287803	-3.498077347	-0.008469585323	-0.4100240049	1.192016389
NC_004663.1	BT_0956	BT_0956	1166690	1167874	+	1.02324138	-0.3383688268	2.334368872	2.16671094	1.35447163	-3.250453942	-0.3694199224	-0.8827019682	-2.466010477	-3.658198079	-3.13969739	-0.1889863712	-0.4161586217	0.9616078497
NC_004663.1	BT_0957	BT_0957	1167858	1169027	+	1.054268973	-0.4629332998	2.337021237	2.179909165	1.38328543	-3.082075163	-0.7565966644	-0.7818352252	-2.179719857	-3.222418386	-2.9385959	-0.1100719128	-0.3708753014	0.6659594079
NC_004663.1	BT_0958	BT_0958	1169220	1173209	+	0.510267188	-0.09803193617	0.9015401814	0.6407692751	0.6682129451	-1.306319017	-0.02775706122	-0.3869275145	-0.5120116104	-0.3233704841	-0.06488252791	-0.004517109319	-0.2816783695	-0.02877285733
NC_004663.1	BT_0959	BT_0959	1173269	1173778	-	-0.8724836829	-0.2666158799	-2.205970614	-0.7104311821	-1.227642676	-0.01521355302	-0.3141279806	0.3353630232	-0.8281357192	-0.2988358029	-0.5389167125	-0.006175460532	0.2518060046	-0.6584868693
NC_004663.1	BT_0960	BT_0960	1173791	1175632	-	-0.841402324	-0.5310396164	-3.563322602	-0.8164295392	-1.289871775	0.2654652636	-0.6293937979	-0.2342239049	-0.7701355416	0.2933784504	-0.6469270281	0.03857106669	0.4406462731	-2.218814044
NC_004663.1	BT_0961	BT_0961	1175706	1176140	-	-0.7877502696	-0.434501446	-3.145314128	-0.8412574826	-1.260220174	0.3452511997	-0.6164338536	-0.0661826034	-0.9797857867	0.09338838016	-0.3691399409	0.1529933748	0.3976244754	-1.809620278
NC_004663.1	BT_0962	BT_0962	1176140	1177543	-	-0.9476106933	-0.3930264392	-3.003470215	-0.7648516769	-1.309605262	0.1817175106	-0.3006315693	-0.1962731367	-0.7919133421	-0.01689390775	-0.5472378903	0.06441183187	0.4402639571	-1.880299808
NC_004663.1	BT_0963	BT_0963	1177563	1179071	-	-0.9242044499	-0.3369115517	-3.062315395	-0.9520727508	-1.410401354	0.4773603719	0.1167759545	-0.1713339082	-0.2658135132	0.1667445512	0.2628591444	-0.02315205669	0.2692184202	-1.064634118
NC_004663.1	BT_0964	BT_0964	1179568	1181970	-	0.00670411072	-0.548831049	-0.7950171079	-0.2309141823	-0.3719676853	0.9601133398	-0.4677993872	-0.4347653585	-0.0608901747	0.9499034582	0.529794466	0.1740118909	0.8143582769	-2.436796603
NC_004663.1	BT_0965	BT_0965	1182131	1183105	-	-0.2484087166	-0.2499026501	-0.41959544	-0.1708439673	-0.260944954	0.4158743429	0.2745393776	0.03211656014	-0.4357896503	-0.01598792912	-0.4816749245	0.1275952912	0.9447712622	-0.9766004838
NC_004663.1	BT_0966	BT_0966	1183169	1183720	-	-0.311324238	-0.5117215022	-1.232187413	-0.3453214803	-0.492422521	1.149125279	-0.7190267056	0.3070228381	-0.6943570603	-0.001415312956	0.1775951989	-0.1950405363	0.4987348235	-1.849582858
NC_004663.1	BT_0968	BT_0968	1184080	1187214	-	-0.3349631698	-0.1128082765	-0.4591981332	-0.2117431206	-0.3170074324	0.4348556554	-1.401437504	-1.438784139	-1.417513606	-1.760117196	-1.310870839	-0.4527316317	-0.1725635149	-0.4064600804
NC_004663.1	BT_0969	BT_0969	1187356	1188444	-	-0.5405698405	-0.06997178317	-0.2062249574	-0.1433159513	-0.4807896363	-0.1612649561	0.2430415302	0.1677750255	0.06290649138	-0.09541797898	0.3564220815	-0.03650362152	0.1538114319	0.4945115924
NC_004663.1	BT_0970	BT_0970	1188745	1189365	+	-2.092429537	-0.1738184187	-3.749014393	-2.291184246	-1.171496484	0.4012791432	-1.178573729	-0.01770643187	0.7143016382	0.3783299011	-0.05349823584	-0.05171124165	-0.03687007873	-2.651383127
NC_004663.1	BT_0971	BT_0971	1189438	1190235	-	-0.1575871595	0.5786326819	0.6795166907	-0.00167924545	-0.2358478264	-0.8418942874	0.9063151186	0.482826495	0.7115131951	0.2512484224	0.5058666498	0.2712595108	0.8152762447	1.760183629
NC_004663.1	BT_0972	BT_0972	1190382	1191191	+	-0.1833013282	-0.1856827962	-0.8042939723	-0.4849152143	-0.1623228627	1.610489875	0.0218084178	0.2256779014	1.695646516	1.441916213	1.413203486	-0.1691705269	0.2611583313	-1.05848778
NC_004663.1	BT_0973	BT_0973	1191305	1192033	-	-0.2760090806	-0.6018965526	-2.597224245	-0.6156176609	-0.4824235116	1.534863963	-0.07810754445	-0.1742853123	0.3018539765	0.7161693914	0.9222634246	0.05194896462	-0.01098260109	-4.54852512
NC_004663.1	BT_0974	BT_0974	1192047	1192541	-	-0.5647005795	-0.9080813067	-2.647825518	-0.7216938343	-0.7524468746	1.435963978	0.1530460517	-0.1747109023	0.6149567422	0.6690199178	1.008732912	0.07487776476	0.04511658218	-5.228205612
NC_004663.1	BT_0975	BT_0975	1192543	1193310	-	-0.4398882054	-0.7606127705	-1.94512072	-0.8600763123	-0.8328082399	1.310442289	0.1838343668	-0.2076340227	1.055259458	0.7864061626	1.113767083	-0.005238348773	0.002404374101	-4.080623153
NC_004663.1	BT_0976	BT_0976	1193416	1194669	+	-0.3634564133	-0.1448192706	-1.122879733	-0.09703177956	-0.3879205966	0.9354812314	0.3051773348	0.05669210067	0.2593603445	0.4863561593	0.5734569931	0.1284793415	0.1536169282	-0.4092723664
NC_004663.1	BT_0977	BT_0977	1194776	1195027	-	0.5569985703	-0.5227850069	3.845135208	0.6796914084	0.8750255264	-2.648400162	-0.2756482213	0.5687283487	-3.202413805	-4.676076778	-2.121558128	0.07525111934	-0.07188582824	3.696030503
NC_004663.1	BT_0978	BT_0978	1195110	1195601	-	0.7074051533	-0.1628049967	3.253771804	1.457906309	1.186957931	-2.854121233	-0.03321448976	-0.6970968171	-2.475725652	-2.547093225	-1.418399933	-0.6559368948	-0.645567357	3.239316119
NC_004663.1	BT_0979	BT_0979	1195838	1198933	-	-0.2646584052	-0.1839666903	-0.1278495315	0.2111183096	-0.2475195719	0.05537508835	0.3276185466	-0.1443209831	0.500254062	0.3519285105	0.4262679866	0.01369160685	0.1826885948	-0.0883675597
NC_004663.1	BT_0980	BT_0980	1199001	1200683	-	0.1137124267	0.2190726994	0.7231979188	0.4768960881	0.1701287554	-0.3048001392	0.0379532013	0.309240292	-0.07974222495	-0.1944897326	-0.1653569108	0.03112563446	0.1465402581	0.8182005713
NC_004663.1	BT_0981	BT_0981	1200747	1205165	-	0.3191754018	0.6329064075	0.9000986699	0.5062352	0.6117924837	-0.2879441006	0.5547641166	0.4779776268	0.4898567894	0.3984731662	-0.1135230464	0.01323358125	0.3479109932	1.697132547
NC_004663.1	BT_0983	BT_0983	1205904	1208552	-	0.9791254219	-0.2640676914	1.398053716	-0.1802038941	-0.1794970597	0.4822084835	-0.944145102	-0.1785171576	-2.279266871	-1.629844134	-0.8602505713	-0.3487374575	-0.1908630338	0.2225786463
NC_004663.1	BT_0984	BT_0984	1208581	1210992	-	1.021940936	-0.1183062083	0.8641218765	-1.007438112	-0.6579535625	0.210459904	-1.266367806	-0.05300310873	-1.607059153	-2.76633344	-1.203745111	-0.1445289833	-0.4163360376	-0.5567489234
NC_004663.1	BT_0985	BT_0985	1211002	1212435	-	0.5887700644	-1.199637028	0.7208075688	-1.394356145	-0.7618319149	-0.1470524034	-1.704320732	-0.07156857788	-1.684045159	-1.539659794	-1.008511278	-0.3619215586	-0.602343727	-0.7325565363
NC_004663.1	BT_0986	BT_0986	1212438	1215755	-	0.7350525239	-1.1622064	-1.1668109	-1.206670691	-0.241669172	-0.006769238173	-1.545099571	0.09663255584	-2.204679313	-2.90222371	-0.9487250959	-0.002223146886	-0.3793826996	-1.760093079
NC_004663.1	BT_0987	BT_0987	1215879	1217393	-	0.9276014502	-0.9418542063	-1.811373015	-0.5250399142	0.04896206678	-0.1069109799	-1.611153534	0.106628923	-2.004302339	-3.173575645	-1.295320412	-0.06684429497	-0.205107213	-2.247491155
NC_004663.1	BT_0988	BT_0988	1217557	1220208	-	1.316060767	-2.341975648	-6.153679441	0.2438747126	0.3239040275	-1.115580045	-1.137816942	0.2068653088	-3.711989122	-4.914000761	-2.115004373	-0.06736950633	-0.1028744472	-2.09181888
NC_004663.1	BT_0989	BT_0989	1220329	1221696	-	0.05166279829	0.01136752148	-0.3714018199	0.006451401557	-0.005075971962	0.8000191953	0.3734749157	0.5199969014	-0.09751488589	0.04829998473	0.2189767747	0.1383559708	0.623976026	0.2577624177
NC_004663.1	BT_0990	BT_0990	1221693	1222379	-	-0.08350910807	0.02143432751	-0.4386528853	0.2065191086	-0.1080653495	0.01559215379	0.5370379876	0.4798192294	-0.4723357667	-0.3042389883	0.03868404593	0.04769855933	0.3671892761	0.7263660036
NC_004663.1	BT_0991	BT_0991	1222442	1222918	+	-0.3631422347	-0.3325048815	-0.9221787816	-0.2312298265	-0.1646553738	0.735948797	0.5708686758	0.4103661599	0.5282809937	0.7246820905	0.7209005715	0.06497807433	0.367036348	-0.7116046152
NC_004663.1	BT_0992	BT_0992	1222940	1225792	-	0.001894324694	0.01831066483	1.684290479	0.5110706723	0.4400641772	-1.551285826	0.6535554477	0.09078738726	-1.91028534	-1.72963337	-1.102882192	0.3619418704	-0.2096533729	0.9533149492
NC_004663.1	BT_0993	BT_0993	1225844	1229122	-	-0.03310555919	0.2490063007	1.532314823	0.592739397	-0.1066004667	-1.851025465	1.090076953	-0.4235680765	-1.474993552	-1.560448869	-0.5141675167	-0.01780956854	-0.4117621888	0.8945880418
NC_004663.1	BT_0994	BT_0994	1229478	1230977	+	0.1168161926	0.6965133932	0.7411938317	0.4921590899	0.3440703564	-0.7021728212	-0.4603340096	0.1365362243	0.7694142731	0.9458001721	-1.245045457	-0.003148143269	0.179867919	0.3560842428
NC_004663.1	BT_0995	BT_0995	1230974	1231819	-	-0.2662077827	-0.2549143318	-0.5606691208	0.1201799464	-0.2011048951	0.7328653856	0.4911788668	0.208837634	1.840843575	1.207617888	0.8895272355	-0.002248641985	0.4760808707	-0.6635109121
NC_004663.1	BT_0996	BT_0996	1232033	1236289	-	0.9612402112	0.4787064994	2.946788096	1.678377807	0.9760914182	-3.306765827	0.1136240156	-0.2250992271	-2.896645402	-2.881590511	-2.958892995	0.2276782991	-0.1025137743	1.780235673
NC_004663.1	BT_0997	BT_0997	1236402	1239023	-	0.3036300877	-0.1094319486	3.031465618	0.9806689502	0.5959753749	-3.22879172	-0.2235896712	-0.8124411613	-2.429029118	-2.058786187	-1.54609754	-0.01034220364	-1.077607547	1.921820958
NC_004663.1	BT_0998	BT_0998	1239321	1241753	+	-0.2925804746	-0.2867212009	-0.8543774157	-0.3402159658	-0.5000237614	1.24213723	-0.009122242433	-0.0532163732	0.8299082781	0.4133975828	0.256723827	0.07200844866	0.6111583713	-0.9677336332
NC_004663.1	BT_0999	BT_0999	1241793	1242338	+	-0.08023444114	-0.3574502754	-0.2553547986	0.0128136371	-0.1645098029	0.9447784886	0.1929153943	-0.6594942885	1.096936045	1.071867441	0.6784784198	-0.5985010965	0.1260613585	-0.9662882989
NC_004663.1	BT_1000	BT_1000	1242821	1245229	-	0.2678009156	0.119253211	0.006250255585	1.192777766	0.6980459149	-3.798165419	-0.111337453	-1.004449965	-3.982331322	-3.445923583	0.3075486143	0.03716563594	-0.2944243568	0.2661699919
NC_004663.1	BT_1001	BT_1001	1245435	1247624	-	0.7196036012	0.462465754	1.148771724	0.3363990401	0.2394930515	-0.7004056933	-0.6836906336	0.09567183083	-0.1471205558	-0.4692964887	0.08099821061	0.09895829309	-0.03184114454	0.2811201779
NC_004663.1	BT_1002	BT_1002	1247645	1249504	-	-0.5919070556	-0.7912917487	-0.1228810973	-0.3592642342	-0.988139701	-0.5993919971	-0.4600105492	0.4159533379	0.5790511424	0.3867058976	0.1724810638	0.2371171659	0.1096453469	-0.04634925851
NC_004663.1	BT_1003	BT_1003	1249524	1251620	-	-0.1355857894	-0.3241084969	-0.24116513	-0.6090149243	-0.09664231571	0.4045711277	-0.06409908287	0.2359701863	0.9347349855	0.7114533634	0.7221751381	0.05482206458	0.2965687545	-0.6695528513
NC_004663.1	BT_1004	BT_1004	1251756	1252529	-	-0.1459732581	-0.002493077121	-0.2207983854	0.1064022004	-0.1999241671	-0.06060137922	-0.3181621714	0.364677675	-0.08135318611	-0.4097845279	0.2925651322	-0.1155865364	0.3325248047	0.8102738393
NC_004663.1	BT_1006	BT_1006	1253227	1253955	-	0.4884634801	-0.04886119197	1.72249861	1.413230892	0.8955295807	-3.352691915	-0.4761845301	-0.3258053078	-3.539826818	-3.859509447	-3.401029158	0.1402810647	0.09950256271	2.500672574
NC_004663.1	BT_1007	BT_1007	1254189	1254980	-	-0.09117852755	-0.02720333294	-0.1867414042	0.06490047725	-0.03134427088	-0.1959838782	-0.02050740549	0.07378559917	-0.5667445287	-0.5333012027	-0.3247395631	-0.00743528734	0.3703220656	0.7455632814
NC_004663.1	BT_1008	BT_1008	1255047	1255835	-	1.246859984	-0.3689358006	1.06431014	1.535408181	1.234855493	-1.973589686	-0.06242029621	0.03311154796	-2.532689265	-3.339063757	-2.946216649	0.03126029383	0.3580444882	0.8263247758
NC_004663.1	BT_1009	BT_1009	1255841	1256779	-	1.049799463	-0.3248845766	1.513637552	1.675797113	1.345492499	-1.48072936	-0.04231249322	0.09985432175	-2.709187045	-2.834075852	-1.988059006	0.1603347771	0.3690099509	2.241466537
NC_004663.1	BT_1010	BT_1010	1257062	1259536	+	-0.09128283591	-0.05039721656	3.447080833	0.1940004264	-0.5930590813	-2.274032421	0.6184684339	-0.5349712648	-1.7398769	-1.493888738	-1.438959204	-0.9356397523	-0.4711802836	2.683991714
NC_004663.1	BT_1011	BT_1011	1259550	1260752	+	1.243608175	1.287269601	5.811710937	2.128926761	2.22398255	-3.227925703	-1.630172479	-0.2973836363	-2.402415717	-0.8672721332	-0.7398823112	-0.1721120398	-0.2340641124	3.758922036
NC_004663.1	BT_1012	BT_1012	1260789	1262240	+	1.10959598	0.9815231686	4.703244981	1.283942938	0.9318579126	-1.632884623	0.6330900771	-0.4419361587	-1.63855753	0.2328550625	-0.3305933589	0.05710274634	-0.2152431499	3.199978643
NC_004663.1	BT_1013	BT_1013	1262233	1266105	+	0.8837568151	-0.09570409576	3.751516963	0.9453874229	0.9025725134	-1.930754684	-0.09418246429	-0.08033331505	-1.273140477	-2.075128993	-1.389873488	-0.2824489151	-0.5077129351	2.216802993
NC_004663.1	BT_1014	BT_1014	1266184	1267704	-	1.647709427	0.5959469317	1.674885093	0.1963155151	1.100896425	-1.258712234	-0.1111108316	0.3514921565	-1.658827781	-1.895726888	-1.129022658	-0.1897933435	-0.5075436605	1.259415143
NC_004663.1	BT_1015	BT_1015	1268256	1269143	+	-0.2491438068	0.02381962104	-0.4071629027	-0.0802599368	-0.2060243443	-0.02339140529	0.2002334088	0.1808080749	0.6040937335	0.2876668846	0.462058065	-0.06906307395	0.3173877475	-0.540781654
NC_004663.1	BT_1016	BT_1016	1269131	1269913	-	0.7313697566	0.08940259274	2.136096788	1.559887511	1.043479362	-3.348403778	-0.7799495161	-0.05626945292	-2.940284575	-3.695386282	-3.438590474	-0.1128300471	-0.2016705792	2.171512747
NC_004663.1	BT_1017	BT_1017	1270084	1272045	-	-0.2822502892	-0.08321918148	-0.005469110109	0.07357885525	-0.07009604527	-0.3662995835	-0.260171132	0.01307020618	-1.109469538	-1.02435671	-0.896896942	-0.03064537584	0.04844848473	-0.1487406594
NC_004663.1	BT_1018	BT_1018	1272083	1273420	-	-0.1973264335	-0.1373350321	-0.2337847282	0.1089765621	-0.1014432267	0.0007555703706	-0.2980585623	0.2154844812	-0.545898659	-0.1164502181	-0.1948772798	0.1890659581	0.216839633	0.02190643544
NC_004663.1	BT_1019	BT_1019	1273457	1276228	-	-0.4343173488	-0.01530045362	0.1341206451	0.1985035047	-0.06202959502	-0.4842118556	-0.06953043648	-0.1301080943	-0.3317491632	-0.7559077663	-0.4314984977	0.04238621818	0.06634647409	0.2791148854
NC_004663.1	BT_1020	BT_1020	1276351	1279680	-	0.7443059372	0.0146792254	1.789427848	0.9732932089	0.5784224526	-2.036424558	-0.4232416468	-0.696278964	-1.503207085	-2.203798645	-1.383889836	-0.1405585379	-0.5316736301	1.018008697
NC_004663.1	BT_1021	BT_1021	1279732	1280583	-	0.58324872	-0.4722090626	1.629003946	1.003506665	0.2058567717	-2.256334573	-0.06502728637	-0.8991529937	-3.010179243	-2.104617745	-1.659731035	-0.1714290572	-0.1350980049	0.9850431415
NC_004663.1	BT_1022	BT_1022	1280905	1281573	-	0.3176822481	0.08804701178	1.075127695	1.197643949	0.2972012689	-2.848914222	-0.2056042227	-0.4046212324	-3.121286731	-2.885339397	-1.857940263	-0.1529390809	-0.3591958177	1.457148384
NC_004663.1	BT_1023	BT_1023	1281647	1283386	-	0.219507525	-0.2623888717	1.457173073	1.043104844	0.3402295181	-2.153110921	-0.4262010041	-0.6148331511	-2.184363702	-2.349168925	-1.749858868	-0.2739139967	-0.130806822	1.147726407
NC_004663.1	BT_1024	BT_1024	1283613	1285910	-	0.4874060062	-0.2196477276	1.983641824	1.128000446	0.5696216031	-2.633208401	0.2396353274	-0.1808832499	-1.887407855	-1.933971686	-1.645508216	0.2957027902	-0.1808141318	1.469798038
NC_004663.1	BT_1025	BT_1025	1285897	1289205	-	0.7037630408	-0.0964964272	2.480818104	1.378908382	1.041593768	-2.572669054	0.1191289627	-0.3788116974	-2.168953064	-2.538526275	-1.749953327	0.1028267314	-0.5332732193	1.52900447
NC_004663.1	BT_1026	BT_1026	1289238	1290683	-	-0.08876512026	0.3133541332	2.702527132	0.682664758	1.159406817	-1.344190257	1.272233	-0.6052355277	-1.565242417	-1.798079587	-1.698061473	0.4663606678	-0.1155462303	2.230076764
NC_004663.1	BT_1028	BT_1028	1291332	1293506	-	-0.20338217	0.1860242791	2.435315506	0.6527953999	-0.04166484586	-2.542530163	0.5214388018	-0.4742945936	-1.623654631	-2.142414052	-1.630390955	-0.05968346038	-0.3131155056	1.200680257
NC_004663.1	BT_1029	BT_1029	1293560	1296868	-	-0.06431084333	0.511682252	2.966718221	1.253113657	0.3978829797	-2.44177395	0.925686829	0.1078169567	-1.858684651	-1.688426899	-1.249107277	0.09198126558	-0.1820710518	1.909590091
NC_004663.1	BT_1030	BT_1030	1296898	1298373	-	0.5784471655	0.6060778553	3.464378082	1.536194808	0.4004899672	-2.884262131	0.6174024159	-0.06333942819	-3.005917589	-2.929276237	-1.697600985	-0.1525427467	-0.2994010628	2.665237029
NC_004663.1	BT_1031	BT_1031	1298901	1299794	-	0.2222876586	-0.7860605531	1.804518175	1.610749842	0.4351940031	-2.6937934	1.540358158	-0.0181897974	-1.95313303	-2.374165292	-0.5391398721	0.398533573	0.286873174	1.206417139
NC_004663.1	BT_1032	BT_1032	1300094	1302364	-	-0.04581625868	0.08672415585	1.874840582	0.4455431115	0.1127211245	-1.09684808	-0.3250627982	0.237500068	-0.2838377626	-0.5359248679	-0.8609981485	0.08749979267	0.4009154572	2.166787864
NC_004663.1	BT_1033	BT_1033	1302372	1303340	-	-0.1562630722	0.1064633758	1.798044686	0.2790040491	0.1807071092	-1.536586402	0.05174048723	0.2335951258	-0.3983823929	-0.8857350775	-0.8603785013	0.03397609916	0.3322618329	2.147124048
NC_004663.1	BT_1034	BT_1034	1303393	1304724	-	0.4550368606	1.258354157	5.103642009	1.86936092	1.722946232	-0.6683330231	0.3163207754	0.4322234405	3.011500664	1.430283385	-0.3043630928	-0.3958865598	-0.2255299582	5.670162622
NC_004663.1	BT_1035	BT_1035	1304823	1307027	-	0.3060139249	0.3992750043	4.097211907	0.7815207147	0.7735063262	-0.3506978657	1.05924455	-0.03851169565	2.873282076	2.052766664	0.5809012514	0.2734099901	0.5388286007	2.941544706
NC_004663.1	BT_1036	BT_1036	1307194	1308543	-	0.0730755695	0.6131490566	7.480359743	0.8173251544	0.7529740552	-0.4208067716	0.1087190481	-0.6997246905	2.448570059	1.145663053	0.7828515527	0.3155310593	0.5488820356	5.559443681
NC_004663.1	BT_1037	BT_1037	1308560	1309747	-	0.7974806132	0.9641975757	8.405581695	1.559247624	1.693446369	-0.4148908332	0.3237445887	-0.5281731796	2.509144584	1.174877237	0.540617505	0.2896912695	0.5960653707	6.397804604
NC_004663.1	BT_1038	BT_1038	1309791	1310813	-	0.05404570105	0.8507483968	8.059142872	1.124991754	1.113510466	-0.6012775956	0.2457231998	-0.9313782022	2.74756964	1.348203967	0.5504587503	-0.05611593727	0.4353084627	5.865033572
NC_004663.1	BT_1039	BT_1039	1310840	1312423	-	0.1208060992	0.5821774643	8.296084791	1.048956379	1.37591621	-0.2074917928	0.4975444351	-0.8365544141	2.732142074	1.471070273	0.6315928209	0.1155517806	0.3464965003	6.254833772
NC_004663.1	BT_1040	BT_1040	1312432	1315194	-	0.3001023528	1.102484628	8.848917271	1.345596353	1.544827914	0.01112884998	0.6549351423	-0.9295099028	3.549939271	1.889301334	1.049275949	0.2415048218	0.3363903153	6.781997082
NC_004663.1	BT_1041	BT_1041	1315995	1317236	-	0.1770497869	-0.3889371268	-0.7413959089	0.6364668258	0.2453163704	-0.7367002389	0.3649803102	0.04109372022	-1.12561441	-1.13057114	-0.3002615753	-0.0254933785	0.1630111095	-0.1137525821
NC_004663.1	BT_1042	BT_1042	1317605	1320898	+	0.3241281178	1.114064661	7.762290651	1.394678757	1.770603733	-0.5177387439	0.2603546648	-0.4163416031	3.67252392	2.688532647	0.6885550802	0.09394362686	0.1618762158	6.652040623
NC_004663.1	BT_1043	BT_1043	1320919	1322559	+	-0.002494457982	0.6482256632	7.145794414	1.279489858	1.37211021	-0.8021583072	0.1281547163	-0.3634995406	2.400902336	2.450628341	0.9879503174	-0.04404803582	0.4493536652	5.882861731
NC_004663.1	BT_1044	BT_1044	1322591	1323685	+	0.5540321927	0.9371322708	7.030591267	1.032007851	1.254392881	-0.6516416877	0.2861570187	-0.4661191339	2.546365516	2.448494605	0.8635788172	0.1202070706	0.6360237649	5.702127543
NC_004663.1	BT_1045	BT_1045	1323695	1324885	+	0.1469174852	0.7314591709	6.569325408	0.8334356921	1.213504935	-1.435537894	0.2900876692	-1.024155772	1.759765886	1.752527091	-0.01737905896	-0.2013757798	0.13150438	5.379980848
NC_004663.1	BT_1046	BT_1046	1325075	1327897	+	0.2042735625	0.9959646803	7.35937334	1.245786732	1.686389053	0.7920436813	-0.01037198792	0.1209105267	3.632684714	2.463994535	1.146531881	0.04336027269	0.6514742733	6.978101746
NC_004663.1	BT_1047	BT_1047	1327916	1329460	+	0.5932168485	1.083629159	7.107570332	1.258326245	1.704106558	0.8611167771	0.2611118688	-0.2474073963	2.597139925	1.825927672	0.2409283828	-0.3858003901	0.542185058	6.561034123
NC_004663.1	BT_1048	BT_1048	1329485	1330612	+	-0.1513193709	0.6552242403	6.47313516	0.7314980163	0.9705600027	-0.4706920571	-0.2244261035	-0.4487406303	1.982297543	1.605521504	-0.4857568604	-0.01147632878	-1.094941642	5.656894243
NC_004663.1	BT_1049	BT_1049	1330619	1331800	+	0.5617113048	0.8365975594	6.404366761	1.025918388	0.5934033721	-0.7755190356	-0.6970075111	-1.551506652	1.015307567	1.210107551	-1.14141987	-1.398065864	-0.06769928498	5.693538051
NC_004663.1	BT_1050	BT_1050	1331829	1332734	+	0.809853768	1.122313479	6.767792312	1.263465062	1.4879974	0.03436182881	-0.5844029465	-0.965469558	1.598739576	0.9055368024	-0.05762301851	0.1695327774	0.6136889798	6.693511389
NC_004663.1	BT_1051	BT_1051	1332865	1335186	+	0.08985521111	0.8741188132	1.359878266	0.7492134464	0.3593549108	-0.5312067522	-0.5433295124	-0.2320573885	-1.577115433	-1.472136667	-1.072104274	-0.1468546023	-0.08696612876	1.384900095
NC_004663.1	BT_1052	BT_1052	1335246	1336238	-	-0.2609676962	-0.017845642	-0.01534395057	-0.1477031785	-0.286698486	-0.7344361009	0.1413640975	0.2547399139	3.109236477	1.014954845	0.1203504894	0.03409417301	0.3324517598	-0.155589916
NC_004663.1	BT_1053	BT_1053	1336402	1337010	+	-0.1739899123	0.2571950281	0.3915342298	0.2938329169	-0.1864889585	0.1399213372	0.2034311774	0.1683604624	-0.125888062	0.2960159545	0.2159392934	-0.1466887423	0.2555542646	0.1913522778
NC_004663.1	BT_1054	BT_1054	1337030	1340203	+	-0.07709473287	0.1153264832	0.3374802872	-0.2124350733	-0.2083479973	0.4012535905	-0.6846472957	-0.2533614659	-0.358434122	0.3671262803	0.02153750911	-0.2410643379	0.3247097775	-1.172647199
NC_004663.1	BT_1055	BT_1055	1340203	1340829	+	-0.2200159163	-0.1360166273	0.08107543125	-0.3567324929	-0.3433826283	0.2649136348	-1.567812921	-0.2579998607	-0.5190253441	0.1462200005	-0.3812435012	-0.353467224	-0.108315686	-1.398789677
NC_004663.1	BT_1056	BT_1056	1340826	1341635	+	-0.08086859287	-0.02974143546	0.2523800774	-0.1851056073	-0.2803149213	0.231360238	-1.526740186	-0.1988623696	-0.6143314295	0.05580489011	-0.4894576337	-0.1790007108	0.2017697769	-0.4598680018
NC_004663.1	BT_1057	BT_1057	1341671	1344535	+	-0.1012391908	0.04322393452	0.8554039977	-0.06850828505	-0.2648609945	0.02553326253	-1.824660109	-0.4226228805	-0.9074559668	-0.04758335254	-0.6800707002	-0.4180284107	-0.03860890094	-0.3647468178
