Sequence name	locus tag	Name	Start	End	Strand	L Arabinose R1	L Arabinose R2	D Maltose monohydrate R1	D Maltose monohydrate R2	Mucin from porcine stomach R1	Mucin from porcine stomach R2	N Acetyl D Glucosamine R1	N Acetyl D Glucosamine R2	D Xylose R1	D Xylose R2	Glucose R1	Glucose R2	28°C R1	28°C R2	42°C R1	42°C R2	Aerobic shaking R1	Aerobic shaking R2	Bile salts R1	Bile salts R2	Deoxycholic acid R1	Deoxycholic acid R2	Gentamicin R1	Gentamicin R2	Peroxide R1	Peroxide R2	pH 6 R1	pH 6 R2	Starvation R1	Starvation R2	Control for TYG growth R1	Control for TYG growth R2
NC_004663.1	BT_0218	BT_0218	240357	240821	-	24.12474936	25.3773639	15.9002236	13.61768372	49.94839393	36.69680148	39.27676134	35.89001108	36.49468068	35.91605682	17.94420622	17.30732501	4.728323078	3.177440411	26.52877475	19.93493592	36.7840197	31.58915802	10.57108757	9.122101462	7.857225442	5.101605371	6.70121984	7.892079759	30.26400248	31.43607819	29.15232953	25.63290321	95.69507906	109.2675824	27.17877966	31.21129393
NC_004663.1	BT_0219	BT_0219	240836	241135	-	10.45870637	11.14128171	8.689136277	7.80809169	25.66518265	20.33970004	21.44165336	20.62526953	18.33240953	18.48029769	8.453484432	8.96272188	2.101476923	1.561792744	16.40283618	9.482938265	24.11539753	20.81168058	5.383424226	3.925967718	2.844857488	2.650184609	2.991616	2.132994529	18.79719185	18.84709317	18.19530362	15.66819403	51.7232607	59.91438069	18.09659394	20.02901629
NC_004663.1	BT_0221	BT_0221	241657	242916	+	34.86235456	31.44317283	39.63858559	36.80957511	34.54928434	28.51825076	49.50354071	48.65317292	31.43306413	30.37196751	41.43763228	40.28073856	38.35195385	37.33492483	31.26605596	31.70208559	24.56555162	24.09447543	66.47305414	69.16631362	31.45148	38.62644067	50.61814272	47.56577801	33.82447336	30.7083912	38.8476373	47.0045821	42.63293287	46.44210752	33.21097763	32.13135475
NC_004663.1	BT_0222	BT_0222	242935	243960	+	38.99935397	35.21882941	38.33969409	36.11242407	36.27674856	36.69680148	45.79818587	44.67106643	37.5580455	33.22436129	38.89640076	39.35356044	22.85356154	26.33505696	19.60050099	22.77289554	17.37916315	19.32513197	31.12598007	37.87404151	26.34879911	31.86846992	29.67683072	28.15552779	21.04866609	21.24846026	27.69139274	27.53406483	30.58296341	30.5326392	20.73991665	21.58604229
NC_004663.1	BT_0223	BT_0223	244031	244723	+	23.14860343	27.3580362	26.64967054	28.39728585	21.9141175	17.28163325	24.85057982	26.54737662	26.41398217	25.028751	27.2793424	29.8757396	11.71573385	15.13323314	12.13928309	14.88198341	9.967697646	14.8035466	12.43081594	14.31823521	14.29202214	19.87638456	20.941312	15.57086006	10.73377251	11.78852932	13.14843109	14.51001512	22.76105342	26.0644481	10.36995832	10.75763419
NC_004663.1	BT_0224	BT_0224	244852	245256	-	47.50576849	50.69283179	80.8000095	78.35977732	110.212217	107.3879268	59.82912954	52.12475294	36.53721527	33.22436129	102.0122937	99.87768808	63.93743539	63.06411392	2.250208573	2.214992879	2.18646271	3.035036751	27.70016465	19.09098028	57.03261916	47.30579526	14.12042752	12.79796718	3.403391283	3.711203675	6.308590673	4.589010805	22.90198873	29.58484108	4.202205333	4.883399731
NC_004663.1	BT_0225	BT_0225	245298	245891	-	78.83540445	91.172822	138.3991294	136.3162674	169.4889178	191.0224976	101.1808896	98.17424085	65.80101517	63.19458319	170.8329921	168.3343397	102.7622216	100.1701553	7.461217899	7.337163913	11.51108309	13.06923989	38.46701311	36.02652729	86.56494927	77.45164518	21.77896448	22.39644256	11.30973103	10.91530493	21.44920829	20.97833511	52.35746962	55.92008864	11.86106344	12.31466019
NC_004663.1	BT_0226	BT_0226	245914	246459	-	61.82257543	84.42615697	86.53304787	90.02543812	128.1778449	166.6290811	72.7237644	68.30844215	58.99548031	66.61611657	141.6866225	113.8368699	70.76723539	71.57319163	4.678065191	6.644978638	5.33754132	4.769343466	33.76875196	29.7911668	75.86286634	67.77847136	17.71036672	23.67623928	7.173301627	5.603189863	8.699214506	10.35805296	29.45548089	26.33524756	5.151090409	6.369651823
NC_004663.1	BT_0227	BT_0227	246480	247109	-	932.1263948	1109.981138	1267.135847	1277.180712	1453.504844	1204.024901	901.1917027	791.6734024	858.3906187	787.0196343	1634.530484	1629.773105	860.0819678	815.4173773	59.80817523	48.1068766	43.79356192	42.86215167	496.2538332	369.0409655	1002.338121	831.5616755	197.0876621	212.3396054	53.7212224	52.17515755	96.28901553	102.5316128	216.5471119	246.2244097	49.00313639	50.88644067
NC_004663.1	BT_0228	BT_0228	247354	249387	-	0.6972470913	0.6189600951	0.895787245	0.6971510438	0.7896979278	1.20900315	1.136308819	0.8678950049	0.7656226716	0.6427929632	0.9335136182	0.8241583338	0.6829800001	0.9693885999	0.769808196	1.049814333	0.5225002798	0.5574557299	0.5057156091	0.6928178326	0.745081723	1.192583074	0.77782016	0.4265989059	0.471238793	0.4366121971	1.01822867	0.4589010805	0.1409353153	0.3384993259	0.6777750538	0.6369651823
NC_004663.1	BT_0229	BT_0229	249577	250602	-	0.1859325577	0.5570640856	0.358314898	0.37181389	0.7896979278	0.7822961556	0.39523785	0.5615791208	0.638018893	0.4419201622	0.3111712061	0.6696286462	0.2101476923	0.3231295333	0.4737281206	0.4845296924	0.3376155654	0.4955162043	0.5872826428	0.2309392775	0.4741429146	0.6625461521	0.2991616	0.4265989059	0.6806782565	0.8004556947	0.5312497408	0.5900156749	0.07046765763	0.6092987866	0.3388875269	0.990834728
NC_004663.1	BT_0230	BT_0230	250714	252072	-	0.9761459278	1.23792019	0.8062085205	0.6041975713	0.5429173254	0.6400604909	1.482141937	0.7147370628	0.8506918574	1.325760487	1.140961089	1.081707813	1.313423077	1.777212433	0.2368640603	0.6368104528	0.514461814	0.4335766788	1.076684845	1.616574943	1.490163446	1.126328459	1.1966464	1.493096171	0.7853979883	0.2910747981	0.5312497408	0.7211302693	0.07046765763	0.3384993259	0.7455525591	0.7077390914
NC_004663.1	BT_0231	BT_0231	252110	252481	-	1.952291856	1.733088266	1.074944694	1.11544167	0.7403418073	0.4267069939	1.432737206	1.072105594	1.573779936	1.245411366	1.503994163	1.596806772	1.208349231	1.4540829	0.769808196	0.6229667473	0.1286154535	0.4955162043	1.076684845	1.732044581	1.354694042	1.192583074	0.8376524799	1.279796718	0.471238793	0.4366121971	0.4648435232	0.327786486	0.2818706305	0.744698517	0.2711100215	0.495417364
NC_004663.1	BT_0232	BT_0232	252590	253357	-	4.415898245	3.961344608	3.762306429	2.97451112	4.639475326	2.915831125	4.989877856	4.084211788	4.083320915	5.021820025	4.719429959	4.841930211	2.574309231	3.177440411	2.190992558	2.422648462	1.999970302	2.236705089	3.523695857	3.002210608	3.928612721	2.650184609	2.87195136	3.6260907	1.570795977	2.474135784	2.921873575	1.507817836	1.973094414	1.557096899	2.439990194	1.981669456
NC_004663.1	BT_0233	BT_0233	253724	254845	-	4.973695918	6.003912922	9.450555435	10.31783545	4.244626362	3.98259861	7.50951915	6.892107392	6.592861894	6.588627873	9.646307388	9.529330735	5.568913847	5.600911911	16.46205219	19.31196917	17.69534281	17.03336952	7.341033036	8.42928363	7.857225442	8.679354593	9.214177279	7.465480853	15.23672097	15.86357649	13.28124352	11.99698539	4.087124143	3.65579272	17.07993135	15.99490347
NC_004663.1	BT_0234	BT_0234	254974	255924	-	3.253819759	3.094800475	7.793349032	5.856068768	2.221025422	1.991299305	5.5333299	4.645790908	3.402767429	4.218328821	5.860391048	6.026657816	5.673987693	6.516445588	15.39616392	16.88932071	13.18308398	14.92742565	7.732554797	7.274587242	6.16385789	7.089243828	9.333841919	11.51817046	13.45648553	11.86129802	12.55077513	11.40696971	2.748238648	3.452693124	12.74217101	12.73930365
NC_004663.1	BT_0235	BT_0235	256382	257509	+	0.4183482548	0.4332720665	0.358314898	0.6041975713	0.4935612049	0.2844713293	0.9386898937	0.9700002996	0.4678805215	0.5624438428	0.4148949414	0.4635890628	1.103275385	1.130953367	2.072560528	2.076555824	2.636616797	2.415641496	0.4894022024	0.2309392775	0.4064082125	0.4637823065	1.31631104	1.279796718	2.094394635	1.746448788	1.925780311	2.163390808	0.2114029729	0.3384993259	2.033325161	2.193991183
NC_004663.1	BT_0236	BT_0236	257778	259826	-	258.07439	267.236021	245.80402	241.6325518	156.1627652	141.0266615	220.7403392	227.7458598	214.5444864	216.8221014	308.6818364	281.3470512	222.4938693	233.6226526	33.51626453	32.96532371	38.90617468	35.61522718	189.2028914	173.2333256	372.6085962	356.1848114	193.5575552	168.2932684	44.19172681	40.89600913	65.14449947	62.54166154	49.25689268	58.08648433	45.00426357	40.55344994
NC_004663.1	BT_0237	BT_0237	259935	262022	-	388.087731	428.3513338	362.2563619	375.3925987	256.0595531	210.5799015	363.9646551	368.7022191	316.5424401	313.964188	465.3046768	450.4540393	326.9898093	345.9101654	82.78398908	90.74548953	80.7705048	78.64255093	303.6251264	293.8702306	531.7174114	511.3531202	359.9512371	306.1913647	80.16295467	83.17462355	109.3710404	112.2340928	106.9699043	116.3760682	77.74079867	77.14356096
NC_004663.1	BT_0238	BT_0238	262126	263370	-	71.02623703	77.74138794	66.69136039	71.43474362	76.79812348	71.61565715	73.81066848	76.8852869	60.44165646	61.82864815	89.46172175	82.36432349	63.56967693	65.97227972	37.77981762	35.16301196	27.90955341	27.37727029	100.4253319	105.1928409	82.90727535	75.3314975	67.49085696	63.98983588	22.04350354	25.68735093	33.73435854	33.76200806	33.2607344	33.17293394	23.17990684	25.19551165
NC_004663.1	BT_0239	BT_0239	263528	264262	+	147.0726531	184.6976924	117.5272865	121.7225722	118.5040453	92.09759286	187.3921456	161.5378694	123.8181998	137.3166468	176.1229026	172.0945621	272.1937985	247.3556577	192.9849931	157.1260574	143.9206925	143.7616388	695.2447687	679.885233	230.9075994	216.1888094	224.8498585	230.416734	174.4107133	160.0183702	175.3788207	199.4252981	58.06534989	64.72107111	148.6360693	162.0722519
NC_004663.1	BT_0240	BT_0240	264306	266060	+	46.94797081	51.99264799	37.08559194	33.13791295	29.41624781	23.96670949	38.28866672	32.87790489	40.5780016	39.21037075	55.59592215	53.05519274	67.35233539	65.81071495	43.49416307	37.93175306	26.30186024	21.05943868	262.1475906	319.1580815	83.51688767	75.3314975	73.53392128	69.96222056	25.97049348	23.50428994	26.36326839	31.53305996	42.9148035	37.77652477	21.14658168	24.48777256
NC_004663.1	BT_0241	BT_0241	266226	266609	+	874.4408187	928.8115186	878.0058682	843.5992397	896.2084358	689.4162666	933.1071591	917.9776519	904.9659979	920.2384759	993.7771085	893.5421635	299.82822	299.2179478	81.83653283	73.3024206	244.9481312	278.2942882	265.4517546	249.9917679	211.5354746	194.2585318	245.7313382	255.3194452	144.9844686	133.7488697	60.23043937	69.16294855	3032.223308	2956.588512	122.2706197	136.9475142
NC_004663.1	BT_0242	BT_0242	266639	267115	+	386.6467537	396.5058369	379.0523727	354.9428347	390.1601324	326.3597325	404.4765347	397.2917016	401.5690913	417.8957752	436.0545834	371.3863492	136.3858523	129.6826527	43.16847499	33.5017673	129.2585308	127.5954226	131.7470729	96.41714837	105.1919923	88.71492977	120.5621248	108.8064209	75.18876741	74.587917	35.85935751	33.95867995	1627.521021	1674.556165	66.08306774	73.60486551
NC_004663.1	BT_0243	BT_0243	267194	268021	-	40.30088188	40.41809421	40.2208473	38.90102824	31.48920487	25.46018397	37.59700048	39.87211758	39.21689462	40.53613124	43.14907391	44.50455003	44.97160616	47.0153471	44.53044334	42.15408324	28.93847704	28.05860507	38.95641531	36.83481477	41.04722946	36.30752914	40.32698368	38.82050044	30.36872221	29.18024851	29.48436062	29.82857023	54.68290232	59.1019823	26.02656206	31.98980693
NC_004663.1	BT_0244	BT_0244	268072	269322	+	68.33021494	72.54212314	71.34945406	64.04494255	63.27454646	54.90296655	78.35590376	75.30265483	68.94857504	70.46617859	72.29544354	74.53481931	56.52972924	59.1327046	159.3601659	158.9257391	148.6151565	167.6702956	55.10668799	53.11603383	50.73329186	46.84201296	78.6795008	89.37247078	174.8819521	177.5556268	227.2610499	207.9477467	69.26970745	65.26267004	176.6959565	182.3843639
NC_004663.1	BT_0245	BT_0245	269319	272183	+	110.8855291	105.8421763	127.3585516	114.2862944	77.5878214	71.18895016	130.3790858	131.3839879	108.5057464	100.3560514	125.401996	124.9372524	109.95978	111.4258341	320.7139376	301.7927798	365.3965034	363.8947125	102.2034933	101.0359339	83.44915297	89.64249438	147.8456627	141.2042378	337.3546159	427.0067288	533.5075522	434.5793232	72.65215502	66.95516667	424.6938487	407.0915254
NC_004663.1	BT_0246	BT_0246	272167	273333	-	34.81587142	39.86103012	32.20355146	38.06444699	52.2681316	51.4893106	48.51544609	53.75843765	27.60495077	30.97458591	40.19294745	47.08004482	22.69595077	23.69616578	5.329441357	5.606700726	6.044926315	3.902190109	22.80614263	22.51657956	26.75520732	32.86228915	23.932928	19.62354967	4.136429405	5.312115065	9.761713988	8.260219448	20.36515306	24.71045079	6.913305548	5.449591004
NC_004663.1	BT_0247	BT_0247	273387	273965	-	31.19018655	33.79522119	26.29135564	28.49023932	42.69304422	36.98127281	42.24104522	41.91422347	27.90269292	28.44358862	39.57060504	35.07823908	26.11085077	25.31181344	9.060050306	7.544819496	9.324620379	10.09614266	25.6446754	27.01989547	28.44857488	31.42677248	24.71074816	20.26344803	8.901177201	9.168856139	12.41796269	14.81594917	15.43241702	16.31566751	7.658858108	8.846738643
NC_004663.1	BT_0248	BT_0248	273972	274481	-	36.07091619	37.01381368	29.20266419	34.06744767	60.06639863	51.41819277	48.91068394	46.61106703	37.13269957	30.05057103	40.71156613	40.28073856	29.05291847	30.58959582	16.16597212	21.31930646	15.81970078	13.50281657	23.19766439	29.90663644	31.76757528	34.8499276	27.58269952	21.7565442	11.78096982	15.2814269	22.57811399	20.06053295	14.3049345	12.38907533	19.51992155	15.57026001
NC_004663.1	BT_0249	BT_0249	274551	275453	-	127.1313863	142.2989259	105.7476843	104.5726566	176.9416919	186.613192	146.4850281	144.325834	140.9596408	134.464253	132.092177	127.4869923	142.05984	142.9309636	117.0700618	127.154435	152.2806969	156.6450601	81.43652647	90.41272715	104.8533188	104.5497828	125.647872	120.7274904	145.9793061	142.0445015	154.6600808	162.1887533	121.2748388	129.9837411	136.0294533	140.0615662
NC_004663.1	BT_0250	BT_0250	275479	276816	-	102.5882887	120.6353225	110.047463	100.3432736	80.59854475	79.22526521	107.9987425	106.9042435	97.36168307	99.15081457	138.6786342	129.083799	130.5542539	134.8527252	79.52710825	75.93272465	80.83481253	94.02419977	113.8349523	115.1232298	118.8744022	113.7591743	164.359383	147.1766225	92.93876195	89.28719431	112.4921326	106.3667147	66.87380709	64.24717206	81.12967394	85.21178661
NC_004663.1	BT_0251	BT_0251	276813	277556	-	103.5179515	129.7340359	106.329946	100.7615642	78.7723683	74.60260611	103.305293	107.2616121	89.91812932	89.18752364	127.4764708	121.7178839	163.6525154	168.942891	94.92327217	107.9116843	97.10466739	113.3493317	221.3076759	225.5122045	146.1037524	146.6877181	192.0019149	204.7674748	127.7580728	104.5686212	120.6600974	149.1428511	59.61563836	56.59708729	93.19406989	102.3390726
NC_004663.1	BT_0252	BT_0252	277801	281184	+	218.8891035	216.0170732	195.7743024	193.66856	100.9826225	90.10629356	176.7207237	189.4053217	186.3015168	181.0667428	221.7094843	228.497898	325.0459431	314.8358753	252.8523844	287.7414187	207.7139574	222.4248362	213.9666429	207.2680016	249.0604996	256.0740878	259.0739456	247.6406649	230.1216106	240.718858	193.2420932	217.3879975	129.9423607	116.3760682	230.9179608	216.0727446
NC_004663.1	BT_0253	BT_0253	281298	282143	+	22.26542378	20.92085121	23.0217322	18.54421776	17.57077889	16.85492626	19.46546411	17.97053187	22.71347259	23.90386332	20.84847081	18.80111199	25.32279693	23.64231085	24.66347028	19.51962475	19.48524121	18.82961576	31.90902359	30.25304536	30.07420773	28.42322993	21.77896448	24.10283818	17.33111561	14.9903521	17.53124145	19.99497565	59.33376773	52.26429592	16.53771131	16.49032083
NC_004663.1	BT_0254	BT_0254	282585	284447	-	50.20179057	56.41821266	52.4483432	56.42275781	32.62439564	23.46888467	60.22436739	59.06791298	46.57537919	52.84963394	65.26816047	66.96286462	96.61540155	92.68432114	47.99458022	56.17083505	44.951101	43.35766788	108.5689846	121.8204689	79.08026469	80.30059364	73.95274752	57.91080147	43.64194822	44.27975366	52.39450569	54.11754884	20.36515306	20.34380949	44.05537849	47.17081044
NC_004663.1	BT_0255	BT_0255	284532	284756	-	17.05931217	18.13553079	28.57561312	29.00148342	39.78103311	32.14526021	24.55415143	23.58632307	21.01208888	23.2208958	21.47081322	20.60395835	18.80821846	18.25681863	33.04253641	31.90974117	59.03449316	40.19875207	14.48630519	13.3944781	19.03345129	16.82867226	26.6253824	16.63735733	29.21680517	38.93125424	54.91794196	48.38128534	186.4574221	202.7610962	37.41318297	44.30446712
NC_004663.1	BT_0256	BT_0256	284756	285073	-	82.18219049	92.41074219	158.8678679	161.9249491	204.6798317	153.2589287	137.2957481	131.6647775	108.1229351	107.3062503	97.03355443	112.6521423	91.09902463	98.1775232	155.7381196	146.5356227	264.047526	187.1812462	81.04500471	84.63924521	96.65741988	94.0815536	138.0929946	86.81287735	118.3332969	168.5323081	240.9217575	231.6794883	704.747044	742.3967216	173.8493013	180.3319205
NC_004663.1	BT_0257	BT_0257	285198	288110	-	112.7216131	120.3258425	102.7020076	95.60264647	62.78098526	52.62719592	159.1820441	165.0532089	103.4866644	101.5211136	119.4378813	125.8386756	205.6820539	208.3646941	292.5863305	308.2993214	285.011845	308.4588372	78.70340341	86.14035052	75.93060104	85.67825991	123.0501521	112.6221112	308.9232087	329.4239027	356.9002165	349.3548368	53.41448448	55.92008864	330.9575588	334.5482685
NC_004663.1	BT_0258	BT_0258	288339	290330	-	585.9199724	643.8422909	504.2834296	505.9457508	2371.512233	2257.351116	763.3030978	820.5692008	619.0909992	558.225514	499.326062	520.6105175	662.1228416	688.5890355	478.0508897	514.2244407	330.6060232	312.5778156	358.0466513	364.7685888	387.1715571	410.5798505	461.7260134	415.5073343	330.9667123	385.8196448	468.8943025	407.3074876	957.091726	1010.014289	371.5562845	343.8196506
NC_004663.1	BT_0259	BT_0259	290470	291255	-	52.15408243	52.79729611	61.89889863	65.81105853	75.51486434	69.19765085	40.61068909	41.86317082	49.68040447	46.24091879	63.84195911	65.10850837	47.12562001	47.23076679	21.96914159	23.46508082	24.7584748	24.09447543	33.18146932	34.17901307	42.53739291	41.07786143	35.6002304	39.67369825	26.91297107	26.26950053	32.73826528	32.64753401	57.92441457	55.51388945	22.6376868	23.70925956
NC_004663.1	BT_0260	BT_0260	291378	291932	-	140.8439124	147.1268146	183.5468065	167.7345411	173.5361196	155.8191706	118.9665928	104.1984532	151.3380814	139.486073	189.3995408	175.5457251	216.50466	228.2371604	152.3628068	133.591758	179.2899422	199.0116956	185.6791956	181.0563936	183.3804168	159.8061319	179.2576307	166.8001722	175.9815092	159.6545267	225.2498901	194.77073	627.3735559	618.9798674	159.4804702	176.3685816
NC_004663.1	BT_0261	BT_0261	291941	292210	-	104.4940974	114.8170976	154.1201955	137.9429532	141.1091485	114.2863565	115.0142143	97.30634584	105.9962054	109.0739309	141.4273132	132.5349621	148.2591969	143.4156579	125.774816	87.1461261	142.5702302	145.557885	141.8287582	113.0447763	127.3412399	111.3077536	130.314793	118.3811964	127.9675122	126.6903059	167.1444497	156.0919247	353.0429647	353.1901967	129.1161477	129.0208364
NC_004663.1	BT_0262	BT_0262	292568	293203	+	0.2324156971	0.371376057	0.4031042603	0.4182906263	0.4442050844	0.5689426586	0.592856775	0.6636844155	0.2552075572	0.401745602	0.4667568091	0.2575494793	0	0.05385492222	0.2960800754	0.3460926374	0.3858463605	0.1238790511	0.09788044047	0.2309392775	0.07196812097	0.06625461521	0.2991616	0	0.2617993294	0.2183060986	0.6640621761	0.3933437832	0.8456118916	0.06769986518	0.3388875269	0.495417364
NC_004663.1	BT_0263	BT_0263	293299	294711	+	1.859325577	1.423608219	1.522838317	1.161918406	2.369093783	0.9956496525	1.97618925	2.093158541	2.552075572	1.848029769	1.452132295	1.184727605	0.3677584616	0.3231295333	3.197664814	2.837959627	3.17251452	3.096976277	1.805894127	1.616574943	1.490163446	1.52385615	1.37614336	1.493096171	2.356193965	4.449286199	3.386717098	2.753406483	1.691223783	2.437195147	2.439990194	2.760182457
NC_004663.1	BT_0264	BT_0264	294837	296585	-	0.4183482548	0.6189600951	1.030155332	0.557720835	1.480683615	1.137885317	0.988094625	0.9189476522	0.8506918574	0.7231420836	0.6742042798	0.5150989586	0.1576107693	0.2692746111	0.5329441357	0.5537482199	0.6430772675	0.6813347809	0.4894022024	0.4907459647	0.4064082125	0.3975276913	0.17949696	0.4265989059	0.7853979883	0.4366121971	0.5976559584	0.3933437832	0.4932736034	0.6769986518	0.2711100215	0.495417364
NC_004663.1	BT_0265	BT_0265	296627	298108	-	1.208561625	0.6808561046	0.8509978828	1.068964934	1.431327494	1.137885317	1.482141937	1.786842657	1.148434007	1.325760487	0.6223424121	0.6181187504	0	0.4308393777	0.8059957607	1.868900242	0.771692721	0.5574557299	0.3915217619	0.1154696388	0.3386735104	0.6625461521	0.23932928	0.2132994529	0.5235986589	1.018761793	0.332031088	0.4589010805	1.057014864	0.8800982474	0.542220043	0.6369651823
NC_004663.1	BT_0266	BT_0266	298121	299581	-	0.3718651153	0.3094800475	0.4926829848	0.4182906263	1.530039735	1.825357696	0.39523785	0.4594738261	0.5104151144	0.602618403	0.5013313876	0.1030197917	0.3327338462	0.1077098444	0.4145121055	0.5537482199	0.5358977229	0.4542231873	0.3915217619	0.461878555	0.1693367552	0.2082287907	0.43378432	0.2132994529	0.331612484	0.8004556947	0.2693141047	0.3933437832	0.4932736034	0.6769986518	0.4066650323	0.5897825762
NC_004663.1	BT_0267	BT_0267	299864	303976	+	22.54432262	23.30384758	26.71685458	22.93626934	39.87974535	39.38742614	30.0380766	29.78921973	32.34755788	29.44795263	17.78862061	13.08351355	8.327102309	9.182264238	21.02168535	19.93493592	13.6975458	14.82419311	13.67389753	8.891162185	15.47737943	15.50357996	14.12042752	17.27725569	17.05061633	15.7180391	12.94921243	15.47152214	36.07944071	37.03182625	15.88704726	15.32255133
NC_004663.1	BT_0268	BT_0268	304251	307184	+	4.834246499	4.394616675	3.896674516	3.113941329	14.16520658	10.59655702	3.655950112	3.420527372	6.890604045	7.673340998	1.452132295	2.163415626	0.4202953847	0.4308393777	3.316096844	2.145774352	1.543385442	2.044004343	2.05548925	1.616574943	3.048061594	2.318911532	1.67530496	1.279796718	1.413716379	1.164299192	0.9296870465	1.005211891	3.593850539	4.129691776	1.717030136	1.203156455
NC_004663.1	BT_0269	BT_0269	307218	308756	+	2.835471505	2.971008456	2.642572373	3.253371538	11.30255159	11.449971	3.458331187	3.931053846	6.38018893	6.347580512	0.7260661475	0.5666088545	0.2626846154	0.2692746111	1.480400377	1.315152022	0.4501540873	0.805213832	1.272445726	1.039226749	1.490163446	1.192583074	0.8376524799	0.2132994529	1.099557184	0.5093808966	0.4648435232	0.7211302693	4.228059458	3.249593529	0.4744425376	0.8492869097
NC_004663.1	BT_0270	BT_0270	308770	309564	+	0.6972470913	0.9903361521	1.030155332	0.8365812525	2.665230506	3.271420287	0.6916662375	1.021052947	1.871522086	1.526633288	0.2593093384	0.3090593752	0.2101476923	0	0.2960800754	0.4845296924	0.1929231803	0.1238790511	0.4894022024	0.2309392775	0.2201377818	0.2318911532	0.05983232	0.4265989059	0.1308996647	0.2183060986	0.1992186528	0.08194662151	0.4228059458	1.015497978	0.3388875269	0.4246434549
NC_004663.1	BT_0271	BT_0271	309707	310582	+	1.440977322	1.671192257	1.298891505	1.347825351	6.416295663	6.613958406	1.383332475	1.633684715	2.679679351	3.133615696	0.4667568091	0.4120791669	0.3677584616	0.1077098444	0.4737281206	0.7614038023	0.3215386338	0.4335766788	0.6851630833	0.5773481938	0.745081723	0.3975276913	0.23932928	0.2132994529	0.6283183906	0.5821495961	0.332031088	0.1966718916	1.338885495	1.083197843	0.3388875269	0.7077390914
NC_004663.1	BT_0272	BT_0272	310606	313776	+	5.903358706	6.065808932	7.16629796	5.902545504	28.77461824	29.44278258	5.977972481	7.555791807	14.37669239	11.00782949	1.988038261	1.442277084	0.630443077	0.5924041444	2.501876637	1.522807605	1.736308622	1.920125292	1.566087048	1.501105304	1.693367552	1.822001918	1.37614336	0.8531978118	1.466076245	2.183060986	0.8632808289	1.114474053	6.764895133	8.259383552	1.491105118	1.415478183
NC_004663.1	BT_0273	BT_0273	313801	315312	+	2.742505226	2.661528409	2.284257475	2.788604175	11.89482504	13.37015248	2.717260219	3.216316783	4.721339808	4.901296344	0.8816517505	0.6181187504	0.2101476923	0.1615647667	0.8290242111	0.3460926374	0.3215386338	0.4955162043	0.5872826428	0.3464089163	0.6096123188	0.8613099978	0.2991616	0	0.6283183906	1.52814269	0.4648435232	0.3933437832	2.043562071	3.249593529	0.4744425376	0.5661912731
NC_004663.1	BT_0274	BT_0274	315339	316061	+	2.37064011	2.352048361	2.284257475	1.719639241	9.377662892	9.885378693	2.420831831	2.756842957	4.210924694	4.01745602	0.7779280152	0.4635890628	0.1576107693	0.3769844555	1.125104286	0.6921852748	0.514461814	0.4955162043	0.3915217619	0.3464089163	0.5418776167	0.4637823065	0.11966464	0.2132994529	0.7853979883	0.7276869952	1.128905699	0.1311145944	2.959641621	2.234095551	1.152217591	0.7077390914
NC_004663.1	BT_0275	BT_0275	316082	317767	+	5.252594754	4.642200713	4.120621327	3.904045845	19.54502371	20.55305354	5.681544093	6.636844155	9.697887174	10.92748037	1.867027236	1.905866147	0.3677584616	0.4846943	2.960800754	3.945456067	0.8360004478	2.229822919	1.468206607	1.039226749	1.365983159	0.927564613	1.31631104	0.2132994529	2.984512356	1.382605291	1.925780311	1.573375133	4.509930088	5.686788675	2.914432731	1.981669456
NC_004663.1	BT_0276	BT_0276	317808	319613	+	5.113145336	4.704096722	5.195566021	3.904045845	19.74244819	21.76205669	5.879163018	8.066318281	9.953094731	8.758054124	1.867027236	1.236237501	0.4728323078	0.5924041444	2.605504663	2.791813942	1.414769989	1.67236719	1.566087048	1.501105304	1.490163446	1.258837689	1.07698176	0.6398983588	1.78023544	1.964754887	1.39453057	1.704489727	4.580397746	4.806690428	2.711100215	1.769347729
NC_004663.1	BT_0277	BT_0277	319627	321744	+	6.972470913	6.31339297	5.912195817	5.391301405	21.51926853	26.81142279	7.262495493	7.862107691	11.86715141	11.00782949	3.059850193	2.884554168	0.7880538463	0.4846943	2.487072633	1.730463187	1.800616349	2.044004343	1.663967488	1.385635665	1.761102254	1.258837689	0.53849088	1.493096171	2.146754501	1.964754887	1.39453057	2.360062699	4.368994773	6.228387597	1.829992645	2.618634638
NC_004663.1	BT_0278	BT_0278	321756	323528	+	5.949841846	6.870457055	5.195566021	6.227882658	26.15874386	23.326649	8.250590118	8.117370928	12.5477049	11.32922598	2.437507781	2.523984897	0.8931276924	1.184808289	2.605504663	3.876237539	2.443693617	2.105943868	2.300190351	1.84751422	1.62563285	1.457601535	1.73513728	2.132994529	2.321287388	2.546904483	2.540037823	2.900910401	6.412556844	8.597882878	2.982210237	3.255599821
NC_004663.1	BT_0279	BT_0279	323675	324427	+	0.8366965095	0.6189600951	0.4926829848	0.557720835	2.566518265	2.702477628	1.284523012	0.5615791208	0.978295636	1.205236806	0.2074474707	0.1545296876	0.05253692308	0.1077098444	0.2368640603	0.138437055	0.3858463605	0.2477581022	0.3915217619	0.1154696388	0.06773470209	0.2981457685	0.11966464	0.4265989059	0.2094394635	0.145537399	0.4648435232	0.327786486	0.6342089187	0.6769986518	0.3388875269	0.1415478183
