Sequence name	locus tag	Name	Start	End	Strand	L Arabinose logFC	D Maltose monohydrate logFC	Mucin from porcine stomach logFC	N Acetyl D Glucosamine logFC	D Xylose logFC	28°C logFC	42°C logFC	Aerobic shaking logFC	bile salts logFC	deoxycholic acid logFC	Gentamicin logFC	peroxide logFC	pH 6 logFC	Starvation logFC	L Arabinose R1	L Arabinose R2	D Maltose monohydrate R1	D Maltose monohydrate R2	Mucin from porcine stomach R1	Mucin from porcine stomach R2	N Acetyl D Glucosamine R1	N Acetyl D Glucosamine R2	D Xylose R1	D Xylose R2	Glucose R1	Glucose R2	28°C R1	28°C R2	42°C R1	42°C R2	Aerobic shaking R1	Aerobic shaking R2	Bile salts R1	Bile salts R2	Deoxycholic acid R1	Deoxycholic acid R2	Gentamicin R1	Gentamicin R2	Peroxide R1	Peroxide R2	pH 6 R1	pH 6 R2	Starvation R1	Starvation R2	Control for TYG growth R1	Control for TYG growth R2
NC_004663.1	BT_0918	BT_0918	1128888	1129781	-	0.04850247321	-0.3846279769	-1.115440667	-0.5376571328	-0.1695922434	2.015359349	0.3183606217	0.1239369727	1.111011955	1.402801808	0.9227611046	0.03452290887	0.08556661721	-2.014079725	61.17181147	62.57686561	85.86120743	74.13039432	296.0380107	250.2636519	82.16006807	81.17370928	89.79052554	84.6879729	41.48949414	45.22568857	41.1889477	41.46829011	145.5529651	120.4402378	134.7246875	122.6402606	41.5991872	47.11161261	82.22992833	61.81555599	87.41501951	89.15917133	109.2226802	92.70732318	105.5194798	136.1625063	2262.92789	1815.778084	100.9207055	108.7794984
NC_004663.1	BT_0919	BT_0919	1129814	1130161	-	-0.2263457913	-0.5667305764	-1.195118537	-0.6414468405	-0.2211720705	1.540535034	0.150000845	0.04165829524	0.7945573828	1.087329862	0.798754916	0.07229423752	0.01191931114	-1.908405303	109.3748271	140.6277336	86.62262659	85.05242734	45.01278188	37.90580463	103.2558883	105.8321379	85.79227381	91.43729901	132.1959007	113.8883798	212.7220016	206.4259169	148.6321978	129.3002093	217.0385778	212.4525726	42.38223073	39.72155573	97.4702363	101.2536157	152.6521924	160.2183605	200.3288469	189.9990744	238.2655088	235.5473689	12.68417837	16.78956657	198.1814257	201.0686759
NC_004663.1	BT_0920	BT_0920	1130452	1131471	-	-0.06138363905	-0.2729043414	-0.3629131685	0.1615105856	-0.1316300054	0.7851072112	-0.006215964105	0.08471519761	-0.04597494664	0.2460255053	0.3421732537	0.08243312444	0.09926900336	-0.629143315	157.8102583	191.9395255	125.5893717	125.4407111	73.39255116	67.56194071	156.5635933	166.5847883	119.309533	125.1035805	187.5843754	171.1158741	315.7469077	308.6425592	239.2327009	214.4389981	237.231204	223.7255662	78.43485963	76.20996158	141.4977927	171.4669442	260.3902566	210.7398595	237.4519918	260.5119443	332.4516607	318.739579	16.6303672	18.82056252	271.8604153	249.0533863
NC_004663.1	BT_0921	BT_0921	1131672	1136126	+	-0.3104434441	-0.252118743	-1.244807955	-0.5597793337	-0.539607723	1.734501065	0.3704974705	0.2230562017	1.438620948	1.592540332	1.371630088	0.05226091702	0.5810958976	-1.587844899	84.64579688	99.28119925	71.17029662	61.76758248	48.17157359	48.43124381	85.61839925	88.4231852	63.92949308	65.12296208	97.29286377	97.1476636	190.0260508	175.9440309	140.2827397	109.434492	148.5508488	130.5065803	72.23576507	59.81327288	86.39561251	93.88278976	156.2221875	125.2067789	121.5272487	138.6971413	215.9530197	178.8403068	10.78155162	15.30016953	159.1641751	138.2922185
NC_004663.1	BT_0922	BT_0922	1136175	1137056	-	-0.4710561235	-0.5630207327	-1.368167643	-0.1683918112	-0.9685840757	-1.624366434	1.005505532	0.07647213663	-1.507442981	-1.041974208	-1.056648647	0.1551907369	0.2457719782	1.566970791	184.2126815	214.841049	141.0864911	143.0553942	82.52343345	71.90012848	171.0885843	170.7200527	133.1332757	131.3708119	205.0618248	186.8263923	414.6739339	413.4442379	258.7739859	269.398509	249.8355184	263.3668626	102.2850603	98.26466259	177.7358583	202.2753402	309.2134297	300.3256297	274.7322163	269.0986508	356.8670134	365.5474892	24.09993891	23.96575227	268.8733638	269.8609156
NC_004663.1	BT_0923	BT_0923	1137080	1137517	-	-0.3398924382	-0.5543177361	-1.224492517	-0.100160009	-0.7979278923	-2.143009295	0.7448785128	-0.2374216977	-1.856150703	-1.317232192	-1.7297572	-0.07870014194	0.06486311775	1.616294567	135.03352	161.3628968	105.34458	104.3402729	61.89257509	67.34858721	124.4011133	128.0400395	100.8069851	99.87395666	165.3356342	145.0003569	326.0966816	316.1822483	195.7681458	182.8061311	168.2933209	174.1739458	75.49844642	68.58896542	150.1000998	151.0605227	234.4828621	205.4073732	201.5854837	188.398163	269.0115875	256.0012456	19.23767053	18.88826239	185.5748097	191.7265199
NC_004663.1	BT_0924	BT_0924	1137748	1138899	+	-0.5036916861	0.04071826169	0.3203839475	2.035444376	-0.8589102799	-3.393362588	0.7477303583	-0.351252172	-4.375202698	-4.536088976	-2.086242378	-0.06120425495	-0.2791802464	-0.8776000122	311.4370341	368.5907366	216.5565665	218.9054277	135.4825507	128.8655122	282.7926817	291.8169322	203.5705615	212.1216779	347.7856847	310.9652413	799.5594324	824.5727141	471.9516401	502.2496354	362.9528098	382.1668726	180.7851736	191.6796003	328.5133051	355.5222652	501.3350092	441.5298676	433.4349698	432.9009934	610.8043895	626.5966467	40.87124143	47.11910617	430.9293792	445.8048537
NC_004663.1	BT_0925	BT_0925	1138903	1139646	+	-0.5192267214	-0.006562252514	0.3129705104	1.998154025	-0.7828130699	-3.525604177	0.6627527388	-0.3170911925	-4.307716038	-4.603765502	-2.245407482	-0.08614779886	-0.2589691339	-1.376999774	391.0626519	452.4598295	283.382295	277.4661154	195.6970177	180.1414693	365.0021545	368.5490612	271.3707025	275.0350391	448.6051554	401.2105789	1034.557089	1082.160807	668.8448903	700.1454055	481.6648734	495.6400834	216.9030561	210.96303	396.7221501	456.0305165	633.863598	541.9939099	571.8220954	587.025099	829.745689	782.819686	49.11595737	56.12318824	592.0365095	563.7141863
NC_004663.1	BT_0926	BT_0926	1139639	1140595	+	-0.2993924841	-0.1714211509	-0.1823942697	1.436241067	-0.7692156943	-3.921034526	0.9230290823	-0.2714434407	-3.925694197	-3.691187438	-2.109077146	-0.2860074797	-0.3598332221	-2.297267744	315.6205166	387.5309155	215.4816218	220.625067	161.2464456	143.4446678	303.9379066	310.7574644	210.8014423	242.0918998	394.3576418	340.4804117	827.193854	881.0126726	672.1609871	705.9597618	416.3925307	416.2336116	323.7884971	329.2039401	410.2690905	438.4730435	590.84416	516.3979756	483.1244825	502.1040267	749.5269781	679.7636147	39.7437589	47.45760549	511.2457231	510.1383371
NC_004663.1	BT_0927	BT_0927	1140721	1141998	-	-0.4276271781	0.08214859694	-0.4717937496	-0.1696546118	-0.4039500426	0.3100914425	-0.6410243823	-0.068365253	-0.6229756209	-0.2362237883	-0.075900534	-0.06426787277	0.3118459547	0.360530427	124.6212968	118.3451702	133.6066676	125.9054785	104.3881948	82.85227466	122.622543	114.3579301	112.0786522	110.1586441	145.5762626	147.2667923	113.4009485	116.5959066	60.95301818	56.20544432	94.33943514	89.62649345	161.992129	148.2630162	134.1993785	147.562279	158.2564864	163.6006804	73.6703313	76.62544059	111.4486063	86.20784583	105.9833571	106.1533886	87.36520443	73.46331769
NC_004663.1	BT_0928	BT_0928	1142021	1142698	-	-0.3806630707	0.08325470686	-0.6369323992	-0.0310791849	-0.3914972224	0.1863062054	-0.1909965635	0.212859611	-0.2755330427	-0.3577471645	0.2237030105	-0.01981153049	0.4784991023	1.025604249	57.03481207	50.63093578	53.92639215	52.23985155	40.66944328	33.35426336	51.97377727	45.07948761	50.02068121	48.41034504	59.07066729	61.96640472	46.17995539	47.0153471	28.18682318	27.75662952	43.85786964	41.49948211	70.76755846	60.62156035	58.72598671	60.5567183	59.89215232	65.05633315	34.66223122	33.54637048	43.82810362	38.41657616	34.52915224	35.88092855	39.44650813	33.19296339
NC_004663.1	BT_0929	BT_0929	1142831	1144324	-	-0.2872820926	-0.3567685327	-0.8443470336	-0.5083006174	-0.3982998379	0.9000570575	-0.09049500589	-0.2284413561	0.732767997	0.9203619756	0.8994074932	-0.03597258644	-0.003403628052	-2.600698364	258.0279069	245.4176777	285.8009205	259.1078046	211.392264	159.9440049	241.5891358	238.1095472	240.6607264	221.1609539	311.2230679	304.5265043	239.72598	235.0228806	142.4342549	140.5136108	188.2930239	188.1722786	355.4038794	320.7169217	296.0683828	292.1165985	286.6566451	286.8877642	156.2941997	163.2929617	213.3631772	180.2825673	243.6066924	253.5359951	163.0049004	161.1521911
NC_004663.1	BT_0931	BT_0931	1145130	1145774	-	-0.1007961537	0.113471119	-0.420292437	-0.6741239995	-0.221452122	-0.4821931517	-0.1569498251	-0.2384153297	0.3604435651	0.5325634451	0.5665365308	-0.1390093207	-0.3719792012	-0.8249552613	222.0034739	222.2066741	237.2940412	229.0373562	249.3964768	202.2591151	230.3742618	223.1511215	207.9090899	204.8500825	254.2268754	266.5637111	215.0336262	211.8114091	168.7064269	144.1821927	160.9622401	137.8773838	431.7506229	396.7536788	302.0290366	327.0990353	277.6219648	232.2831043	109.2226802	147.2838478	197.2928725	171.1045457	233.6707527	219.6860625	147.6194067	136.7351925
NC_004663.1	BT_0932	BT_0932	1146389	1146760	+	-0.3094328933	-0.03153185733	-0.06125690643	0.07751308559	-0.2021785314	-0.3100334287	0.6870654477	0.8193475349	1.115184847	0.494751492	0.4379359279	0.1269149225	0.4606775669	1.418021717	191.1386693	194.1677818	171.5432574	172.4286915	97.18220124	85.12804529	161.948709	147.4910982	171.7121514	205.8142719	274.4530038	234.473046	238.412557	212.5115231	357.9608111	232.099611	323.596481	310.8125392	331.2274106	236.9436987	350.4593486	287.50859	355.1646515	293.9266462	269.7056692	259.7114886	253.8045637	194.7051727	39.32095296	41.0261183	258.0967405	251.9551165
NC_004663.1	BT_0933	BT_0933	1147068	1147253	-	-0.0435203374	-0.7107089904	0.4334522994	-0.1209023274	-0.08096733008	-1.371983241	-0.2173963984	-0.1873096831	-0.8223635888	-0.4433871906	-0.664738739	-0.1920496631	-0.3964932039	-1.187075199	1082.499351	1086.213071	829.4094102	874.8780832	516.2650203	330.2712133	893.5339693	740.3144392	945.2887919	973.0680226	1240.898908	1178.700947	1385.661346	1319.014755	1910.24943	1562.815914	1647.049498	1646.104831	1838.684074	1663.224677	1966.541606	1880.438489	1740.402524	1545.354537	1340.046048	1273.452242	1095.304153	1090.742311	172.0115523	177.3059469	1303.429206	1308.96345
NC_004663.1	BT_0934	BT_0934	1147250	1147540	-	0.4317271272	-0.6319584937	0.590372464	0.1785349733	0.3165726607	-0.5798953145	0.3021516597	0.5050810496	-0.9555213288	-0.7253785456	-0.1633091992	0.1414545095	0.3897729	-0.4681046403	24.35716506	27.23424418	18.45321725	20.07795006	10.66092203	9.529789531	15.51308561	15.67316274	17.39664848	20.00693098	30.07988325	28.89705158	60.9953677	60.1020932	25.75896656	27.27209983	23.21508936	17.96246241	56.60286043	54.84807841	47.14335265	43.33051835	36.07888896	31.14172013	17.34420558	19.13816797	18.8593658	16.65155349	13.10698432	12.2536756	23.78990439	21.51526838
NC_004663.1	BT_0935	BT_0935	1147613	1147837	-	0.313150602	-0.659508311	1.052969732	-0.002015092128	0.2004675478	-0.3349194295	-0.6640922926	0.2431856198	0.2512276577	0.3441944266	-0.02080856429	0.3766193618	-0.4404412422	-1.857641945	5.572166338	5.725380879	3.958259889	4.40367076	2.659060991	2.346888467	3.884446994	3.631119542	4.864894059	4.841034504	5.426047906	5.492242646	17.04823154	16.23052718	4.826105229	5.442306723	4.437233146	4.521585364	8.772534477	9.006631823	10.81215182	10.94857516	7.59870464	8.105379212	4.273874053	4.138719785	4.133787046	4.589010805	1.250800923	1.438622135	4.185260957	4.034112821
NC_004663.1	BT_0937	BT_0937	1148323	1148574	-	0.2368498404	-0.05286104232	0.8695381946	0.01011793036	0.2648135071	0.08639116976	-0.4290128763	0.2689642893	-0.07645084724	-0.0357157041	0.08111586026	-0.1331692769	0.5289360506	-0.452870761	2.295105009	2.421681372	1.942738588	1.77192557	1.184546892	1.217892879	1.753867959	1.774079495	2.211798829	2.510910012	2.852402722	2.659198374	5.871001155	5.10275388	2.131776543	2.041946561	2.001577995	1.873670648	3.315699921	3.21871618	3.996347423	4.016686047	3.64229248	2.559593435	2.028944803	1.91927445	2.041991191	1.7536577	0.5549328039	0.8970232137	1.974019844	1.787041206
NC_004663.1	BT_0938	BT_0938	1148954	1149313	+	0.3363513135	-0.07910422929	0.0452186689	0.1904585139	0.7717399935	-0.8094431232	0.08947505691	0.09168451167	0.390774603	0.05967802537	0.2351593542	-0.03781921763	0.05260178481	1.667865979	111.0482201	120.1401545	100.1042246	99.50669231	102.5126623	84.84357396	130.2308716	139.5268852	109.909388	110.2389932	123.2756595	117.9061516	201.3740262	203.4638961	114.050045	119.8864896	121.2843727	127.8431807	113.2476696	114.3149424	138.246527	140.3604023	152.6322483	144.8303285	126.8155952	121.8875717	120.3446679	131.3112663	74.3433788	81.57833754	111.1551088	123.7835671
NC_004663.1	BT_0939	BT_0939	1149490	1149741	-	-0.0001438843989	0.009366046681	0.790809143	-0.01978304138	0.3962881905	-1.130291726	-0.5528877296	0.06055488979	-1.682679224	-0.8492818241	-0.5204378963	-0.2006448732	-0.002649519865	0.6643214279	152.9295287	176.3417311	171.7672042	170.9879127	95.6521615	76.38055192	138.7778901	138.1484637	143.5542509	137.2764722	203.9208637	204.288247	155.8245139	142.2308496	56.9658065	58.83574836	49.7741805	54.75454058	123.4272354	119.3378717	140.0076292	130.1240643	118.0491674	113.475309	47.2809589	45.5532059	60.16403315	73.81751666	66.66240412	69.12156235	43.10649342	46.46307135
NC_004663.1	BT_0940	BT_0940	1149936	1150400	-	0.3499802338	0.4183782792	1.346960611	0.2395769126	0.9800766445	-1.61371806	-0.4487104282	0.01500481817	-1.1379391	-0.9783147856	-0.525045777	-0.1605480165	0.04528187147	1.097026802	42.53207257	84.54994899	61.45100501	57.49172274	36.1286802	31.86078888	74.9469773	81.42897252	44.95906466	44.83480918	88.37262253	87.36078338	9.088887694	8.347512944	53.4128456	54.61341818	28.29539977	28.43024222	9.983804928	8.891162185	12.73412399	13.38343227	14.3597568	10.66497265	31.11921363	28.74363631	30.9452974	32.8442059	292.2293762	228.487045	27.04322465	26.75253766
NC_004663.1	BT_0941	BT_0941	1150617	1150880	-	0.4011218998	0.2669178065	1.354330513	0.02172618677	0.2435599024	-1.561235071	-0.5571819434	0.07747360497	-1.208566349	-1.250423906	-0.7710466967	-0.4356874314	-0.09635308112	1.571898335	19.84830053	38.87069397	28.39645567	22.07644972	16.33687588	15.36145178	32.50831316	36.65580079	20.37406998	22.25670635	39.77805251	34.35710054	3.257289231	2.854310878	24.69307829	20.62712119	10.73939037	12.20208653	4.404619821	3.002210608	5.147837359	5.697896908	5.14557952	2.132994529	11.62389023	14.04435901	13.48046217	14.81594917	122.049983	105.2732904	14.09772112	12.95162537
NC_004663.1	BT_0942	BT_0942	1151297	1152085	-	0.1074166511	0.01034321305	0.9521778372	0.09590192479	0.3582738659	-1.126969903	0.0140067327	0.3719641484	-0.7267530535	-0.4145013256	0.007746089834	0.1845364456	0.02689662069	1.309870395	34.95532084	34.84745335	55.09091557	46.70911993	58.33893441	65.35728791	186.7498841	219.0669098	25.26554816	29.28725439	49.5799455	49.39799013	49.33217078	59.77896366	946.538393	978.6807601	432.6623856	466.0949297	25.7547909	29.56022752	19.10118599	30.27835915	147.7858304	120.9407898	555.0145784	543.8732602	471.2849263	473.5203577	23.74760062	30.09259007	604.0331279	542.4820136
NC_004663.1	BT_0943	BT_0943	1152317	1153219	-	0.1869479948	0.172188556	0.7256521519	-0.1632445379	0.4577556571	-0.2121608188	0.2141418596	0.111869614	0.07951824463	0.4352812404	0.4456686384	0.211258614	-0.01645631248	1.581677269	28.40119818	31.75265288	46.95418143	38.76159803	50.68873574	56.39644103	157.5516879	186.5463734	22.71347259	27.31870094	45.11982488	41.00187711	33.72870462	39.42180306	644.5663241	689.2088781	317.2943238	358.9395505	19.38032721	23.24788727	13.34373631	21.26773148	98.18483711	78.06759978	382.9338792	410.7793088	366.5623212	337.488966	14.23446684	18.88826239	424.4905162	417.9907074
NC_004663.1	BT_0944	BT_0944	1153416	1153757	-	0.1629422372	0.1338572033	0.5195711399	-0.5015854845	0.5128018891	-0.5170459599	0.411429143	0.4679421403	0.1095968693	0.5987089396	0.5142846199	0.2983998973	0.7361486196	2.252401136	69.16691145	80.95998043	80.88958822	83.05392768	79.46335398	83.27898165	232.2516416	267.4137668	51.42432278	56.88717724	93.50694743	91.12100578	35.0421277	37.86001032	947.5746732	1146.674126	488.0313383	427.0110891	33.27934976	39.49061646	33.19000402	52.2748914	143.4779034	110.9157155	367.6186184	538.5611451	442.199003	418.4522281	15.92569062	21.59625699	564.5866198	539.8633789
NC_004663.1	BT_0945	BT_0945	1153770	1154243	-	0.01568286272	0.300421528	1.088713381	-0.5369910664	0.4563004903	-0.8295414716	-0.0884404985	-0.131251021	-0.2086268441	-0.02324974483	0.4935342955	-0.1206195649	-0.01791573756	2.500767158	24.31068192	31.38127682	40.35521539	38.85455151	27.68878359	26.24248013	35.27497811	31.24422018	29.43393826	27.11782813	35.16234629	39.66261981	28.00218	25.79650774	13.97497956	13.8437055	21.13044721	20.25422485	14.97570739	13.16353882	18.08516546	18.75005611	21.36013824	19.62354967	19.84438917	21.68507246	28.10311129	25.7640178	52.07559899	44.00491237	22.29879927	21.09062492
NC_004663.1	BT_0946	BT_0946	1155235	1155981	+	0.6850009067	0.7057272574	0.4190949213	-0.2434756344	0.8020973876	0.08706469042	0.1949560707	0.1692480243	1.339096651	1.033596879	0.9191224356	-0.03510681045	-0.442872996	1.352748191	25.51924354	28.22458033	39.28027069	34.81107545	22.70381542	22.25988152	35.67021596	32.7757996	26.07370543	27.23835182	36.40703111	33.53294221	28.73769693	28.05841448	22.1225649	21.59618057	26.75201433	31.09364182	21.24005558	19.97624751	20.99775765	17.95500072	29.79649536	28.36882724	25.23745536	23.97728649	35.52732642	34.02423725	78.5009706	63.90867273	23.45101686	26.46944202
NC_004663.1	BT_0947	BT_0947	1156037	1156624	-	0.961377549	-0.7585503408	1.152710864	1.203368326	0.9343982053	-1.358397339	1.460351246	0.5739299883	0.3956043608	-0.6937790845	-0.5953110593	0.481437617	1.077338	1.849342145	251.7061999	265.2244007	240.9667689	251.6250501	169.5382739	181.8482973	224.1492657	219.322173	231.7709965	246.8324979	318.8986244	311.8924195	402.2752201	393.5717716	209.8615574	190.6278247	191.7013334	172.31576	355.0263405	353.6835035	370.1024122	437.0154419	363.860282	432.78459	205.4601137	210.5198477	240.9217575	184.5437916	51.44139007	52.53509538	218.3791223	208.0752929
NC_004663.1	BT_0948	BT_0948	1156970	1157986	-	1.103922142	0.01180750214	1.333223642	1.205908871	0.9229446909	-0.8176372644	0.7325031935	0.4866055378	-1.775648006	-1.848110664	-0.1753848666	0.427552217	0.3706692919	1.380741184	0.2788988365	0.7427521141	0.537472347	0.6971510438	0.3948489639	0.5689426586	0.3458331187	0.4084211788	0.7656226716	0.8436657642	0.9335136182	0.6181187504	0.1576107693	0.1615647667	0.7105921809	0.5537482199	0.3858463605	0.8671533575	0.3915217619	1.962983859	0.4064082125	0.3312730761	0.35899392	3.6260907	0.6806782565	0.145537399	0.1992186528	0.327786486	0.8456118916	0.9477981126	0.1355550108	0.2830956366
NC_004663.1	BT_0950	BT_0950	1158701	1160494	-	-0.3992552474	-0.1659176169	-0.9423670567	-0.05525519904	-0.1991162524	-0.816551982	0.09772695775	0.05832013076	-1.506018222	-1.445743211	-0.7769247063	-0.2060654987	-0.07810016044	0.1963130816	12.92231276	12.31730589	15.76585551	13.52473025	11.54933219	8.605257711	8.794042162	8.168423575	10.80378659	12.4139391	12.55057198	14.52579063	7.933075386	6.247170977	10.5996667	7.129508331	8.810158565	7.990198795	16.34603356	8.987386884	14.56296095	14.11223304	14.47942144	14.93096171	9.320056128	8.659475243	8.03515233	7.27685999	8.174248285	7.108485844	9.488850753	10.33299073
NC_004663.1	BT_0951	BT_0951	1160570	1161049	-	-0.2721442097	-0.01411348438	-0.8941489973	0.08661277973	-0.2950699724	-1.076186144	0.4833817603	-0.5276010598	-0.2126046459	-0.794225393	-0.3120446916	-0.465921387	0.04342797407	0.5827340738	4.322931966	4.827888741	5.912195817	5.158917724	5.182392651	5.689426586	6.224996137	5.717896503	4.976547366	4.861121784	5.652943577	5.666088545	5.253692308	5.3316373	11.90241903	9.206064155	12.08985263	11.08717507	13.80114211	14.66464412	10.02473591	8.480590747	6.94054912	11.73146991	7.539820688	6.767489055	8.234370983	9.833594581	15.85522297	14.42007128	5.354422925	7.785130006
NC_004663.1	BT_0952	BT_0952	1161223	1162047	-	-0.1498007846	0.2142118035	0.2291898676	0.3083056597	-0.03492892992	-0.4048145331	0.5296283854	0.5598641842	0.184134855	0.22494513	0.2762823602	-0.03548113624	0.6326765717	0.662906352	1.394494183	1.361712209	0.9853659695	0.74362778	1.924888699	1.920181473	1.136308819	1.480526773	1.403641565	1.285585926	1.711441633	1.133217709	0.6829800001	0.7539689111	2.131776543	1.038277912	1.800616349	1.486548613	1.272445726	0.8082874713	1.490163446	1.258837689	1.13681408	1.279796718	1.727875574	1.52814269	1.726561658	1.114474053	0.3523382882	0.8800982474	1.76221514	1.981669456
NC_004663.1	BT_0953	BT_0953	1162125	1163114	-	0.09722638077	-0.5206702303	-0.1546313606	-0.4097429167	-0.07703139376	-0.603700568	0.4990264219	-0.2150513639	0.6354673518	-0.326128325	-0.4227853419	0.08947399356	0.1755861719	0.6161660151	2.835471505	3.404280523	1.612417041	1.347825351	4.195270241	2.631359796	3.359521725	1.837895304	2.552075572	3.173790256	2.178198443	2.420965106	2.04894	1.507937822	4.618849176	1.868900242	3.665540425	3.902190109	1.663967488	1.039226749	1.828836956	1.391346919	2.3932928	2.346293982	2.775072892	3.129054079	2.589842487	4.392338913	2.043562071	1.286297438	2.77887772	2.547860729
NC_004663.1	BT_0954	BT_0954	1164277	1165689	+	1.002053938	-0.1573635553	2.245012205	2.159017155	1.434104902	-3.288714144	-0.2865251456	-0.4688058267	-3.121283812	-3.899779419	-3.267341613	0.1264208945	-0.4604022755	1.576035538	2.41712325	3.280488504	1.478048954	1.394302088	4.688831446	4.764894766	2.470236562	2.067632217	3.147559872	2.08907713	1.918889104	2.627004689	0.6829800001	1.238663211	0.9474562412	0.5537482199	1.350462262	1.517518376	0.9788044047	1.962983859	1.28695934	1.788874611	1.495808	0.4265989059	1.308996647	1.891986187	0.7968746113	0.9833594581	0.7046765763	0.5415989215	1.287772602	1.132382546
NC_004663.1	BT_0955	BT_0955	1165696	1166685	+	0.9559590954	-0.2526508607	2.23781816	2.16550943	1.338067701	-3.731937987	-0.4830574271	-0.6883052937	-3.184216377	-3.887287803	-3.498077347	-0.008469585323	-0.4100240049	1.192016389	3.021404062	2.042568314	2.642572373	1.533732296	4.343338603	3.555891616	2.025593981	2.348421778	2.934886908	2.289949931	2.074474707	2.266435418	1.050738462	1.669502589	1.302752332	0.5537482199	1.093231355	1.982064817	1.468206607	0.9237571101	1.151489935	1.341655958	1.55564032	0.8531978118	1.047197318	1.309836591	2.124998963	1.573375133	1.057014864	2.098695821	1.558882624	0.990834728
NC_004663.1	BT_0956	BT_0956	1166690	1167874	+	1.02324138	-0.3383688268	2.334368872	2.16671094	1.35447163	-3.250453942	-0.3694199224	-0.8827019682	-2.466010477	-3.658198079	-3.13969739	-0.1889863712	-0.4161586217	0.9616078497	87.20236955	87.70664547	64.63104973	66.50820957	86.32385473	56.25420537	83.74101947	74.33265454	120.5855708	115.9437807	71.25820619	67.271924	41.76685385	39.20638337	83.43536524	67.4880643	76.97634892	74.26549112	96.31435343	89.71990932	77.8949074	70.03112828	82.14977535	85.10648172	76.4454042	61.63508849	62.28903211	84.89669988	229.9359669	210.2757813	62.89752499	79.05445651
NC_004663.1	BT_0957	BT_0957	1167858	1169027	+	1.054268973	-0.4629332998	2.337021237	2.179909165	1.38328543	-3.082075163	-0.7565966644	-0.7818352252	-2.179719857	-3.222418386	-2.9385959	-0.1100719128	-0.3708753014	0.6659594079	6.275223821	5.323056818	6.404878802	5.298347933	10.90770263	9.17420037	6.768448181	4.696843556	8.166641831	7.151071716	6.275285989	5.35702917	4.518175385	2.746601033	5.921601508	4.914515451	9.131697199	7.49468259	2.838532774	2.078453498	4.199551529	4.637823065	5.6840704	5.332486323	6.073744443	7.859019548	8.566402071	7.342417287	9.372198465	9.071781934	7.658858108	8.28054737
NC_004663.1	BT_0958	BT_0958	1169220	1173209	+	0.510267188	-0.09803193617	0.9015401814	0.6407692751	0.6682129451	-1.306319017	-0.02775706122	-0.3869275145	-0.5120116104	-0.3233704841	-0.06488252791	-0.004517109319	-0.2816783695	-0.02877285733	2.463606389	2.413944371	2.149889388	2.97451112	4.343338603	5.476073089	2.223212906	2.297369131	3.785578765	3.776408659	2.333784046	1.49378698	1.471033846	1.023243522	2.783152709	2.837959627	3.601232698	4.149948211	2.05548925	1.385635665	2.235245169	1.65636538	2.81211904	2.346293982	2.93215249	4.002278473	4.249997927	3.671208644	3.452915224	4.738990563	4.269982839	3.397147639
NC_004663.1	BT_0959	BT_0959	1173269	1173778	-	-0.8724836829	-0.2666158799	-2.205970614	-0.7104311821	-1.227642676	-0.01521355302	-0.3141279806	0.3353630232	-0.8281357192	-0.2988358029	-0.5389167125	-0.006175460532	0.2518060046	-0.6584868693	3.904583711	3.589968551	3.448780893	3.392801746	6.712432386	7.894079388	3.112498069	2.654737662	3.275163651	3.455012177	2.437507781	3.245123439	1.943866154	1.777212433	3.61217692	3.876237539	6.237849495	5.388738722	2.544891452	2.193923136	2.167510467	2.451420763	3.64977152	2.346293982	3.612830746	4.58442807	6.10937202	4.195667021	8.737989546	8.191683687	5.964420473	5.042641026
NC_004663.1	BT_0960	BT_0960	1173791	1175632	-	-0.841402324	-0.5310396164	-3.563322602	-0.8164295392	-1.289871775	0.2654652636	-0.6293937979	-0.2342239049	-0.7701355416	0.2933784504	-0.6469270281	0.03857106669	0.4406462731	-2.218814044	5.810392427	5.137368789	5.37472347	4.880057306	10.16736082	9.529789531	5.92856775	4.952106793	6.550327302	6.508278752	5.393634239	4.790420315	2.626846154	2.315761655	5.586044089	5.329826616	6.752311309	7.246924488	2.447011012	4.156906995	4.470490338	3.644003837	5.62423808	5.119186871	6.178464175	6.112570759	5.644528496	5.375698371	12.4727754	12.79527452	4.947757892	5.874234459
NC_004663.1	BT_0961	BT_0961	1175706	1176140	-	-0.7877502696	-0.434501446	-3.145314128	-0.8412574826	-1.260220174	0.3452511997	-0.6164338536	-0.0661826034	-0.9797857867	0.09338838016	-0.3691399409	0.1529933748	0.3976244754	-1.809620278	11.29540288	12.25540988	12.09312781	11.20089344	17.12657381	17.06827976	8.151780656	10.31263476	15.18484965	13.21743031	10.16492607	10.50801876	5.358766155	5.977896366	7.757297975	7.475600968	6.945234489	7.246924488	6.949511274	6.928178326	9.550592994	8.215572286	9.393674239	8.318678665	7.225661492	8.004556947	5.113278756	7.866875665	31.85138125	30.05874014	7.252193075	5.874234459
