	SP TEX (Biological replicate 2)	SP TEX (Biological replicate 1)	SP TEX (Biological replicate 3)	SP (Biological replicate 2)	SP (Biological replicate 1)	SP (Biological replicate 3)	ML (Biological replicate 3)	ML (Biological replicate 1)	ML (Biological replicate 2)	EL (Biological replicate 2)	EL (Biological replicate 1)	EL (Biological replicate 3)	ML TEX (Biological replicate 3)	ML TEX (Biological replicate 1)	ML TEX (Biological replicate 2)	EL TEX(Biological replicate 3)	EL TEX (Biological replicate 1)	EL TEX (Biological replicate 2)
('1075059', 'Locus_Tag: BT_0058', 'Strand: +', 'Start: 53647', 'End: 54777')	0	0.33416508300000003	0.43697027299999996	0.22183460800000002	0.5081059760000001	0.45897569200000005	0.527655798	1.020767532	0.77195475	0.233430334	0.23295869600000002	0.409705759	1.210589483	0.525145074	0.771932229	0.515937749	0.828853152	0.42966935799999995
('1072851', 'Locus_Tag: BT_0129', 'Strand: -', 'Start: 124349', 'End: 125536')	0.358104125	0.31813191	0.208002264	0.21119102899999997	0.09674543099999999	0.10923853300000001	0.200935592	0.43190725	0.244972172	0.111115197	0	0.29253612	0.19208427399999997	0.272699301	0.459309423	0	0.39454247200000003	0.211019874
('1074914', 'Locus_Tag: BT_0215', 'Strand: +', 'Start: 238500', 'End: 238928')	55.86424345	41.406091700000005	40.03243571	76.61360705	70.19253103	48.70357969	40.61990271	50.2341355	211.3167647	53.23272668	38.38523965	49.41610143	22.34087865	25.42396564	117.01790829999999	22.669992	28.13391323	28.04941089
('1074842', 'Locus_Tag: BT_0216', 'Strand: +', 'Start: 238951', 'End: 239511')	102.3756498	88.70266202	91.39864183	129.0252956	118.41640729999999	111.26908429999999	119.1429862	143.1391438	348.8691938	176.9476831	131.2684878	149.090173	88.47175683	95.28434412	225.26695550000002	115.1102182	89.39868259	117.04441680000001
('1075573', 'Locus_Tag: BT_0068', 'Strand: +', 'Start: 66092', 'End: 66571')	0	0	0.514805603	0.522697796	0.718334824	0.27036536899999997	0.9946311790000001	0.267242611	1.2126122529999999	0.8250303379999999	0.82336339	0.48268459700000005	0.23770428899999999	0.449953847	0.909432657	0	0.732369465	0.48209925
('1075335', 'Locus_Tag: BT_0255', 'Strand: -', 'Start: 284532', 'End: 284756')	15.12631823	10.63833108	16.4737793	18.39896242	19.92181911	27.10863429	6.896109511000001	10.83223382	10.34762456	14.667206	18.15058852	11.84186212	8.113639737	8.159163097	4.365276755	14.40803936	6.249552764	8.227827195
('1072885', 'Locus_Tag: BT_0152', 'Strand: +', 'Start: 156800', 'End: 157618')	16.62232772	12.35703581	19.15906567	20.06546851	23.71645133	21.70845744	8.161076344	10.80717371	12.97006513	12.24953468	13.83330922	13.15448133	5.8511825029999995	7.3838580060000005	8.39476299	7.4415148339999995	8.012247133999999	7.063725271
('1074535', 'Locus_Tag: BT_0163', 'Strand: -', 'Start: 169709', 'End: 169975')	4.248965794	4.718360915	4.164719486	6.577770019	8.178793499	11.66520242	3.576201993	5.76523385	7.629919797	3.955201619	6.4142166739999995	4.338737954	5.98266975	1.213358689	2.86113645	2.9139854880000002	3.5109846989999998	5.633519323
('1075056', 'Locus_Tag: BT_0040', 'Strand: +', 'Start: 36478', 'End: 38019')	0.5517869000000001	0.8986917	0.721128471	0.32541497	0.521747732	0.84160426	0.619225637	0.41594180700000005	0.377466849	0.856062607	0.6834663679999999	0.751260074	0.258977436	0.49022209	0.283091878	0.252280845	0.683924792	0.30013961100000003
('1075063', 'Locus_Tag: BT_0050', 'Strand: +', 'Start: 45594', 'End: 46565')	0.437682819	0.648046484	0.508449978	0.6453059210000001	0.709466493	0.400541287	0.613969864	0.395914979	0.449115649	0.27161492600000003	0.271066137	0.23836276399999998	0.35215450200000004	0.222199431	0.505240365	0.13340777199999998	0.261201729	0
('1074983', 'Locus_Tag: BT_0304', 'Strand: +', 'Start: 362872', 'End: 364107')	17.55405559	20.89478032	16.09392274	22.9378062	25.66477817	14.59448009	16.99563957	17.02050026	20.01398865	12.81600525	7.5674822939999995	12.27799655	13.29297772	11.88227635	17.04082552	9.966726255	5.877916738	11.06487987
('1072856', 'Locus_Tag: BT_0134', 'Strand: -', 'Start: 130680', 'End: 131063')	0.7385897570000001	4.921102986	3.861042023	5.226977962	8.979185297	5.069350662	5.905622628	2.3383728440000002	4.168354621000001	4.4689143289999995	4.459885031000001	3.016778733	3.2684339760000003	3.655875009	3.126174759	2.056829482	3.661847323	2.71180828
('1074988', 'Locus_Tag: BT_0306', 'Strand: +', 'Start: 367215', 'End: 368588')	7.069819859	8.16029188	5.9348768210000005	9.586597135	11.87814206	8.406119757999999	16.85226627	12.9770211	17.68613505	9.22304657	5.848636601	7.672366525	11.45963036	5.894591885	9.610598386	5.473796612	3.4966111260000003	5.978872791000001
('1074626', 'Locus_Tag: BT_0305', 'Strand: +', 'Start: 364111', 'End: 367215')	8.540523878	9.95399399	7.958347487	12.72655504	13.25160023	9.153239146	17.41325311	12.93092748	17.62095487	12.45649669	7.043005362000001	9.215311733	13.33900011	9.877247739	13.36470601	6.598464402	4.453183733	8.719708169
('1072879', 'Locus_Tag: BT_0153', 'Strand: -', 'Start: 157983', 'End: 158858')	4.370832535	5.033456935	9.026728383	7.160243782999999	8.659378698	9.185015263	13.08008126	12.30048181	11.7939	9.192118831	6.466598317000001	7.670056615	6.642695204	8.259426785	5.855251355	4.58886185	3.6116850310000004	4.358705546
('1075205', 'Locus_Tag: BT_0257', 'Strand: -', 'Start: 285198', 'End: 288110')	3.018253508	4.5496467119999995	5.386637412000001	7.019546098999999	8.325088792	7.5735716029999995	6.514783007999999	6.913629641	8.492032259	3.7158935910000004	2.849125635	3.738195852	3.2575198160000003	3.3734953739999995	3.685496917	1.8770514719999998	1.857112637	1.871244599
('1072843', 'Locus_Tag: murQ', 'Strand: -', 'Start: 129836', 'End: 130669')	3.0606309360000004	6.193273014	4.444364919	7.069581703	6.614881831	7.313480475	7.298732396	5.998539176	8.374875995	5.064934447	4.738782103	6.250591908	4.514671391	5.049841739	4.84158393	2.798683904	2.669548168	3.468339926
('1075532', 'Locus_Tag: BT_0204', 'Strand: +', 'Start: 219497', 'End: 220006')	1.390286602	2.223180643	2.422614603	4.673533236	3.605759115	4.5803074210000005	7.254956837999999	7.545673715	10.27153909	4.400161801	5.166201665	3.4071853930000002	3.132103575	5.717060647	3.8517147830000003	1.27129759	3.446444539	2.722442822
('1075051', 'Locus_Tag: BT_0055', 'Strand: +', 'Start: 51140', 'End: 52255')	0.38120761700000005	0.225771033	0.44284353	0.44963251299999996	0.205974143	0.5814309	0.213899178	0.459772234	0.521553657	0.23656783899999997	0.11804493099999999	0.519015696	0.102238404	0.09676426800000001	0.09778845800000001	0	0.314997619	0.311031774
('1075490', 'Locus_Tag: BT_0172', 'Strand: -', 'Start: 180505', 'End: 180900')	1.133996395	1.9087914609999999	0.624006792	1.5839327159999999	1.4511814619999999	1.310862393	0.904210163	0.647860875	1.102374776	1.000036773	1.9960324619999998	0.5850722389999999	1.152505644	1.90889511	1.102342615	0.98236632	0.887720563	0
('1075066', 'Locus_Tag: BT_0046', 'Strand: +', 'Start: 42724', 'End: 43656')	0.911956485	0.675135244	0.397277636	0.672280124	0.246374216	0.556378894	0.12792684	0.27497632	0.467888972	0.42445290700000005	0.282396876	0.49665296200000003	0.244583191	0.578718775	0.5848441529999999	0	0.125593906	0.124012669
('1075067', 'Locus_Tag: BT_0039', 'Strand: +', 'Start: 35989', 'End: 36417')	0.661115307	0.58732045	1.152012538	0.292418348	0.267910424	1.5125335309999999	1.9475295819999998	0.8970381340000001	0.678384477	0.615407245	0.307081917	0.27003334100000004	0.797888523	0	0.763160272	0.30226656	0.819434366	0.539411748
('1074834', 'Locus_Tag: BT_0054', 'Strand: +', 'Start: 50011', 'End: 51132')	0.252779382	0.449127403	0	0.335421046	0.102436339	0.346992986	0	0.45731355799999995	0.2593823	0	0.11741367400000001	0.123897651	0.6101500470000001	0.384987249	0.213984155	0.115572508	0.104437713	0.10312283400000001
('1074698', 'Locus_Tag: BT_0052', 'Strand: +', 'Start: 47716', 'End: 48834')	0.50691415	1.0132458690000001	0.220828141	0.112106766	0.20542193399999997	0.46389768299999995	0.426651444	0.6878094	0.260077695	0.471867217	0.470913825	0.5176242329999999	0.815714451	0.386019386	0.585157742	0.521470593	0.104717707	0.310197909
('1074932', 'Locus_Tag: BT_0053', 'Strand: +', 'Start: 48834', 'End: 49958')	0.126052652	0.6718945940000001	0.32947558600000004	0.44603545299999997	0.20432635	0	0.42437597	0.456094056	0	0.234675296	0.35130171299999996	0.411890856	0.202840993	0.671931079	0.29101845	0.115264315	0.312477638	0.20569568
('1075590', 'Locus_Tag: BT_0231', 'Strand: -', 'Start: 252110', 'End: 252481')	0	0	0.664265294	0	0	0	0.320848768	0.344829175	0.782330486	1.0645552740000002	1.062404375	0.622818835	0.920145636	0.580585609	0.293365373	0.348581597	0.314997619	0.933095322
('1075105', 'Locus_Tag: BT_0011', 'Strand: +', 'Start: 8075', 'End: 8923')	0.167030899	0.148386615	0.29105617100000003	0.147759094	0	0	0.140583912	0.302182457	0	0.310965498	0.46550580399999997	0.13644794300000002	0.40317335299999996	0	0.128541718	0.1527354	0	0.20442371
('1075075', 'Locus_Tag: BT_0038', 'Strand: +', 'Start: 35266', 'End: 35703')	0.647530746	1.22241097	0.846255786	1.145639005	0.262405415	0	0.272501693	1.171474458	0.66444507	0.301380945	0	0.793454133	0.520995702	0	0.498319264	0.5921112070000001	0.267532224	0
('1072711', 'Locus_Tag: BT_0062', 'Strand: +', 'Start: 58891', 'End: 59103')	1.997313146	0.591456509	1.160125303	3.53373158	2.158376935	0	0	2.408947477	3.415809165	0.619741099	1.236977863	0.543869969	1.6070149130000002	1.520970751	1.024712853	0.608790395	1.1002733740000001	0
('1074935', 'Locus_Tag: BT_0049', 'Strand: +', 'Start: 44647', 'End: 45582')	0.6197956	0.672971348	0.264002873	0	0.884104399	0.138648907	0.127516818	0.959332449	0.310926219	0.423092481	0.562983515	0	0.243799271	0.576863907	0.11659393	0.41561652	0.375574084	0.247230384
('1074004', 'Locus_Tag: BT_0042', 'Strand: +', 'Start: 39215', 'End: 40375')	0.36643212799999997	0.21702021800000001	0.239444467	0.324153672	0.49497662299999995	0.11177896400000001	0.102804256	0.441951604	0.2506692	0.11369927099999999	0	0.299339285	0.098275675	0.18602743	0.09399820699999999	0.223380455	0.403717879	0.315586072
('1075089', 'Locus_Tag: BT_0009', 'Strand: +', 'Start: 5632', 'End: 6741')	0	0	0.11130932	0.11301574	0.207087517	0.23382950800000002	0	0.46225748899999997	0	0.11892329199999999	0	0.208728475	0.205582088	0.09728731800000001	0.196634088	0.23364388100000003	0.31670030899999996	0.208475351
('1075073', 'Locus_Tag: BT_0059', 'Strand: +', 'Start: 54774', 'End: 55715')	0	0.133736981	0.524642653	0	0	0.275531586	0	0.9532220509999999	0.463418696	0.280265083	0.41954822399999997	0.368930902	0.242246409	0.9171033829999999	0.46340517600000003	0.550625708	0.248787929	0.614139172
('1074964', 'Locus_Tag: BT_0279', 'Strand: +', 'Start: 323675', 'End: 324427')	0.188325675	0.501913293	0.16408146699999998	0.08329845400000001	0	0	0.317013922	0.340707711	0.193244981	0.17530525100000002	0.349902105	0	0	0.143411585	0.14492950699999999	0.172207642	0	0
('1073996', 'Locus_Tag: BT_0067', 'Strand: +', 'Start: 65813', 'End: 66064')	1.1254701059999999	0.9998431459999999	1.4708731519999998	0.99561485	0	0	1.420901685	1.018067089	1.732303219	1.047657572	2.613852033	0.9193992329999999	0	0	1.29918951	0	0.464996485	0
('1075080', 'Locus_Tag: BT_0033', 'Strand: +', 'Start: 29680', 'End: 29970')	0	0.432921775	0	0	0	0.445963495	0.41015718700000003	0	2.00018516	0.907249856	0	0.7961807790000001	0.784179098	1.11328787	0.37502377600000003	0.8912189290000001	0	1.1928228859999999
('1071880', 'Locus_Tag: BT_0014', 'Strand: +', 'Start: 10893', 'End: 13316')	0.09750359800000001	0.103944089	0.050970852000000004	0.155256771	0.14224452	0.053537697	0.049239167	0.052919329	0.24012123800000001	0.217829792	0	0.09558110800000001	0	0.17819954300000002	0.067532128	0	0	0.055688032
('1072708', 'Locus_Tag: BT_0063', 'Strand: +', 'Start: 59156', 'End: 59356')	0.7055185740000001	0	0	0	0.571808815	0.645648641	1.187619319	1.914573928	1.4478952280000001	0	0	0.576339818	0.567652034	0	1.62883461	0	0.5829806679999999	2.014743133
('1075579', 'Locus_Tag: BT_0243', 'Strand: -', 'Start: 267194', 'End: 268021')	9.248428263	7.6075022	11.34064517	3.0301321519999997	2.914981894	2.9779373939999996	7.3516217610000005	8.830625397999999	6.326672627000001	9.884421437	8.43251395	8.394514736	21.35893613	26.47554522	26.75577238	20.98562254	17.69008368	24.733787600000003
('1075540', 'Locus_Tag: nadE', 'Strand: -', 'Start: 220121', 'End: 222046')	21.57326344	19.42685889	22.32428036	4.363956678	3.81918411	4.3123697430000005	12.20824563	12.92088884	12.31500295	19.19073683	15.04797058	11.36789893	43.77905787	49.39680242	58.27735127	50.57962415	43.80527638	66.2022895
('1075046', 'Locus_Tag: BT_0261', 'Strand: -', 'Start: 291941', 'End: 292210')	96.64036644	92.15220999	134.9934692	25.08949422	26.39215353	23.55182767	38.01701397	44.65920962	40.95934723	47.42396608	50.25566175	53.63162193	221.8573366	201.97928249999998	231.1979911	302.5688265	223.50831069999998	284.5456905
('1072153', 'Locus_Tag: BT_0254', 'Strand: -', 'Start: 282585', 'End: 284447')	18.83939091	18.32562752	24.67087721	2.4577738559999998	2.529402278	2.0897806269999997	6.406642057000001	4.613270188	7.185850391000001	8.077591712	7.778419576	7.275246105	38.30828544	40.40165302	46.48211359	42.42367144	42.70779315	50.68382128
('1073684', 'Locus_Tag: BT_0074', 'Strand: -', 'Start: 71009', 'End: 71500')	73.49868803	68.49535213	79.35540028	13.51365034	14.95070853	11.60592802	30.08152835	35.19780727	35.19533126	42.92840782	40.43182828	36.73112058	201.7587625	259.217314	263.2918449	234.83347080000001	266.0346966	316.4217271
('1072884', 'Locus_Tag: BT_0161', 'Strand: -', 'Start: 166150', 'End: 167325')	6.391062388	5.891932827000001	7.879677598	1.066730196	1.07505892	0.551766058	4.668676965	3.817751582	4.330758048	6.173696405	6.049200419	5.861170111	21.24785279	23.96692942	23.10701343	23.04551193	24.11338917	31.09048223
('1075641', 'Locus_Tag: BT_0221', 'Strand: +', 'Start: 241657', 'End: 242916')	4.952068467	6.89891771	5.589317976	1.79210673	1.3682568069999999	1.13295964	3.220710486	4.275881772	5.081422777	6.600242702	5.8550285539999996	5.884155091	15.68093692	21.68349016	17.09155978	22.12663187	19.35935368	22.95710713
('1074957', 'Locus_Tag: BT_0177', 'Strand: +', 'Start: 185638', 'End: 186429')	37.95903721	32.76758675	51.63656201	11.24592228	11.89968799	11.96161934	39.3331421	49.07546124	42.44142887	64.83571745	51.23149985	54.85052243	201.9766142	228.38566490000002	202.142077	252.6318719	182.01970380000003	298.6093535
('1074951', 'Locus_Tag: BT_0176', 'Strand: +', 'Start: 185073', 'End: 185561')	10.58494278	3.864424431	6.569298493	1.539232774	1.410227875	2.38850387	6.346113047	8.919017193	8.332059656	12.68758311	8.08209463	11.84502079	27.76619427	45.93393876	38.38586921	45.87590446	31.15191178	56.31392463
('1075613', 'Locus_Tag: BT_0241', 'Strand: +', 'Start: 266226', 'End: 266609')	54.28634715	42.32148568	84.94292451	29.40175103	28.43408678	31.09201739	84.54365025	117.5867487	102.6931002	90.75333715	81.3071348	87.78826114	311.0954885	424.92516449999994	386.793077	401.8492227	265.48393089999996	425.1512759
('1074953', 'Locus_Tag: BT_0174', 'Strand: -', 'Start: 182956', 'End: 183657')	275.5381685	271.5215067	537.1578463999999	48.42772744	52.5550948	87.50286574	543.561689	609.5872475	505.5660318	726.5908205000001	657.0017617999999	751.9978496	2528.848571	2387.601252	2474.900496	2728.845711	2166.812084	2294.133148
('1075612', 'Locus_Tag: BT_0238', 'Strand: -', 'Start: 262126', 'End: 263370')	19.81912177	21.14848949	24.41295004	2.619786545	2.584851414	1.772033259	8.819862025	11.9518623	10.98655921	12.93541542	11.53370083	12.00314469	51.26011852	73.20694884	65.04087052	46.14044411	45.93044803	54.73859433
('1072876', 'Locus_Tag: BT_0150', 'Strand: -', 'Start: 153863', 'End: 156241')	15.84102722	13.50355624	21.18947652	1.6346665	2.0290920619999997	2.018364416	6.5221716679999995	8.896853623	8.196219015	8.37861831	8.084812442	6.476373412	38.176567799999994	37.13112202	48.99238728	25.4548085	25.95771049	29.18129128
('1075448', 'Locus_Tag: BT_0165', 'Strand: +', 'Start: 175455', 'End: 175856')	51.38526947	44.8138652	67.30891169	5.617050944	5.432183742	6.456486415	12.17309802	13.72111315	16.65079512	10.17947879	8.848084195	12.9676459	127.72170759999999	152.044106	166.1411302	122.2532892	88.90455192	163.7698347
('1072855', 'Locus_Tag: BT_0138', 'Strand: +', 'Start: 135838', 'End: 138585')	9.443627986000001	10.03990967	12.36432671	1.049960639	1.0874355409999998	1.038958622	1.346443955	2.007237076	1.694480005	1.969504736	2.301102925	1.8970137009999999	23.20990352	27.66528458	30.10261809	18.68640912	16.80789698	24.37864328
('1075489', 'Locus_Tag: BT_0188', 'Strand: +', 'Start: 198238', 'End: 198840')	40.21455872	29.24914279	44.05301678	2.496467086	4.57447052	2.152162138	4.750477275	6.594643529	2.654474585	3.940443404	4.806366723	2.689585816	68.30746141	101.1836512	108.9509372	64.51360907	46.0554728	90.95126144
('1075504', 'Locus_Tag: BT_0197', 'Strand: +', 'Start: 211460', 'End: 212059')	22.68947734	18.89703547	18.73892395	1.2544747109999999	1.3408916709999998	1.0814614740000001	3.38174601	4.062087683000001	2.910269408	5.280194161	3.073889991	4.633772135	54.57690479	83.69141559	89.67005999999999	63.97169475	40.0361974	83.88526945
('1072431', 'Locus_Tag: BT_0280', 'Strand: +', 'Start: 324541', 'End: 325758')	0.46571176799999997	0.31029614899999997	0.6424503420000001	0.171657733	0.157270897	0.284127809	0.293979659	0.280846093	0.27876143800000003	0.252882862	0.43263757799999997	0.69747528	0.749412537	0.975269423	0.776527064	1.384023485	1.763779772	2.216548275
('1074833', 'Locus_Tag: BT_0036', 'Strand: +', 'Start: 32315', 'End: 33526')	0	0.103944089	0.203883407	0	0	0.107075394	0	0	0.12006061900000001	0	0	0	0.094140313	0	0.180085675	0.10699039099999999	0.193364875	0.190930396
('1075629', 'Locus_Tag: BT_0211', 'Strand: +', 'Start: 232865', 'End: 234847')	0.214537418	0.190590373	0.321915758	0	0	0.13088792400000002	0.060189480999999996	0	0.073380469	0.133136514	0.265735033	0	0.06712778700000001	0.163372047	0.110067493	0.196176028	0.236367351	0.29173933399999996
('1075551', 'Locus_Tag: BT_0210', 'Strand: +', 'Start: 230133', 'End: 232847')	0.343859099	0.170139055	0.314761437	0	0.021166404	0.107548655	0.065942399	0.05905914	0.107192243	0.048620572	0.24261168	0.08533650300000001	0.157594004	0.07954985099999999	0.301469389	0.143284369	0.053949868	0.294764182
('1075505', 'Locus_Tag: BT_0190', 'Strand: +', 'Start: 200124', 'End: 203564')	0.17171514300000001	0.036611519	0.287249857	0	0.066802425	0	0.06937270599999999	0.074557659	0	0.16623686	0.076569685	0.033665883	0.033158401000000004	0.15691503	0.095145526	0.119334241	0.034053797000000004	0.17292886300000002
('1075212', 'Locus_Tag: BT_0285', 'Strand: +', 'Start: 330174', 'End: 331592')	1.4990405219999998	1.686838966	1.828485017	0.8840554690000001	0.425229917	0.457277579	0.168225147	0.09039919199999999	0.512732454	0.27908003	0.46419359600000004	0.979655842	0.804073705	0.608817045	0.8459838670000001	0.731063308	1.156101198	0.978467822
('1072156', 'Locus_Tag: BT_0256', 'Strand: -', 'Start: 284756', 'End: 285073')	55.29668219	67.74408941	95.19046999999999	37.87093467	33.97407468	35.09648559	19.51729107	19.76586857	21.04911836	21.170589800000002	28.170420399999998	23.31457678	32.29190343	31.92125407	40.83867404	46.48631567	43.11307037	54.94112205
('1072875', 'Locus_Tag: BT_0136', 'Strand: +', 'Start: 131976', 'End: 133586')	1.232358328	1.1730003390000001	2.14742002	0.7008238609999999	0.535072494	0.443056842	0.296351934	0.398126794	0.18064987	0.327758793	0.08177414200000001	0.43144991899999996	0.354121846	0.670322305	0.8129006990000001	0.64393472	0.363684402	0.430926704
('1075099', 'Locus_Tag: BT_0002', 'Strand: +', 'Start: 783', 'End: 1778')	1.281408735	0.758917087	1.116445886	0.125951276	0.6923709140000001	0.39088969	0.119835082	0.12879162	0.438293586	0.13253499400000002	0	0.232619083	0.687337704	0.325267841	0.657421198	0.78115876	0.35294914	0.464673976
('1072866', 'Locus_Tag: BT_0140', 'Strand: +', 'Start: 139919', 'End: 143212')	2.936062452	1.4533239180000002	1.7253958280000001	0.647421678	0.383809742	0.630360058	0.126820005	0.272597199	0.18553630100000001	0.200371667	0.319946916	0.351682767	0.987187212	1.081856245	1.126437535	1.062888149	0.8537640390000001	0.93961056
('1075068', 'Locus_Tag: BT_0044', 'Strand: +', 'Start: 40593', 'End: 41537')	1.0504387659999999	0.399937259	1.045954241	0.265497293	0	0.411985324	0.126302372	0.542969114	0.15398250800000002	0.13968767599999998	0.278810884	0.12258656400000001	0.36221606	0.457095972	0.34645053600000003	0.274438845	0.123999063	0.36731371399999996
('1072833', 'Locus_Tag: BT_0114', 'Strand: -', 'Start: 105527', 'End: 106573')	0.40633018200000004	0.24064992600000001	0.354021045	0.119816114	0.109774185	0.123949739	0	0.12251810199999999	0	0.126079135	0.125824396	0.221288068	0.21795235699999999	0.10314128300000001	0.10423296900000001	0.12385134099999999	0	0.221019713
('1075093', 'Locus_Tag: BT_0008', 'Strand: +', 'Start: 4958', 'End: 5503')	11.42785031	7.152724047	9.956679796	6.433203645	5.6835282760000005	4.51599297	4.153404925	6.813218207999999	6.66270469	6.5277125620000005	5.790687581	5.092057291000001	6.687065717	6.922366881	6.396009897000001	5.462388548	3.4338202000000004	6.357352744
('1072870', 'Locus_Tag: BT_0143', 'Strand: +', 'Start: 146387', 'End: 147763')	1.544762891	0.914889154	1.525349935	0.637714087	0.417333231	1.130940104	0.606746689	1.024721122	0.739719893	1.054505007	1.339385617	1.009536413	0.662879063	1.254773256	1.4265610309999999	1.145737335	0.85097396	0.924286143
('1074696', 'Locus_Tag: mnmA', 'Strand: +', 'Start: 160649', 'End: 161716')	2.390043259	1.297549252	1.503926481	0.8222212520000001	0.53807852	0.607562626	0.558781561	0.600545193	1.089988542	1.2360005059999999	0.7401019240000001	0.542342244	0.7478337190000001	0.404452896	0.8174675570000001	1.699824868	0.6583096310000001	0.75835837
('1072871', 'Locus_Tag: BT_0164', 'Strand: -', 'Start: 169983', 'End: 175358')	9.403830301000001	9.232926554	10.32675525	6.813739129	7.867476642000001	8.69031542	3.21923038	3.770029687	4.520228713	4.64079565	5.023496876	4.740652295	5.666700465	5.388398193	6.194833316	6.512562432999999	5.405584143	5.875584606
('1072860', 'Locus_Tag: BT_0127', 'Strand: +', 'Start: 120368', 'End: 123661')	1.255647432	1.415078551	1.275292569	0.60933805	1.046753842	1.41831013	0.797154315	0.662021768	0.7509802659999999	0.6411893329999999	0.839860653	0.9143751940000001	0.588848512	0.7212374970000001	0.530088252	0.6298596439999999	0.49802902299999996	0.316130656
('1072853', 'Locus_Tag: BT_0126', 'Strand: +', 'Start: 117467', 'End: 120223')	5.657967236	4.638010155	4.727920881	2.275072018	2.417898863	2.259418967	1.385340489	1.5819366730000002	1.5833892319999998	1.723676005	1.4812776269999999	1.55467509	1.6140095369999998	1.605928856	1.702093765	1.17584652	0.93505278	1.4688551680000002
('1072857', 'Locus_Tag: BT_0132', 'Strand: +', 'Start: 127918', 'End: 129852')	1.331370063	1.302121307	1.851703875	0.9076302820000001	0.772163532	0.603606404	0.555142984	0.795512888	1.278412918	0.47753694	0.748899001	0.5388107129999999	0.294827025	0.669698749	0.676787094	0.804169639	0.36334609100000004	0.179385767
('1075523', 'Locus_Tag: BT_0217', 'Strand: +', 'Start: 239643', 'End: 240245')	71.02220311	88.79204061	94.66276164	16.85115283	22.68174966	20.2303241	13.45968561	13.82747837	11.34184595	10.94567612	8.957319802999999	6.916077812999999	70.76728689	81.3050932	69.8589066	40.21348299	44.69518457	43.36494744
('1074826', 'Locus_Tag: BT_0154', 'Strand: -', 'Start: 158865', 'End: 160319')	64.73193528	83.81365558	96.12535137	21.81320287	26.06740804	20.69270615	23.62505399	25.91977816	23.50217563	16.78412233	17.74616902	17.19750483	67.831492	66.42617621	81.68017845	33.86631932	36.07989225	45.88392035
('1074982', 'Locus_Tag: BT_0291', 'Strand: +', 'Start: 339758', 'End: 340723')	9.688829608999999	7.824859406	8.697336897000001	3.246570162	2.97447132	2.552517766	0.8648966779999999	0.929539516	2.410161001	0.8199059259999999	0.954624221	0.599608195	6.378152355	6.372017216000001	7.359384058	3.624382572	4.245620084	5.150377078
('1072837', 'Locus_Tag: BT_0125', 'Strand: -', 'Start: 114979', 'End: 116886')	3.7161748789999995	3.246346065	3.8961178760000004	0.723229655	0.903565816	0.385426521	0.437887941	0.47061591799999997	0.686384294	0.20755480199999998	0.483316036	0.18214513100000002	3.119557338	2.631805522	4.318375196	0.8835118470000001	1.166877973	2.021380502
('1072098', 'Locus_Tag: BT_0135', 'Strand: -', 'Start: 131041', 'End: 131823')	80.23178848	101.8460915	94.83468734	10.25368857	13.50432772	8.950025996	6.097355889	6.7169024	8.362843128	5.057657243	5.383934302	3.1069353389999996	51.29312477	64.40718672	60.62884381	31.13461379	32.17561888	35.90808205
('1075465', 'Locus_Tag: BT_0185', 'Strand: +', 'Start: 194876', 'End: 195175')	164.49871069999998	161.25470259999997	137.96790159999998	21.74422832	11.49335718	9.516860976	26.25826314	33.35187782	32.9830533	36.96135913	25.46937421	30.50566655	155.93401369999998	161.6234219	234.9973986	100.71219509999999	87.10314165	110.30430829999999
('1074968', 'Locus_Tag: BT_0295', 'Strand: +', 'Start: 344839', 'End: 345732')	45.20764151	44.67084446	47.12717064	5.0515760169999995	5.785246902999999	4.645203649	6.942392125	8.60915793	10.41707171	5.906257451	3.2418782260000003	4.535291518999999	60.62257039	52.061774	81.17754591	19.58139577	19.39877955	28.47297582
('1072865', 'Locus_Tag: BT_0128', 'Strand: +', 'Start: 123845', 'End: 124243')	199.030503	160.71162990000002	158.2349854	13.83380633	12.38632478	13.01006285	20.93960378	25.07659986	25.89337444	30.10637022	25.4231503	30.48534299	200.457993	254.6806438	269.41087739999995	157.2967906	123.0527541	191.09979280000002
('1074972', 'Locus_Tag: BT_0289', 'Strand: -', 'Start: 334208', 'End: 336898')	2.555833452	2.676280261	2.4028087609999997	1.2120528609999999	1.5162176880000002	0.868062722	0.620951461	0.858036476	0.75703775	0.392433605	0.636416147	0.430487935	1.045863539	1.377785099	2.324153959	0.55415536	0.32078018399999997	0.467229596
('1072466', 'Locus_Tag: BT_0303', 'Strand: -', 'Start: 360384', 'End: 362600')	12.92082325	14.71758288	12.37205346	5.488680512	7.776290379	4.507308987	4.791457373	3.066599917	5.053918458	2.73893698	2.9116684619999997	2.6126365209999998	10.65326936	9.644477592000001	14.96441287	3.15846059	4.915497353	4.644853394
('1075564', 'Locus_Tag: BT_0076', 'Strand: +', 'Start: 73184', 'End: 74416')	0.5750577179999999	0.510868761	0.400821881	0.203483327	0	0.21050345	0	0.208072106	0.118015791	0.32117969399999996	0.213687173	0.187906413	0.462684748	0.525493544	0.796583349	0.315504512	0.47517889	0.65687489
