Sequence name	locus tag	Name	Start	End	Strand	L Arabinose logFC	D Maltose monohydrate logFC	Mucin from porcine stomach logFC	N Acetyl D Glucosamine logFC	D Xylose logFC	28°C	42°C	Aerobic shaking	bile salts	deoxycholic acid	Gentamicin	peroxide	pH 6	Starvation	L Arabinose R1	L Arabinose R2	D Maltose monohydrate R1	D Maltose monohydrate R2	Mucin from porcine stomach R1	Mucin from porcine stomach R2	N Acetyl D Glucosamine R1	N Acetyl D Glucosamine R2	D Xylose R1	D Xylose R2	Glucose R1	Glucose R2	28°C R1	28°C R2	42°C R1	42°C R2	Aerobic shaking R1	Aerobic shaking R2	Bile salts R1	Bile salts R2	Deoxycholic acid R1	Deoxycholic acid R2	Gentamicin R1	Gentamicin R2	Peroxide R1	Peroxide R2	pH 6 R1	pH 6 R2	Starvation R1	Starvation R2	Control for TYG growth R1	Control for TYG growth R2
NC_004663.1	BT_0735	BT_0735	910477	912150	-	0,8647561721	-0,3051046187	2,3194316568	1,7490515267	0,860183664	-4,2647543933	-0,2086670008	-0,4513401275	-3,5420767572	-4,4087592621	-4,1318593535	0,0001851911	0,120926745	1,6032359853	15,2929528686	16,0310664621	15,3179618896	15,5697066438	60,9548088007	63,9349312597	30,0380765987	29,5594828131	20,0337932407	21,4933897068	14,2101517441	13,186533341	10,5073846168	10,9864041325	39,6155140852	40,4928385773	89,1948170026	71,6640310485	15,9545117973	13,5099477352	7,3830825275	6,3604430604	10,3509913594	7,6787803058	53,0405441436	60,106945801	63,6171564659	55,0681296544	97,6681734777	99,9927008742	64,5241851181	58,5300228603
NC_004663.1	BT_0736	BT_0736	912166	913860	-	0,8356288734	-0,1444995008	2,4407362309	1,7680533922	0,9998567634	-4,1121665641	-0,4278984597	-0,7531787549	-3,5667100244	-4,1169524914	-4,2980642082	-0,0755459119	0,0465041045	1,7464729175	19,4299522768	18,9401789089	21,9915768649	22,3088334001	21,3712001706	17,2105154225	25,8386744426	26,3431660304	17,8219944115	18,2392503306	22,300603102	21,5311364708	18,4929969256	21,0034196651	15,8698920401	18,4813468379	15,5624698736	13,7505746696	19,6739685353	21,4773528098	31,5643711725	37,2350937495	13,5819366391	13,6511649882	12,8805270082	18,8470931749	22,4453015506	20,1916475399	42,9148034978	42,71861493	19,6554765591	19,3212771957
NC_004663.1	BT_0737	BT_0737	914067	915734	+	-0,418457633	-0,2964697856	-0,8821972176	-0,6099613155	-0,6441743889	1,79572079	0,2560027715	-0,2568729235	1,9864692098	2,1591443508	1,4254607805	-0,1026319213	0,1741786395	-1,8329632639	34,118624333	35,7758934946	44,0727324543	42,5726904051	37,7080760516	34,634384342	56,2719888912	50,950542051	36,1969385304	34,5902963319	45,2754104839	46,6164557562	37,4062892358	33,8208911531	36,4178492712	40,2851829949	37,4914046954	36,1726829147	51,5829921298	49,8828839453	69,2248655328	73,9401505773	32,7881113579	31,1417201292	32,4107569841	41,3326213256	48,0781015463	44,7756339928	120,6406298656	111,9755770114	41,8187208171	38,0763631183
NC_004663.1	BT_0738	glyA	916121	917401	-	-0,1037273113	-0,1976928905	-1,8326338412	0,0095964615	-0,351553853	0,9668966264	-0,0700296073	-0,1162231898	0,1037331453	0,2962560306	0,1637945187	0,0190853152	0,2516683057	-1,1021930583	91,4323352356	85,9116611945	113,5858226668	111,683597209	91,8517402252	67,8464120375	139,7165799688	143,0495178625	91,1941671082	87,1787956332	107,9245466403	110,6947662099	85,635184627	88,4297822824	134,834866326	133,522539514	180,8333276218	188,481976215	55,4982097487	52,1922767205	66,5380556833	76,9216082618	110,0914687931	93,6384598407	157,4984765884	156,3799352619	207,9178673224	218,9613726734	349,0263082503	322,8606570541	155,8204848598	165,3986256645
NC_004663.1	BT_0739	BT_0739	917622	918359	-	0,1000168195	-0,0817565926	0,3436592451	0,2824720372	0,0094961372	0,8456157287	-0,2095879398	-0,3141566456	-0,8144095866	0,1421384014	0,357883879	-0,1142703222	0,2041973871	-0,4042977519	22,6372888967	29,7719805725	25,4851471204	27,9325184863	19,6930920741	17,7083402488	29,0499819737	31,2952728229	22,3731958484	22,2567063506	34,4881420066	30,5453682468	25,3753338496	22,7806320983	15,4553799346	17,6507245081	12,0255449023	10,9013564949	30,2450561065	38,6823289853	20,4558800302	16,2986353423	23,1551078386	22,6097420116	14,0324440577	11,4974545237	16,6015544013	17,9626994349	30,5829634122	29,7879406802	11,0477333763	14,0840079192
NC_004663.1	BT_0740	BT_0740	918376	918915	-	0,1827819875	-0,0381474557	0,3450334964	0,4149300918	0,0629342713	0,3903408537	-0,129072046	-0,0368974143	-1,1893337303	-0,6344871093	-0,2818849334	-0,0036225468	0,0639208452	0,1332874191	12,5504476429	11,8840338252	14,6461214559	15,1514160175	7,205993591	6,6850762385	13,0428490494	14,4478991988	11,4843400743	12,4942882221	15,6104221714	15,81353803	20,7520846182	22,0266631873	20,0742291105	20,07337297	21,9932425486	19,1393133915	8,7113592022	7,9674050746	11,9213075673	11,9920853535	13,7614335991	12,7979671764	15,6032400344	16,9551069874	24,902331602	22,5517102394	9,8654720685	10,8996782943	18,7743689892	17,481155558
NC_004663.1	BT_0741	BT_0741	918977	919438	-	0,0147702671	0,0613669683	0,1864740412	0,4100172163	-0,105082777	0,5407714752	-0,1829205517	0,1068303497	-1,3670623364	-0,5287534917	-0,1264380587	-0,046088927	0,2595991597	0,502949934	11,4813354363	12,3792019012	17,4230619154	17,1499156763	9,8712240973	11,0943818426	16,6493944305	14,2947412568	12,1648935601	12,7755101435	17,0625544664	17,2043052183	18,5980707717	18,8492227764	27,0025028743	29,3486556526	27,3950915956	23,7228382814	22,4146208685	23,2671322106	16,7982061175	15,7023438054	18,3086899189	17,4905551411	22,3053028679	22,0489159536	34,8632642428	31,7297318485	11,1338899058	11,9151762721	24,874344473	21,0198510151
NC_004663.1	BT_0742	pyrB	919435	920376	-	-0,1509368713	0,050096192	0,3004498283	0,4492006944	-0,3423251159	0,3818574657	-0,0729423023	-0,1852953325	-0,1694728345	-0,2760996462	0,0450743263	-0,1252166682	0,1755706184	0,1693169904	8,6458639318	9,3462974354	13,8399129353	14,7331253913	7,0579252296	13,7968594709	9,8809462496	9,7000029957	6,3376543373	7,1510717155	14,6250466855	14,5773005293	12,3987138478	14,6485388434	13,7381154974	17,3738503981	15,7553930538	15,2371232826	7,634674357	9,237571101	6,7734702087	7,3542622886	14,7785830391	17,0639562352	13,927724326	13,1711346126	20,3203025872	23,6661842919	16,4894318858	15,8417684526	16,7410438279	17,2688338306
NC_004663.1	BT_0743	BT_0743	920582	922921	+	-0,3961321805	-0,3137922519	-1,1534925633	-0,4507186519	-0,4840027529	0,9182610398	0,2411911027	-0,0026813414	1,2162541613	0,9245576195	0,9129792256	0,0884469808	0,2755803561	-2,3976475235	399,7549989967	445,6512684443	190,2204214771	185,4886543742	1221,7120504004	1095,2146177962	748,1358452854	812,2476192695	425,6862054193	416,9717603122	233,8970232329	230,3007444041	42,4498338519	37,1060414084	585,5279570627	738,2848141299	560,5061463555	558,2609436824	63,4591522406	67,8961475921	35,6284532977	36,3737837517	44,0365875172	43,0864894939	727,6450562331	802,3476808736	867,1987957085	796,2589318836	654,0807981383	756,2751939509	762,0224929441	767,6845924617
NC_004663.1	BT_0744	BT_0744	922791	923312	+	-0,3400848705	-0,314302172	-1,3675985835	-0,4681480422	-0,4531009145	0,9222119772	-0,0139067644	0,0754688921	0,6347957116	0,9437819351	0,6041327615	0,0908400996	0,3872449568	-2,4940473646	285,2205434702	289,1781564128	145,7445847625	145,4257077266	975,5730775346	771,62848072	517,9592024019	578,2733364843	338,4477554478	305,2061338368	161,1866847467	160,6593651972	28,4750123115	26,4966217314	318,1084329835	388,8696873975	295,574389076	268,6317222623	36,7051651777	43,6475234521	27,297084941	27,4956653132	26,3860531183	20,9033463881	397,3590222172	505,3058494455	513,3864683071	468,7346750344	504,6188963013	575,3134543187	484,1347209018	466,8247046997
NC_004663.1	BT_0745	BT_0745	923309	924061	+	-0,2669734832	-0,2505457477	-1,195894013	-0,3695544535	-0,4961288261	1,4826415664	-0,1274332218	-0,5012748594	1,2020921436	1,6808008997	1,1052029747	-0,3916780132	0,2336461684	-2,8990928312	111,698984022	110,3605849495	114,9742928966	126,6955830178	86,7680598151	74,1047812821	96,3392259332	98,1231881984	92,55527408	97,3429593638	151,5922392261	145,2063964382	185,035043102	184,3992536754	60,5779834218	66,5190049108	42,7646382889	46,2688255776	204,2764792691	217,4293297891	226,9112519909	248,3554251244	152,4527513505	132,4589602757	47,0715194325	52,1023888541	63,0859067251	56,9692912734	40,0960971925	43,1925139863	54,425336817	51,9657427874
NC_004663.1	BT_0746	BT_0746	924065	925348	+	-0,275364245	-0,3506027625	-1,2697902768	-0,5223748486	-0,4912022815	1,7490226283	-0,2117716458	-0,3206334555	1,2593513694	1,8431051914	1,2570468542	-0,317136408	0,2128379851	-3,2151910724	836,8824420856	815,9750933197	747,4896665955	801,1659794794	267,2140363135	231,275190719	896,0042059101	891,940801776	700,5872791228	691,404181036	907,7901318554	868,3023145651	1034,1893309093	1057,7106723671	483,7356271486	535,8206212432	481,0217960921	506,3556212808	576,809435713	573,1912868154	668,2028360867	645,9824983228	664,5575781984	532,8220334441	526,8973304219	557,6265443982	631,9879729503	642,1992834457	377,3543066182	449,9333040012	533,6122998264	536,6077791136
NC_004663.1	BT_0747	BT_0747	925432	926601	+	-0,3288093696	-0,2644798901	-1,0828920595	-0,3415238012	-0,7419819554	1,201498828	0,1833900827	-0,098415134	1,2302048552	1,2314549609	1,2268161499	-0,0362102744	0,6002633717	-2,6485245109	13,8054924072	12,9981619963	11,5556554606	12,083951425	15,5471779532	16,21486577	15,1672524931	15,2647415564	13,7386734962	11,4497496569	12,8617431844	12,1563354237	18,8082184641	18,1491087876	9,1192663216	8,6523159353	8,2956967508	8,2379568967	7,438913476	4,1569069954	10,3634094193	12,3233584295	12,8041164792	13,6511649882	9,738935055	9,2416248386	11,953119169	11,7347562002	8,808457204	10,0872799122	10,4377358279	10,1206690073
NC_004663.1	BT_0748	BT_0748	926690	927607	-	0,0549368297	-0,297981427	-0,517803022	-0,2209234649	-1,0755435	1,7668211902	-0,3206933741	-0,2692339412	1,0424012739	1,6906499049	1,1602830474	-0,0965791594	-0,0169982266	-1,9476292891	62,1014742627	59,5439611449	51,6869240369	52,7046189076	65,1007229216	71,1178323244	74,6999536467	68,2063368538	58,0597192643	53,9142597879	52,4323482236	54,7550193025	89,3653061659	89,6145905712	62,7689759796	62,0890191519	68,6886906351	64,4171065605	33,866632404	25,8651990827	40,7085559542	47,2395406466	54,9460138632	57,5908522938	70,1622202887	66,0012104619	67,8007481751	74,9319907083	59,6156383565	57,951084596	68,6755573224	67,872178867
NC_004663.1	BT_0749	BT_0749	927935	932182	+	-0,4617987804	0,0324586194	-0,7095022809	-0,4892215921	-1,1393000228	1,016942822	-0,0294479648	0,2725155356	0,8774069663	0,9723517916	0,6648153735	-0,0010742403	0,7771154266	-0,4138559088	55,5938347442	52,7972961088	55,0013368434	56,9804786426	56,8088946799	65,4284057385	73,4154306342	69,1763371534	51,1691152198	48,6112178416	48,1796750739	59,1333604509	101,7114830907	108,1945387365	60,3411193615	66,7958790208	79,9988120774	75,3804025809	30,5386974279	25,2878508889	46,3982709295	53,599983707	65,8753843159	66,3361298643	68,7485039098	71,0222507285	91,6405802954	81,0943766458	78,5009706018	73,5897534531	74,3519233976	69,9246222322
NC_004663.1	BT_0750	BT_0750	932218	932946	+	-0,2643073093	-0,1389258728	-0,4449758864	-0,5635410747	-0,9250236978	1,3627057171	-0,9738771695	0,2346099706	0,5477024395	1,1753381518	0,0718437028	0,0510500156	0,5911790277	-0,263060843	56,7094300902	61,6484254681	64,9893646252	71,0164529902	82,3753650918	79,3675008741	88,7803020523	90,5673963912	50,3715916035	53,2312922645	61,6118988028	69,7443989987	105,1263830912	123,7586112576	78,8461240725	88,1844040129	84,5003529499	69,991663859	77,3255479744	78,8657632746	66,6622359705	78,3792097965	94,7145625541	85,9596795348	72,5707741195	88,6322760116	113,8866631932	84,5033561006	75,8936672694	71,8295569584	100,3107079567	75,3034393269
NC_004663.1	BT_0751	BT_0751	932954	934390	+	-0,2976776328	-0,1132334568	-0,7808058527	-0,6909977425	-0,9534140615	1,8532837585	-0,9098452132	0,154414849	1,0319711935	1,5042314387	0,44917549	0,1366181039	0,4378945291	-0,6044787912	170,825537362	190,2683332219	189,9964746658	192,2277811304	122,6006032883	90,6752362136	171,4838221611	176,1316333425	171,0741325136	168,6126291579	246,0327002698	229,0645069034	202,3196907966	201,578973863	126,2485441401	126,3584219196	102,3135932597	110,9956297658	254,3912647918	242,1398324842	201,5784734104	204,0862997265	195,8910156677	206,9004693518	115,1393450857	112,0637972561	129,0936870248	129,6067765794	43,9718183622	46,1713080543	108,3084535911	105,4025718291
NC_004663.1	BT_0752	BT_0752	934484	935071	+	-0,5105773076	-0,0143334644	0,0909639742	-0,1528612732	-0,5126657495	0,6934472374	-0,2770182799	0,3762056648	1,2348106667	1,3396156073	0,878058601	0,0267609988	0,5065991684	-0,8745256696	33,9326917753	34,3522852759	34,9804919175	34,5322150338	16,9785054473	16,4993370993	30,8285522986	31,6526413543	31,5181333149	31,6173788771	46,1570622344	40,280738565	44,1310153906	40,4450465859	20,5479572311	23,6727363991	21,9932425486	25,0235683177	33,1814693207	36,1419969326	44,9758421857	40,8790975862	33,9249254379	33,9146130175	22,6718219291	24,8868952348	27,2929554358	31,0741588764	7,6809746819	7,6500847656	21,4854692042	23,1430682894
NC_004663.1	BT_0753	BT_0753	935148	936173	+	-0,0414461433	0,4250991715	0,8845316825	0,2941029453	0,019025535	-1,6930196814	0,5790236837	0,3711699366	-0,7697465409	-0,9543379607	-0,9643978152	0,0037270787	0,5400161962	1,9512417937	86,9234707121	90,863341955	84,2487903928	95,5561697302	52,4161999566	40,7505179219	84,3832809712	81,1737092796	77,4129590191	74,242587249	102,9976692107	110,9008057934	104,7060877065	102,6474817481	34,4045047586	33,5017673016	31,3178629274	21,1213782088	87,3093529028	83,3690791863	107,0885639993	130,7866104297	91,9622758342	65,9095309585	18,7448319876	38,2763359459	50,2031005097	37,0398729223	12,049969455	16,5864669697	39,9887281719	34,1837981155
NC_004663.1	BT_0754	BT_0754	936269	939685	+	0,1414202496	0,806286742	3,8924456836	1,0779188146	1,1615898223	-2,3072127978	1,255915734	0,1441676831	-1,2827017334	-1,678119701	-1,7077999287	-0,1933379746	-0,0391851604	5,3166688422	75,7675172517	80,464812358	71,3494540648	76,9189984939	41,4097850881	36,9101549764	65,6094830971	66,0110730179	67,9277448096	66,5692462508	93,0401906164	96,0144458889	95,8273477053	97,5312641373	23,8640540753	25,818510751	24,5655516186	21,493015362	70,4739171412	67,2033297596	100,1796243864	106,2061481858	76,8246988752	59,5105473703	17,4881952063	28,9619424077	35,1288891132	31,5330599569	9,1607954921	11,1704777551	29,4832148386	28,0264680202
NC_004663.1	BT_0755	BT_0755	939715	941520	+	0,3456007175	0,912377517	4,3307650838	1,2507608752	1,4540157195	-2,947699221	1,8691615768	0,431569056	-1,9593271788	-2,4265825891	-1,6212010029	0,090679575	0,09299403	5,8983944377	223,8163162987	223,1351142697	240,3845071974	226,9459031093	143,7250228565	121,1136684485	218,912364159	224,1211218474	168,4795223487	167,1663449908	274,9197605671	286,446530895	248,5521831106	242,7349054223	130,09758512	112,4108886318	99,8055919164	99,7226361177	263,4452055356	237,6365165725	247,7735402337	253,8214308795	280,3144191824	217,9920409047	94,7451773227	113,737477345	163,6913263972	160,1564770782	45,3107038572	44,208011964	115,2895366448	98,304959798
NC_004663.1	BT_0756	BT_0756	941648	943042	+	0,3877436205	0,9916961617	2,2118278071	0,6560723346	0,958285626	-1,1195964584	1,1139513021	0,9511060013	-0,0970869529	-0,048141668	-0,1742406554	0,3052403319	0,6080130703	3,3953061211	345,1373101803	328,4821224492	240,1605603862	287,3191834982	241,4994975401	211,2910798359	283,7313715561	272,6721894732	147,4674334721	160,2161460762	337,7763441942	310,7076918465	808,4381724171	816,7098954403	177,0558850746	205,371371041	205,9776487812	190,2782224556	475,6989407034	507,9509409147	746,7073558053	794,8566187055	601,6738098823	463,9263101445	210,0154220732	236,7165795286	236,4725408927	235,4818115697	75,3299260084	92,7488152997	239,3223714832	238,2249781715
NC_004663.1	BT_0757	BT_0757	943044	945092	+	0,2757334535	0,5090105182	1,6568546089	0,3853944442	0,7638270415	-1,0731298215	0,498141147	0,5603884365	-0,9204795933	-0,6029425935	-0,2699751105	0,075469142	0,5010922815	2,4596327015	147,2585856769	164,6433852864	222,4239729351	216,8139746068	140,1713821814	122,322671598	150,0915735308	155,8637323463	99,9137586461	95,0530094324	214,3450991178	215,1224950898	130,028884633	124,9613711872	60,7556314671	62,7119858993	74,2754243966	77,919923128	118,9736753961	112,4674281543	126,0542805836	121,1796912238	98,2446694338	101,7438390524	66,2875902131	59,5247962048	98,8456549056	117,0853328128	161,3709359768	160,9902794034	56,5264394837	69,4999787773
NC_004663.1	BT_0758	BT_0758	945316	945888	+	-0,6179227942	-1,2808486587	-0,6934783372	-1,0877174376	-0,3173373275	0,1320190547	0,6508467409	-0,6086503088	2,3654986183	1,5569764549	2,1949872167	0,0017835621	0,3648047789	-0,2894947416	105,0983782246	104,1709839989	115,1982397078	113,0778992965	95,7508737437	88,8261725732	85,2725661337	84,7984472411	68,140417774	64,2391217592	127,0097139462	124,3448886136	98,8219523211	95,1077926375	18,6056719366	19,79649886	42,4430996552	46,2688255776	61,4689166176	48,6127179189	86,6326839691	83,6795790135	42,4211148773	36,0476075469	39,3222592812	38,7857168425	55,3163792653	58,2804372176	108,5906604106	100,8727991216	39,649840645	35,7408241166
NC_004663.1	BT_0760	BT_0760	946776	948464	-	1,6499327619	0,917156917	1,5110919736	2,653598223	1,8796201649	-1,8384609969	-0,0052078393	-1,2790198091	-0,9809142969	-2,2716577174	-1,1072610611	-0,3509556455	-0,1348274169	2,2011706832	81,7173590972	86,3449332611	92,9827160317	97,9729600152	63,521327066	56,6097945302	61,212462016	66,7258100808	54,1890713134	52,4679756207	104,9165583149	101,629024538	94,9342200129	92,6304662155	12,974228903	14,6743278263	27,7809379561	29,9787303608	50,3105464036	55,8873051609	74,5081722955	72,7475675034	36,7968767977	33,7013135645	29,2284406908	27,7976432155	33,1367025851	37,1709875167	68,1422249299	67,6998651822	24,9421219784	26,964859383
NC_004663.1	BT_0761	BT_0761	949431	951479	+	-0,2764053256	-0,2433817207	-1,1791943558	-0,8869780916	-0,3723287889	1,0791262079	0,3880024321	0,008901475	1,6640547359	1,0983536268	0,9692734244	0,0273652904	0,29260438	-1,1370299591	8,8317964895	6,9323530647	11,0629724758	11,2473701725	12,3883862421	11,5922066689	10,8690408745	9,3936871116	7,1458116018	8,6375304429	10,9428540803	11,5897265692	6,882336924	7,7551087994	3,7898249648	3,6685819566	6,1092340413	5,636496824	10,5710875712	10,7386764049	11,6503687589	11,2632845861	9,4734506661	6,6122830411	3,7699103439	5,5304211633	5,378903626	7,4735318817	5,8488155834	6,4314871923	5,4222004301	3,6094693662
NC_004663.1	BT_0762	BT_0762	951512	951697	-	-0,6662373928	-0,0955511897	-0,4031632921	-0,2911055918	-0,124801052	-0,1500017337	0,1622581728	0,5439396422	-0,1949712269	-0,2138158889	0,6960748371	0,1947406731	-0,0335839569	-0,1717553942	4,4158982447	5,5706408556	7,8829277561	5,8560687675	9,1802384105	9,7431430284	6,373210331	6,1773703288	5,146685737	5,222692826	5,1343249002	5,0994796905	2,3641615388	2,2080518109	10,7329027324	11,4210570346	8,5529276578	10,6123053757	4,0865083898	4,6187855505	4,1318168273	3,5114946063	3,7694361598	3,8393901529	7,435100956	7,4224073507	8,8320269415	12,7181156583	19,2376705335	20,3776594199	5,2866454193	9,5544777342
NC_004663.1	BT_0763	BT_0763	952199	953884	+	-0,8106568075	0,1694820994	-0,3674605244	-1,661647692	-0,6519314402	0,8712049099	-0,1069222397	-0,0717607581	1,2050358832	1,0210395643	0,9035549679	-0,5514820639	-0,2755469314	-0,1490998896	9,4825604413	7,6132091693	14,4221746446	12,7811024688	117,2207861553	113,9307673837	16,2047518493	16,6431630347	17,7369252258	17,0741880849	6,793904666	8,7566822967	2,8895307696	2,962020722	32,8648883667	36,4781639834	16,4627780481	15,6087604358	5,9707068689	5,9466863963	5,6219802732	3,4452399911	5,3849087997	2,5595934353	11,4799005957	13,9715903073	14,2109305675	14,0292616024	325,9833842047	294,4267136776	14,3688311397	14,6501991924
NC_004663.1	BT_0764	BT_0764	953934	955268	+	-0,2346018473	0,7739596479	1,7260034316	-0,7770854887	0,1109523742	0,5760723926	-0,0090686034	0,5148293681	-0,2716336505	-0,1574844196	0,0167533933	0,1781925479	-0,3582380119	1,9291987703	3,8581005717	3,2804885038	5,733038368	4,8800573063	61,89257509	51,7026640999	6,0273772122	7,4026338651	8,677056945	6,7895006737	2,748678987	2,8845541683	0,5779061539	0,7001139888	16,0771480929	20,3502470799	6,3021572215	7,123045437	1,1745652857	1,3856356651	0,5080102657	1,3250923043	1,1966463999	2,5595934353	4,8171076616	5,8214959614	4,6484352324	5,9657140459	176,45101471	160,4486804819	5,5577554408	4,3879823668
NC_004663.1	BT_0765	BT_0765	955280	956362	+	-0,1973259347	0,7485645613	1,513618954	-0,8087617983	0,2716020682	0,5198979215	0,4731836263	0,6495263235	-0,3858978766	-0,280221688	0,0124215797	0,1985770672	-0,1210003668	2,0619829895	12,2715488064	10,2128415685	17,8261661756	16,4062878963	40,7187994013	39,0436899461	11,560707112	15,5710574404	17,9070635973	15,5475547973	8,1423132256	9,0657416719	5,0435446161	4,8469429996	22,5613017436	24,0188290365	19,4209334786	22,1743501429	6,9495112737	13,2790084576	12,3954504819	8,414336132	10,251270826	8,5319781176	12,98524674	13,6077468097	16,4023357485	16,3893243019	95,9769496945	85,2341302645	9,556628258	11,960790645
NC_004663.1	BT_0766	BT_0766	956514	957317	+	-0,051931931	-0,1339315406	-0,8170897349	0,0742206521	-0,4467837366	-0,1065630569	0,3617129018	0,1130615518	-0,0429511821	0,7040433477	0,6335378492	0,0175608087	0,300222974	-2,2296829118	29,2378946941	24,0775476979	32,3379195447	30,3957855076	71,02345738	67,9886477022	29,2476008987	28,3342192768	40,9182783387	33,9475033687	20,848470807	23,2309630343	6,6196523086	6,5164455884	18,5938287336	20,4886841349	19,2923180251	21,493015362	8,4177178808	6,1198908544	8,1281642504	10,0707015123	11,1288115193	11,9447693646	13,4041256671	15,7908077952	19,4791571642	19,6671891623	125,2210276117	117,3238663608	13,0810585376	14,5794252832
NC_004663.1	BT_0767	BT_0767	957437	958429	+	-0,1646629804	-0,3839583263	-0,3366682739	-0,1797801632	-0,2937637769	1,0217418213	0,4624758572	0,3471266807	1,5602918953	1,7235557106	1,8304898969	0,001231303	0,1911341242	-2,7081456111	0,8366965095	0,9903361521	0,6270510715	0,5112440988	0,6416295663	1,1378853172	0,6916662375	0,6126317681	1,3185723789	0,9240148846	1,3484085597	1,4422770842	0,4202953847	0,6462590666	0,769808196	0,7614038023	0,3215386338	0,3096976277	2,8385327737	2,1939231365	1,7611022543	1,1263284586	1,7949695999	3,1994917941	0,5235986589	0,4366121971	0,5976559584	0,6555729721	1,2684178374	1,0154979777	0,4066650323	0,5661912731
NC_004663.1	BT_0768	BT_0768	958413	959009	+	0,1090242123	-0,0388596709	-0,2699344051	-0,1822946085	0,0290381213	1,0062135633	0,4194722199	0,4364545568	1,1500430738	1,5095063484	1,6127578408	0,1293588684	0,0609217562	-1,8308378926	0,5113145336	0,3094800475	0,3135255358	0,185906945	0,2961367229	0,4978248263	0,988094625	0,7147370628	0,4678805215	0,5222692826	0,2074474707	0,0515098959	0,3677584616	0,2692746111	1,1843203015	1,1248010716	0,5787695408	0,3716371532	0,4894022024	0,6928178326	0,1354694042	0,3312730761	0,4986026666	0,6398983588	0,9948374519	0,8004556947	1,1953119169	0,9178021609	0,5637412611	0,6769986518	1,1183288387	1,2031564554
NC_004663.1	BT_0769	BT_0769	959290	959961	+	-0,3047660168	-0,0414899219	-0,2639254375	-0,0467404352	-0,3776108965	0,3507027342	-0,5726845462	0,194621961	-0,681115724	-0,1793559675	-0,1666984676	-0,0419646545	0,3326330763	0,2425791985	48,6213638315	50,5690397665	51,4181878634	50,0554449414	28,5771937616	24,3934164873	33,3975983235	31,5505360596	45,4694797755	47,3256319152	61,3007275967	58,8243010757	37,1961415435	38,8293989194	23,3429531426	23,7419549265	17,4273939493	18,7676762383	57,4558185582	56,5801229935	39,015188402	38,030149132	34,3437516778	36,2609069998	20,420347696	16,1546512928	21,5156145041	22,5517102394	26,989112873	27,6215449944	17,5769663942	18,4012163769
NC_004663.1	BT_0770	BT_0770	960001	960447	+	-0,1968219381	-0,0252813051	-0,1614507782	0,020648887	-0,3588363356	0,509074332	-0,6793749986	0,2241164934	-0,8064868913	-0,2020621545	-0,1434862302	-0,0261571013	0,3145900707	0,0078903594	2,4171232497	2,5377363898	3,2696234443	4,08995279	1,924888699	4,1959521071	3,5571406498	2,8589482514	2,9774215007	4,218328821	4,6157062234	3,2451234394	2,7844569235	4,0929740886	4,4412011306	4,0838931215	6,3021572215	4,831282992	3,5236958571	3,1176802466	3,9963474231	2,5839299933	4,4275916797	9,1718764764	4,8171076616	3,8567410744	2,9882797922	4,4578962101	3,5233828816	3,4526931243	3,4566527742	4,1756606394
NC_004663.1	BT_0771	BT_0771	960466	962478	+	-0,1531170488	0,0639162201	0,1423732599	0,1442615582	-0,2471878847	0,5431079248	-0,8260811557	0,0161112132	-0,7170431325	-0,1326074532	-0,2930963751	-0,0973200357	0,1750466769	0,7907309466	1,3480110431	2,2282563422	0,8509978828	0,9760114613	0,5922734458	2,7024776283	1,3339277437	0,8678950049	1,1909686003	2,0890771304	2,4893696486	1,7513364593	2,521772308	1,9387771999	0,7105921809	1,1767149672	1,2218468083	1,5484881385	3,1321740952	2,5788219324	1,4224287438	1,9876384564	1,7949695999	10,0250742882	2,6179932944	0,2183060986	0,7304683937	0,9178021609	1,1274825221	0,5415989215	1,0166625806	0,495417364
NC_004663.1	BT_0772	BT_0772	962540	963016	-	0,9263749159	0,0394904433	2,7475187869	1,8838863011	1,2794858803	-2,2302759795	-0,3391390616	-0,4511525588	-2,0076014833	-2,5222252187	-2,4817121777	0,0152397349	-0,4099275396	2,3460046818	6,554122658	5,9420169126	12,9889150526	11,712137535	8,4892527237	8,5341398789	3,3595217249	3,5736853142	6,2525851515	7,7135155583	10,5798210065	11,3836869858	6,9874107702	6,3548808218	3,3753128593	3,3917078466	3,1510786108	3,7783110579	8,6134787617	8,1983443521	7,5185519316	7,2880076734	6,2823935996	7,6787803058	2,6179932944	2,3285983845	2,7226549218	3,2942541847	11,6271635092	8,1916836871	2,9822102366	4,3172084577
NC_004663.1	BT_0773	BT_0773	963212	964909	-	-0,3023108989	-0,0204210258	-0,3519553997	-0,275741095	-0,3793167837	0,5291706584	-0,4397572468	0,3245315471	-0,8094513017	-0,2087703513	-0,1322160524	-0,1555876504	0,2997739041	-1,2065009657	16,4085482146	13,8647061294	30,591134417	30,3957855076	58,338934415	59,6678613202	9,9303509808	10,8742138846	20,7994159123	17,716981048	17,3218638048	18,3375229273	13,0291569248	13,3560207101	9,5337784271	8,029349188	12,1541603558	13,1311794143	7,9283156784	6,6972390482	7,1798784212	8,6793545929	10,4706559993	6,8255824941	9,6342153232	10,4059240309	7,902339895	5,9001567487	70,1153193436	65,736569092	9,7599607742	7,9266778239
