Sequence name	locus tag	Name	Start	End	Strand	28°C	42°C	Aerobic shaking	bile salts	deoxycholic acid	Gentamicin	peroxide	pH 6	Starvation
NC_004663.1	BT_0957	BT_0957	1167858	1169027	+	-3,0820751631	-0,7565966644	-0,7818352252	-2,1797198567	-3,222418386	-2,9385958997	-0,1100719128	-0,3708753014	0,6659594079
NC_004663.1	BT_0958	BT_0958	1169220	1173209	+	-1,3063190168	-0,0277570612	-0,3869275145	-0,5120116104	-0,3233704841	-0,0648825279	-0,0045171093	-0,2816783695	-0,0287728573
NC_004663.1	BT_0959	BT_0959	1173269	1173778	-	-0,015213553	-0,3141279806	0,3353630232	-0,8281357192	-0,2988358029	-0,5389167125	-0,0061754605	0,2518060046	-0,6584868693
NC_004663.1	BT_0960	BT_0960	1173791	1175632	-	0,2654652636	-0,6293937979	-0,2342239049	-0,7701355416	0,2933784504	-0,6469270281	0,0385710667	0,4406462731	-2,2188140441
NC_004663.1	BT_0961	BT_0961	1175706	1176140	-	0,3452511997	-0,6164338536	-0,0661826034	-0,9797857867	0,0933883802	-0,3691399409	0,1529933748	0,3976244754	-1,8096202779
NC_004663.1	BT_0962	BT_0962	1176140	1177543	-	0,1817175106	-0,3006315693	-0,1962731367	-0,7919133421	-0,0168939078	-0,5472378903	0,0644118319	0,4402639571	-1,8802998082
NC_004663.1	BT_0963	BT_0963	1177563	1179071	-	0,4773603719	0,1167759545	-0,1713339082	-0,2658135132	0,1667445512	0,2628591444	-0,0231520567	0,2692184202	-1,064634118
NC_004663.1	BT_0964	BT_0964	1179568	1181970	-	0,9601133398	-0,4677993872	-0,4347653585	-0,0608901747	0,9499034582	0,529794466	0,1740118909	0,8143582769	-2,4367966029
NC_004663.1	BT_0965	BT_0965	1182131	1183105	-	0,4158743429	0,2745393776	0,0321165601	-0,4357896503	-0,0159879291	-0,4816749245	0,1275952912	0,9447712622	-0,9766004838
NC_004663.1	BT_0966	BT_0966	1183169	1183720	-	1,1491252795	-0,7190267056	0,3070228381	-0,6943570603	-0,001415313	0,1775951989	-0,1950405363	0,4987348235	-1,8495828581
NC_004663.1	BT_0968	BT_0968	1184080	1187214	-	0,4348556554	-1,4014375039	-1,4387841389	-1,4175136062	-1,7601171955	-1,310870839	-0,4527316317	-0,1725635149	-0,4064600804
NC_004663.1	BT_0969	BT_0969	1187356	1188444	-	-0,1612649561	0,2430415302	0,1677750255	0,0629064914	-0,095417979	0,3564220815	-0,0365036215	0,1538114319	0,4945115924
NC_004663.1	BT_0970	BT_0970	1188745	1189365	+	0,4012791432	-1,1785737291	-0,0177064319	0,7143016382	0,3783299011	-0,0534982358	-0,0517112417	-0,0368700787	-2,6513831273
NC_004663.1	BT_0971	BT_0971	1189438	1190235	-	-0,8418942874	0,9063151186	0,482826495	0,7115131951	0,2512484224	0,5058666498	0,2712595108	0,8152762447	1,7601836294
NC_004663.1	BT_0972	BT_0972	1190382	1191191	+	1,610489875	0,0218084178	0,2256779014	1,6956465155	1,4419162134	1,4132034861	-0,1691705269	0,2611583313	-1,0584877799
NC_004663.1	BT_0973	BT_0973	1191305	1192033	-	1,5348639626	-0,0781075444	-0,1742853123	0,3018539765	0,7161693914	0,9222634246	0,0519489646	-0,0109826011	-4,5485251202
NC_004663.1	BT_0974	BT_0974	1192047	1192541	-	1,4359639782	0,1530460517	-0,1747109023	0,6149567422	0,6690199178	1,0087329123	0,0748777648	0,0451165822	-5,2282056123
NC_004663.1	BT_0975	BT_0975	1192543	1193310	-	1,310442289	0,1838343668	-0,2076340227	1,0552594576	0,7864061626	1,1137670831	-0,0052383488	0,0024043741	-4,0806231535
NC_004663.1	BT_0976	BT_0976	1193416	1194669	+	0,9354812314	0,3051773348	0,0566921007	0,2593603445	0,4863561593	0,5734569931	0,1284793415	0,1536169282	-0,4092723664
NC_004663.1	BT_0977	BT_0977	1194776	1195027	-	-2,6484001616	-0,2756482213	0,5687283487	-3,2024138053	-4,6760767777	-2,1215581278	0,0752511193	-0,0718858282	3,6960305029
NC_004663.1	BT_0978	BT_0978	1195110	1195601	-	-2,854121233	-0,0332144898	-0,6970968171	-2,4757256516	-2,5470932251	-1,4183999326	-0,6559368948	-0,645567357	3,2393161186
NC_004663.1	BT_0979	BT_0979	1195838	1198933	-	0,0553750883	0,3276185466	-0,1443209831	0,500254062	0,3519285105	0,4262679866	0,0136916068	0,1826885948	-0,0883675597
NC_004663.1	BT_0980	BT_0980	1199001	1200683	-	-0,3048001392	0,0379532013	0,309240292	-0,0797422249	-0,1944897326	-0,1653569108	0,0311256345	0,1465402581	0,8182005713
NC_004663.1	BT_0981	BT_0981	1200747	1205165	-	-0,2879441006	0,5547641166	0,4779776268	0,4898567894	0,3984731662	-0,1135230464	0,0132335812	0,3479109932	1,6971325466
NC_004663.1	BT_0983	BT_0983	1205904	1208552	-	0,4822084835	-0,944145102	-0,1785171576	-2,2792668712	-1,629844134	-0,8602505713	-0,3487374575	-0,1908630338	0,2225786463
NC_004663.1	BT_0984	BT_0984	1208581	1210992	-	0,210459904	-1,2663678061	-0,0530031087	-1,6070591526	-2,7663334399	-1,2037451113	-0,1445289833	-0,4163360376	-0,5567489234
NC_004663.1	BT_0985	BT_0985	1211002	1212435	-	-0,1470524034	-1,704320732	-0,0715685779	-1,684045159	-1,5396597944	-1,008511278	-0,3619215586	-0,602343727	-0,7325565363
NC_004663.1	BT_0986	BT_0986	1212438	1215755	-	-0,0067692382	-1,5450995706	0,0966325558	-2,2046793129	-2,9022237101	-0,9487250959	-0,0022231469	-0,3793826996	-1,7600930795
NC_004663.1	BT_0987	BT_0987	1215879	1217393	-	-0,1069109799	-1,6111535342	0,106628923	-2,0043023394	-3,1735756446	-1,295320412	-0,066844295	-0,205107213	-2,2474911548
NC_004663.1	BT_0988	BT_0988	1217557	1220208	-	-1,1155800451	-1,1378169419	0,2068653088	-3,7119891215	-4,9140007611	-2,1150043727	-0,0673695063	-0,1028744472	-2,0918188802
NC_004663.1	BT_0989	BT_0989	1220329	1221696	-	0,8000191953	0,3734749157	0,5199969014	-0,0975148859	0,0482999847	0,2189767747	0,1383559708	0,623976026	0,2577624177
NC_004663.1	BT_0990	BT_0990	1221693	1222379	-	0,0155921538	0,5370379876	0,4798192294	-0,4723357667	-0,3042389883	0,0386840459	0,0476985593	0,3671892761	0,7263660036
NC_004663.1	BT_0991	BT_0991	1222442	1222918	+	0,735948797	0,5708686758	0,4103661599	0,5282809937	0,7246820905	0,7209005715	0,0649780743	0,367036348	-0,7116046152
NC_004663.1	BT_0992	BT_0992	1222940	1225792	-	-1,5512858264	0,6535554477	0,0907873873	-1,9102853397	-1,7296333698	-1,1028821924	0,3619418704	-0,2096533729	0,9533149492
NC_004663.1	BT_0993	BT_0993	1225844	1229122	-	-1,851025465	1,0900769526	-0,4235680765	-1,4749935525	-1,5604488685	-0,5141675167	-0,0178095685	-0,4117621888	0,8945880418
NC_004663.1	BT_0994	BT_0994	1229478	1230977	+	-0,7021728212	-0,4603340096	0,1365362243	0,7694142731	0,9458001721	-1,245045457	-0,0031481433	0,179867919	0,3560842428
NC_004663.1	BT_0995	BT_0995	1230974	1231819	-	0,7328653856	0,4911788668	0,208837634	1,8408435749	1,2076178881	0,8895272355	-0,002248642	0,4760808707	-0,6635109121
NC_004663.1	BT_0996	BT_0996	1232033	1236289	-	-3,3067658272	0,1136240156	-0,2250992271	-2,8966454021	-2,8815905113	-2,9588929951	0,2276782991	-0,1025137743	1,7802356735
NC_004663.1	BT_0997	BT_0997	1236402	1239023	-	-3,2287917195	-0,2235896712	-0,8124411613	-2,4290291177	-2,0587861872	-1,54609754	-0,0103422036	-1,0776075468	1,9218209576
NC_004663.1	BT_0998	BT_0998	1239321	1241753	+	1,2421372299	-0,0091222424	-0,0532163732	0,8299082781	0,4133975828	0,256723827	0,0720084487	0,6111583713	-0,9677336332
NC_004663.1	BT_0999	BT_0999	1241793	1242338	+	0,9447784886	0,1929153943	-0,6594942885	1,0969360446	1,0718674405	0,6784784198	-0,5985010965	0,1260613585	-0,9662882989
NC_004663.1	BT_1000	BT_1000	1242821	1245229	-	-3,7981654185	-0,111337453	-1,0044499652	-3,9823313221	-3,4459235825	0,3075486143	0,0371656359	-0,2944243568	0,2661699919
NC_004663.1	BT_1001	BT_1001	1245435	1247624	-	-0,7004056933	-0,6836906336	0,0956718308	-0,1471205558	-0,4692964887	0,0809982106	0,0989582931	-0,0318411445	0,2811201779
NC_004663.1	BT_1002	BT_1002	1247645	1249504	-	-0,5993919971	-0,4600105492	0,4159533379	0,5790511424	0,3867058976	0,1724810638	0,2371171659	0,1096453469	-0,0463492585
NC_004663.1	BT_1003	BT_1003	1249524	1251620	-	0,4045711277	-0,0640990829	0,2359701863	0,9347349855	0,7114533634	0,7221751381	0,0548220646	0,2965687545	-0,6695528513
NC_004663.1	BT_1004	BT_1004	1251756	1252529	-	-0,0606013792	-0,3181621714	0,364677675	-0,0813531861	-0,4097845279	0,2925651322	-0,1155865364	0,3325248047	0,8102738393
NC_004663.1	BT_1006	BT_1006	1253227	1253955	-	-3,3526919147	-0,4761845301	-0,3258053078	-3,5398268177	-3,8595094467	-3,4010291584	0,1402810647	0,0995025627	2,500672574
NC_004663.1	BT_1007	BT_1007	1254189	1254980	-	-0,1959838782	-0,0205074055	0,0737855992	-0,5667445287	-0,5333012027	-0,3247395631	-0,0074352873	0,3703220656	0,7455632814
NC_004663.1	BT_1008	BT_1008	1255047	1255835	-	-1,9735896856	-0,0624202962	0,033111548	-2,5326892652	-3,3390637573	-2,9462166492	0,0312602938	0,3580444882	0,8263247758
NC_004663.1	BT_1009	BT_1009	1255841	1256779	-	-1,4807293601	-0,0423124932	0,0998543218	-2,7091870447	-2,8340758524	-1,9880590063	0,1603347771	0,3690099509	2,2414665373
NC_004663.1	BT_1010	BT_1010	1257062	1259536	+	-2,2740324214	0,6184684339	-0,5349712648	-1,7398769	-1,4938887375	-1,438959204	-0,9356397523	-0,4711802836	2,6839917136
NC_004663.1	BT_1011	BT_1011	1259550	1260752	+	-3,2279257028	-1,6301724788	-0,2973836363	-2,402415717	-0,8672721332	-0,7398823112	-0,1721120398	-0,2340641124	3,7589220357
NC_004663.1	BT_1012	BT_1012	1260789	1262240	+	-1,6328846229	0,6330900771	-0,4419361587	-1,6385575299	0,2328550625	-0,3305933589	0,0571027463	-0,2152431499	3,1999786435
NC_004663.1	BT_1013	BT_1013	1262233	1266105	+	-1,9307546837	-0,0941824643	-0,080333315	-1,2731404769	-2,0751289929	-1,3898734881	-0,2824489151	-0,5077129351	2,2168029925
NC_004663.1	BT_1014	BT_1014	1266184	1267704	-	-1,2587122336	-0,1111108316	0,3514921565	-1,6588277806	-1,8957268879	-1,1290226578	-0,1897933435	-0,5075436605	1,2594151428
NC_004663.1	BT_1015	BT_1015	1268256	1269143	+	-0,0233914053	0,2002334088	0,1808080749	0,6040937335	0,2876668846	0,462058065	-0,069063074	0,3173877475	-0,540781654
NC_004663.1	BT_1016	BT_1016	1269131	1269913	-	-3,3484037781	-0,7799495161	-0,0562694529	-2,9402845747	-3,6953862821	-3,4385904743	-0,1128300471	-0,2016705792	2,1715127471
NC_004663.1	BT_1017	BT_1017	1270084	1272045	-	-0,3662995835	-0,260171132	0,0130702062	-1,1094695383	-1,0243567101	-0,896896942	-0,0306453758	0,0484484847	-0,1487406594
NC_004663.1	BT_1018	BT_1018	1272083	1273420	-	0,0007555704	-0,2980585623	0,2154844812	-0,545898659	-0,1164502181	-0,1948772798	0,1890659581	0,216839633	0,0219064354
NC_004663.1	BT_1019	BT_1019	1273457	1276228	-	-0,4842118556	-0,0695304365	-0,1301080943	-0,3317491632	-0,7559077663	-0,4314984977	0,0423862182	0,0663464741	0,2791148854
NC_004663.1	BT_1020	BT_1020	1276351	1279680	-	-2,0364245575	-0,4232416468	-0,696278964	-1,5032070846	-2,2037986454	-1,3838898362	-0,1405585379	-0,5316736301	1,0180086967
NC_004663.1	BT_1021	BT_1021	1279732	1280583	-	-2,2563345734	-0,0650272864	-0,8991529937	-3,0101792429	-2,1046177447	-1,6597310346	-0,1714290572	-0,1350980049	0,9850431415
NC_004663.1	BT_1022	BT_1022	1280905	1281573	-	-2,8489142222	-0,2056042227	-0,4046212324	-3,1212867313	-2,8853393973	-1,857940263	-0,1529390809	-0,3591958177	1,4571483838
NC_004663.1	BT_1023	BT_1023	1281647	1283386	-	-2,1531109215	-0,4262010041	-0,6148331511	-2,1843637015	-2,3491689251	-1,7498588684	-0,2739139967	-0,130806822	1,1477264071
NC_004663.1	BT_1024	BT_1024	1283613	1285910	-	-2,633208401	0,2396353274	-0,1808832499	-1,8874078554	-1,9339716858	-1,6455082155	0,2957027902	-0,1808141318	1,4697980377
NC_004663.1	BT_1025	BT_1025	1285897	1289205	-	-2,5726690538	0,1191289627	-0,3788116974	-2,1689530637	-2,5385262748	-1,7499533275	0,1028267314	-0,5332732193	1,5290044698
NC_004663.1	BT_1026	BT_1026	1289238	1290683	-	-1,3441902569	1,2722330004	-0,6052355277	-1,5652424169	-1,7980795872	-1,6980614732	0,4663606678	-0,1155462303	2,230076764
NC_004663.1	BT_1028	BT_1028	1291332	1293506	-	-2,5425301634	0,5214388018	-0,4742945936	-1,6236546307	-2,1424140518	-1,6303909551	-0,0596834604	-0,3131155056	1,200680257
NC_004663.1	BT_1029	BT_1029	1293560	1296868	-	-2,4417739501	0,925686829	0,1078169567	-1,8586846514	-1,6884268986	-1,2491072774	0,0919812656	-0,1820710518	1,9095900912
NC_004663.1	BT_1030	BT_1030	1296898	1298373	-	-2,8842621307	0,6174024159	-0,0633394282	-3,0059175885	-2,9292762366	-1,6976009854	-0,1525427467	-0,2994010628	2,665237029
NC_004663.1	BT_1031	BT_1031	1298901	1299794	-	-2,6937934001	1,540358158	-0,0181897974	-1,9531330295	-2,374165292	-0,5391398721	0,398533573	0,286873174	1,2064171391
NC_004663.1	BT_1032	BT_1032	1300094	1302364	-	-1,0968480795	-0,3250627982	0,237500068	-0,2838377626	-0,5359248679	-0,8609981485	0,0874997927	0,4009154572	2,1667878641
NC_004663.1	BT_1033	BT_1033	1302372	1303340	-	-1,5365864025	0,0517404872	0,2335951258	-0,3983823929	-0,8857350775	-0,8603785013	0,0339760992	0,3322618329	2,1471240477
NC_004663.1	BT_1034	BT_1034	1303393	1304724	-	-0,6683330231	0,3163207754	0,4322234405	3,0115006639	1,4302833853	-0,3043630928	-0,3958865598	-0,2255299582	5,6701626224
NC_004663.1	BT_1035	BT_1035	1304823	1307027	-	-0,3506978657	1,0592445495	-0,0385116956	2,8732820761	2,0527666642	0,5809012514	0,2734099901	0,5388286007	2,9415447058
NC_004663.1	BT_1036	BT_1036	1307194	1308543	-	-0,4208067716	0,1087190481	-0,6997246905	2,4485700591	1,145663053	0,7828515527	0,3155310593	0,5488820356	5,5594436809
NC_004663.1	BT_1037	BT_1037	1308560	1309747	-	-0,4148908332	0,3237445887	-0,5281731796	2,5091445843	1,1748772373	0,540617505	0,2896912695	0,5960653707	6,3978046036
NC_004663.1	BT_1038	BT_1038	1309791	1310813	-	-0,6012775956	0,2457231998	-0,9313782022	2,7475696404	1,3482039669	0,5504587503	-0,0561159373	0,4353084627	5,8650335722
NC_004663.1	BT_1039	BT_1039	1310840	1312423	-	-0,2074917928	0,4975444351	-0,8365544141	2,7321420745	1,4710702728	0,6315928209	0,1155517806	0,3464965003	6,2548337724
NC_004663.1	BT_1040	BT_1040	1312432	1315194	-	0,01112885	0,6549351423	-0,9295099028	3,5499392708	1,8893013336	1,0492759493	0,2415048218	0,3363903153	6,7819970821
NC_004663.1	BT_1041	BT_1041	1315995	1317236	-	-0,7367002389	0,3649803102	0,0410937202	-1,1256144097	-1,1305711395	-0,3002615753	-0,0254933785	0,1630111095	-0,1137525821
NC_004663.1	BT_1042	BT_1042	1317605	1320898	+	-0,5177387439	0,2603546648	-0,4163416031	3,6725239205	2,6885326468	0,6885550802	0,0939436269	0,1618762158	6,6520406226
NC_004663.1	BT_1043	BT_1043	1320919	1322559	+	-0,8021583072	0,1281547163	-0,3634995406	2,4009023365	2,4506283405	0,9879503174	-0,0440480358	0,4493536652	5,8828617307
NC_004663.1	BT_1044	BT_1044	1322591	1323685	+	-0,6516416877	0,2861570187	-0,4661191339	2,5463655158	2,4484946047	0,8635788172	0,1202070706	0,6360237649	5,7021275426
NC_004663.1	BT_1045	BT_1045	1323695	1324885	+	-1,4355378939	0,2900876692	-1,024155772	1,7597658864	1,7525270914	-0,017379059	-0,2013757798	0,13150438	5,3799808475
NC_004663.1	BT_1046	BT_1046	1325075	1327897	+	0,7920436813	-0,0103719879	0,1209105267	3,6326847141	2,4639945345	1,1465318813	0,0433602727	0,6514742733	6,9781017463
NC_004663.1	BT_1047	BT_1047	1327916	1329460	+	0,8611167771	0,2611118688	-0,2474073963	2,5971399246	1,825927672	0,2409283828	-0,3858003901	0,542185058	6,5610341229
NC_004663.1	BT_1048	BT_1048	1329485	1330612	+	-0,4706920571	-0,2244261035	-0,4487406303	1,9822975434	1,6055215036	-0,4857568604	-0,0114763288	-1,0949416425	5,6568942429
NC_004663.1	BT_1049	BT_1049	1330619	1331800	+	-0,7755190356	-0,6970075111	-1,5515066518	1,0153075668	1,2101075508	-1,14141987	-1,3980658636	-0,067699285	5,6935380512
NC_004663.1	BT_1050	BT_1050	1331829	1332734	+	0,0343618288	-0,5844029465	-0,965469558	1,5987395763	0,9055368024	-0,0576230185	0,1695327774	0,6136889798	6,6935113892
NC_004663.1	BT_1051	BT_1051	1332865	1335186	+	-0,5312067522	-0,5433295124	-0,2320573885	-1,5771154334	-1,4721366671	-1,0721042745	-0,1468546023	-0,0869661288	1,3849000947
NC_004663.1	BT_1052	BT_1052	1335246	1336238	-	-0,7344361009	0,1413640975	0,2547399139	3,109236477	1,0149548446	0,1203504894	0,034094173	0,3324517598	-0,155589916
NC_004663.1	BT_1053	BT_1053	1336402	1337010	+	0,1399213372	0,2034311774	0,1683604624	-0,125888062	0,2960159545	0,2159392934	-0,1466887423	0,2555542646	0,1913522778
NC_004663.1	BT_1054	BT_1054	1337030	1340203	+	0,4012535905	-0,6846472957	-0,2533614659	-0,358434122	0,3671262803	0,0215375091	-0,2410643379	0,3247097775	-1,1726471992
NC_004663.1	BT_1055	BT_1055	1340203	1340829	+	0,2649136348	-1,5678129208	-0,2579998607	-0,5190253441	0,1462200005	-0,3812435012	-0,353467224	-0,108315686	-1,3987896772
NC_004663.1	BT_1056	BT_1056	1340826	1341635	+	0,231360238	-1,5267401859	-0,1988623696	-0,6143314295	0,0558048901	-0,4894576337	-0,1790007108	0,2017697769	-0,4598680018
NC_004663.1	BT_1057	BT_1057	1341671	1344535	+	0,0255332625	-1,8246601093	-0,4226228805	-0,9074559668	-0,0475833525	-0,6800707002	-0,4180284107	-0,0386089009	-0,3647468178
NC_004663.1	BT_1058	BT_1058	1344660	1345793	-	1,4151188918	-0,010205663	0,1656381262	1,1761538111	1,1810132213	0,899397173	0,0361380405	0,5548463425	-0,4137522372
NC_004663.1	BT_1059	BT_1059	1345817	1346746	-	1,128423981	-0,0214800233	0,2427090063	1,0534360325	1,0073804021	0,5713344441	0,0485832649	0,4069075941	-0,5966156328
NC_004663.1	BT_1060	BT_1060	1346957	1347910	+	-2,8887730569	-1,0481997757	-0,0542830434	-3,7720942423	-3,8324661485	-3,2665621805	0,0185435052	-0,3895470184	2,4354696074
NC_004663.1	BT_1061	BT_1061	1348152	1349111	+	-1,9951922055	-0,9142413311	-0,2069888149	-1,9365771314	-1,8343345975	-1,2259526959	0,157376905	-0,5538989851	0,3653751716
NC_004663.1	BT_1062	BT_1062	1349217	1350170	-	-1,0172043452	0,6914341352	0,6864141878	-0,2755634492	-0,3308436846	0,5000943888	0,5669599152	0,1341568857	1,0346627889
NC_004663.1	BT_1063	BT_1063	1350390	1352090	-	-0,1464203074	-0,1444860681	-0,0926749094	-0,4388901132	-0,3454000702	-0,3240125117	-0,1085723108	-0,1338473943	0,3859327907
NC_004663.1	BT_1064	BT_1064	1352127	1353305	-	-1,2933784812	0,1182745804	-0,0973864836	-0,2325664817	-0,0902703912	-0,4688793051	-0,0803851281	-0,3811414939	0,8392758991
NC_004663.1	BT_1066	BT_1066	1353660	1354229	-	0,0861245911	1,0639977768	0,2480618864	-0,7520059339	1,045974934	1,6509179272	0,6053694609	0,9169322886	0,0750760346
NC_004663.1	BT_1067	BT_1067	1354244	1356070	-	-1,4456305575	0,2168340439	0,4758513538	-0,1234500977	-0,3656719146	0,6356093579	-0,2671528825	-0,2520434998	-1,0020458945
NC_004663.1	BT_1069	BT_1069	1356788	1357330	-	0,4668858686	0,3403909509	0,3425422675	0,7308481027	0,7014382272	1,2686720175	0,1099400775	0,0741898929	-1,6756493992
NC_004663.1	BT_1070	BT_1070	1357327	1358631	-	0,770335827	0,3823600377	0,2087345266	0,9654363561	1,0678305745	1,3342486276	0,0255320875	-0,0083239229	-1,3889199664
NC_004663.1	BT_1071	BT_1071	1358635	1359042	-	0,6553574991	0,4345225391	0,3753932194	0,7359901174	0,8133830009	1,0525798763	-0,0162904914	0,0271007312	-0,8084484163
NC_004663.1	BT_1072	BT_1072	1359724	1360278	+	-5,2099951788	-1,2387015363	-0,7853509832	-0,4183164776	-2,2435306089	-3,3318192014	0,0709487553	0,9839605207	-1,8101477322
NC_004663.1	BT_1073	BT_1073	1360381	1361025	+	-5,2613187454	-1,2577177427	-0,8174197383	-0,1931874959	-1,6842160057	-3,0946563249	-0,0902990534	0,872666893	-1,8231499641
NC_004663.1	BT_1074	BT_1074	1361037	1361672	+	-5,7387515808	-1,0632900932	-0,7947971018	-0,6985965128	-1,6689780827	-3,4887388603	-0,0248980045	0,7913926899	-1,5644178024
NC_004663.1	BT_1075	BT_1075	1361784	1362821	+	-4,0375225347	-1,3003185661	-0,9006000876	-1,1341987118	-1,8562411837	-2,3316227205	-0,1097994752	0,8202068013	-0,0175725981
NC_004663.1	BT_1076	BT_1076	1362814	1363593	+	-3,8305593133	-1,42865823	-0,8432319254	-2,3613580475	-2,3600939251	-2,5823449689	-0,0773597546	0,7652162234	0,5399996367
NC_004663.1	BT_1077	BT_1077	1363962	1365278	+	0,5316686558	-0,316603497	-0,2740132114	-0,4569455541	-0,1443925594	0,1210397991	0,0046538033	0,0714315497	0,0913749061
NC_004663.1	BT_1078	BT_1078	1365429	1366019	+	0,0503350214	0,6535656977	0,5453072083	0,1634390293	0,3498399386	0,1226726079	0,0841923151	0,5880044194	1,7893315401
NC_004663.1	BT_1079	BT_1079	1366016	1366555	-	2,1162071395	0,3160788177	-0,1203640962	2,2365582366	2,5550445188	1,8374723673	0,046605969	0,5988505183	-2,8316871139
NC_004663.1	BT_1080	BT_1080	1366562	1367011	-	2,1635230877	0,4124355935	-0,1266478538	2,4812507542	2,5547304268	1,7443306863	-0,0869398825	0,2952047208	-2,6690975631
NC_004663.1	BT_1081	recR	1367048	1367665	-	1,1419322226	0,2721600205	-0,0573790994	2,4862178258	1,6335005609	1,0132124023	0,0332405031	0,0983901281	-2,5418705602
NC_004663.1	BT_1082	BT_1082	1367892	1369208	+	1,3742974386	0,3534837205	0,1703305809	2,2493578968	1,3511358224	1,121493335	-0,0698412452	0,1965114777	-1,3897678798
NC_004663.1	BT_1083	engB	1369332	1369940	+	0,9398659706	-0,2781079513	-0,0794542374	0,6433528803	0,821257669	0,5070234312	-0,2147416724	0,0171040369	-1,4830850405
NC_004663.1	BT_1084	BT_1084	1369947	1370546	+	0,9039016899	-0,5716690709	0,1600464827	0,2713441564	0,4827498823	0,3614734248	-0,09737447	0,0678039464	-1,8892692274
NC_004663.1	BT_1085	BT_1085	1371242	1371637	+	-0,1410020855	0,3679623398	-0,3875173747	0,8598575762	-0,5010706025	0,0668152442	0,0644875914	0,1011643824	-0,3797663969
NC_004663.1	BT_1086	BT_1086	1371733	1373721	+	0,448884263	-0,0333301925	-0,2412735308	-0,1593536458	0,6143638672	0,1593460489	-0,0694994724	0,115933073	-0,1696705484
NC_004663.1	BT_1087	BT_1087	1373723	1375270	+	0,3316998523	-0,2669741971	-0,1716946252	-0,51423407	0,3513281535	-0,0883685346	-0,1263092022	0,135515181	-0,2308745566
NC_004663.1	BT_1088	BT_1088	1375282	1376214	+	-0,0816336266	-0,8276536003	-0,1548552729	-1,2567691984	-0,3811245004	-0,9104091284	-0,1714539118	0,0651447542	0,9851271531
NC_004663.1	BT_1089	BT_1089	1376273	1376956	-	0,0371927736	0,3006095414	-0,0785625525	-0,0702662958	-0,1465208872	-0,080450925	0,1267991231	0,1933366194	0,6129985478
NC_004663.1	BT_1090	BT_1090	1377046	1377882	+	0,8044400358	0,2196861014	0,1426198923	1,5776458282	0,5027271406	0,4972536956	-0,1913729976	0,2069968935	0,3295856055
NC_004663.1	BT_1091	BT_1091	1378180	1380396	-	-2,5659438121	-0,1246895764	-0,2510884728	-1,4915492754	-1,9422061121	-2,0227752047	0,0854956199	-0,0755646868	2,1265645139
NC_004663.1	BT_1092	BT_1092	1380460	1380819	-	-1,5017426526	0,1051512685	0,6301423266	1,5424865292	1,6079523394	0,5781331386	0,3977979939	0,2050004767	0,06378132
NC_004663.1	BT_1093	BT_1093	1380843	1381946	-	-0,7872536353	0,4628846744	0,3282385596	2,8773037808	2,1134529952	1,2249630638	0,2118745339	-0,2760248039	0,1447019622
NC_004663.1	BT_1094	BT_1094	1382238	1382474	-	-1,3589187719	0,6974351318	0,2617053937	2,7196052659	2,8569362378	0,965482466	0,0379667831	-0,2794732108	0,6006570595
NC_004663.1	BT_1095	BT_1095	1382888	1383199	-	0,3972300515	-0,5538203414	-0,8184433082	0,0878655407	0,2598980756	0,0831515733	0,1162686319	-0,3294786064	0,1905314538
NC_004663.1	BT_1096	BT_1096	1383208	1383672	-	0,1812996423	0,146815994	-0,1881939288	-0,212626388	0,1646280566	1,0175000092	-0,5690190215	-0,8959797522	-2,4934061746
NC_004663.1	BT_1097	BT_1097	1383849	1384103	-	-1,1285434154	-0,0356112268	-0,6311863084	-1,1342688679	-0,051871951	0,1708902162	-0,952871115	-0,2503737107	-0,4966902367
NC_004663.1	BT_1098	mgsA	1385256	1385792	-	-1,9425915325	-1,0059371488	-0,0361878629	-3,7017893552	-2,797654123	-2,1707195224	0,045158529	0,2614295133	0,7188645157
NC_004663.1	BT_1099	BT_1099	1385847	1386656	-	-2,5084444931	-1,1532966414	-0,1704242258	-3,45928696	-3,3557149276	-2,5407852003	-0,1681603868	0,1002500995	0,8898029487
NC_004663.1	BT_1100	BT_1100	1386673	1389231	-	-2,3694117975	-1,0781477379	-0,1014569315	-3,6307620588	-3,2663108094	-2,3262103544	-0,0179975886	0,0907384056	0,6571164789
NC_004663.1	BT_1101	BT_1101	1389253	1391499	-	-1,9237301742	-0,8216387223	-0,105397173	-3,409272074	-2,9750822315	-1,687505906	0,0146040893	-0,0973953869	0,7237139109
NC_004663.1	BT_1102	pfkA	1391513	1392496	-	-2,3010907792	-0,6796354901	-0,0110636439	-3,5067454377	-3,4539450115	-1,8434556904	0,0591803333	-0,1667865478	1,0761405414
NC_004663.1	BT_1103	BT_1103	1392562	1393056	-	-2,6052267176	-0,6918392901	-0,0943237492	-3,6398360793	-3,8276408167	-2,0964087454	-0,0214527092	-0,1334156178	1,5136990093
NC_004663.1	BT_1104	BT_1104	1393103	1393531	-	-3,1143245936	-0,1678592827	-0,1176593288	-4,2042740028	-3,8800085864	-2,1810853752	-0,0479472661	0,1702728999	2,7931887797
NC_004663.1	BT_1105	gpmA	1393599	1394348	-	-3,3322820083	-0,392870753	-0,1046573902	-4,4312353691	-3,93095938	-2,4112419186	-0,1450951202	0,0094020276	1,1558787567
